wmo,cycle,lat,lon,bnw,bbp700_surface_mean3,delta_bbp
3902342,108,22.354,-177.701,0.0006738739903084,0.0003718407921648,0.00030203319814360005
3902342,109,22.35,-177.69,0.0006647520931437,0.0003730207778668,0.0002917313152769
3902342,110,22.35,-177.668,0.0008307243697345,0.0003731265120829,0.0004575978576516
3902342,111,22.347,-177.648,0.0020313379354774,0.0003671820547121,0.0016641558807652997
3902342,112,22.346,-177.614,0.0020313379354774,0.0003941205504816,0.0016372173849957998
3902342,113,22.349,-177.62,0.0024097675923258,0.0003941105387639,0.0020156570535619003
3902342,114,22.363,-177.615,0.0024097675923258,0.000392074919849,0.0020176926724768
3902342,120,22.412,-177.636,0.0030050578061491,0.0003830179339274,0.0026220398722217
3902342,121,22.433,-177.642,0.0029692512471228,0.0003751131492511,0.0025941380978717
3902342,122,22.444,-177.643,0.0014240519376471,0.0003941824737315,0.0010298694639155998
3902342,123,22.451,-177.655,0.0001047095720423,0.0003758025898908,-0.0002710930178485
3902342,124,22.449,-177.663,0.000579870713409,0.000399441991855,0.00018042872155399998
3902342,125,22.441,-177.674,0.0005944783915765,0.0003845948085654,0.00020988358301110002
3902342,126,22.434,-177.676,0.0007468203548341,0.0003660434352544,0.00038077691957969997
3902342,127,22.433,-177.665,0.0006018107524141,0.0003692619696569,0.00023254878275720005
3902342,128,22.43,-177.66,0.0011576237156987,0.0003732408222276,0.0007843828934711
3902342,129,22.438,-177.65,0.0009704310796223,0.0003705241930826,0.0005999068865397
3902342,130,22.439,-177.639,0.0012283039977774,0.0003561017801985,0.0008722022175789001
3902342,131,22.446,-177.641,0.0010559746297076,0.0004007350459384,0.0006552395837692
3902342,132,22.457,-177.644,0.0010559746297076,0.0003797402023337,0.0006762344273738999
3902342,133,22.461,-177.654,0.0015804310096427,0.0003889356933844,0.0011914953162583
3902342,134,22.466,-177.662,0.0015804310096427,0.0003659582289401,0.0012144727807026
3902342,135,22.462,-177.658,0.0015804310096427,0.0003817023631806,0.0011987286464621
3902342,136,22.46,-177.655,0.0015804310096427,0.0003698824342185,0.0012105485754242001
