cruise,filename,profile,lat,lon,time,solar_angle,pace_ids,closest_id,closest_file,closest_dist_km,closest_time,BING_Bnw,BING_Bnw_std,BING_Bnw_lsig,BING_Bnw_hsig,BING_beta,BING_aph,argo_bbp700
2903884,2903884QC.nc,0,0.513,-139.96,2024-11-22 06:08:00.000001536+00:00,-42.25132824713839,"PACE_OCI_L2_AOP_PACE_OCI.20241121T224625.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241122T214221.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20241122T214221.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241122T214221.L2.OC_AOP.V3_1.nc,1.3427092206037117,2024-11-22 21:44:51+00:00,0.0010131575400009,0.000122653087601,6.479740841314197e-05,6.409699562937021e-05,1.6299853324890137,0.0067309387959539,0.001264
2903884,2903884QC.nc,1,0.524,-139.927,2024-11-22 07:18:59.999998976+00:00,-57.2664828125908,"PACE_OCI_L2_AOP_PACE_OCI.20241121T224625.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241122T214221.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20241122T214221.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241122T214221.L2.OC_AOP.V3_1.nc,1.4000579276433125,2024-11-22 21:44:51+00:00,0.0009704428375698,8.418107609031722e-05,6.327108712866902e-05,6.385258166119456e-05,1.6586568355560305,0.0062945680692791,0.00132
2903884,2903884QC.nc,5,0.536,-139.805,2024-11-23 04:18:00.000002560+00:00,-17.121671500344544,"PACE_OCI_L2_AOP_PACE_OCI.20241122T214221.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241123T221634.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20241123T221634.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241123T221634.L2.OC_AOP.V3_1.nc,0.4468235236421254,2024-11-23 22:19:03.500000+00:00,0.0012468732893466,0.0001188502064906,6.442528683692217e-05,6.34659081697464e-05,0.565312385559082,0.009479546919465,0.0011895
2903884,2903884QC.nc,6,0.536,-139.777,2024-11-23 13:52:00.000001536+00:00,-17.395126432534468,"PACE_OCI_L2_AOP_PACE_OCI.20241122T214221.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241123T221634.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20241123T221634.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241123T221634.L2.OC_AOP.V3_1.nc,0.5604110177791327,2024-11-23 22:19:03.500000+00:00,0.0014970644842833,0.0002143687452189,7.2085065767169e-05,7.134547922760248e-05,0.779090940952301,0.0098806777969002,0.0010539999999999998
2903884,2903884QC.nc,7,0.539,-139.749,2024-11-23 23:37:00.000001536+00:00,47.39201990931249,"PACE_OCI_L2_AOP_PACE_OCI.20241123T221634.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241124T225047.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20241123T221634.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241123T221634.L2.OC_AOP.V3_1.nc,0.5144104269859207,2024-11-23 22:19:03.500000+00:00,0.0015512470854446,0.0001595981157151,6.099417805671692e-05,6.0534337535500526e-05,0.1541969627141952,0.0109530612826347,0.001023
2903884,2903884QC.nc,8,0.54,-139.72,2024-11-24 11:06:59.999998464+00:00,-54.1617542498115,"PACE_OCI_L2_AOP_PACE_OCI.20241123T221634.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241124T225047.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20241123T221634.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241123T221634.L2.OC_AOP.V3_1.nc,0.1921122909658134,2024-11-23 22:19:03.500000+00:00,0.0011631038505584,0.0001162931512226,6.612786091864109e-05,6.550503894686699e-05,0.7455452680587769,0.0095882331952452,0.0010205000000000001
2903884,2903884QC.nc,9,0.54,-139.692,2024-11-24 22:36:59.999994880+00:00,59.13279028166806,"PACE_OCI_L2_AOP_PACE_OCI.20241124T225047.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241125T214643.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20241125T214643.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241125T214643.L2.OC_AOP.V3_1.nc,1.6784351169243457,2024-11-25 21:49:12.500000+00:00,0.0032670164946466,0.0004313366953283,7.658079266548157e-05,7.80720729380846e-05,0.0426476299762725,0.0226327423006296,0.0009580000000000001
2903884,2903884QC.nc,10,0.522,-139.67,2024-11-25 09:47:59.999999488+00:00,-67.17845545864911,"PACE_OCI_L2_AOP_PACE_OCI.20241124T225047.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241125T214643.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20241125T214643.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241125T214643.L2.OC_AOP.V3_1.nc,4.683389848921458,2024-11-25 21:49:12.500000+00:00,0.0032670164946466,0.0002533920924179,7.658079266548157e-05,7.80720729380846e-05,0.0426476299762725,0.0226327423006296,0.0010725
2903884,2903884QC.nc,11,0.494,-139.652,2024-11-25 20:53:00.000005120+00:00,68.32290335224958,"PACE_OCI_L2_AOP_PACE_OCI.20241124T225047.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241125T214643.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20241125T214643.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241125T214643.L2.OC_AOP.V3_1.nc,4.081514588209656,2024-11-25 21:49:12.500000+00:00,0.0031717461533844,0.0003480711602605,7.212115451693535e-05,7.128086872398853e-05,0.0933117046952247,0.0181247666478157,0.000949
2903884,2903884QC.nc,12,0.462,-139.624,2024-11-26 08:57:59.999996928+00:00,-69.31623231441792,"PACE_OCI_L2_AOP_PACE_OCI.20241125T214643.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241126T222056.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20241126T222056.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241126T222056.L2.OC_AOP.V3_1.nc,0.6204636037578205,2024-11-26 22:23:25.500000+00:00,0.0026476124767214,0.000844506022986,6.072572432458401e-05,6.066099740564823e-05,0.0838368907570838,0.0135723380371928,0.0009985
2903884,2903884QC.nc,15,0.943,-138.307,2024-12-26 17:09:00.000001536+00:00,25.806223472663675,PACE_OCI_L2_AOP_PACE_OCI.20241225T223729.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241225T223729.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241225T223729.L2.OC_AOP.V3_1.nc,6.1843222168316645,2024-12-25 22:39:58.500000+00:00,0.0033605331555008,0.000684616563376,0.000117146410048,0.0001225478481501,0.0717891827225685,0.0193993616849184,0.001045
2903884,2903884QC.nc,16,0.362,-138.387,2025-01-05 21:28:59.999996928+00:00,67.01809976253939,PACE_OCI_L2_AOP_PACE_OCI.20250105T222625.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250105T222625.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250105T222625.L2.OC_AOP.V3_1.nc,0.3809396090137932,2025-01-05 22:28:54.500000+00:00,0.0040309438481926,0.0008358983905054,9.875558316707612e-05,9.668106213212012e-05,0.1002703309059143,0.015767665579915,0.0009534999999999999
2903884,2903884QC.nc,17,-0.347,-138.044,2025-01-16 01:49:00.000002560+00:00,21.769312393827903,"PACE_OCI_L2_AOP_PACE_OCI.20250115T214015.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250116T221458.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20250115T214015.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250115T214015.L2.OC_AOP.V3_1.nc,0.5495833678818233,2025-01-15 21:42:44.500000+00:00,0.0009564228821545,8.808029087958857e-05,3.983586793765426e-05,3.777537494897842e-05,1.8933511972427368,0.0044744033366441,0.001147
2903884,2903884QC.nc,18,-0.227,-137.417,2025-01-26 06:10:00.000004608+00:00,-39.22226773030465,"PACE_OCI_L2_AOP_PACE_OCI.20250125T223228.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250126T212852.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20250126T212852.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250126T212852.L2.OC_AOP.V3_1.nc,0.4766281906349096,2025-01-26 21:31:21.500000+00:00,0.0009664681274443,0.0001412387937307,4.688225453719497e-05,4.796730354428291e-05,1.8222070932388303,0.0050257700495421,0.001215
2903884,2903884QC.nc,19,0.154,-136.761,2025-02-05 10:30:00+00:00,-66.8915673877149,"PACE_OCI_L2_AOP_PACE_OCI.20250204T214610.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250205T222106.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20250204T214610.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250204T214610.L2.OC_AOP.V3_1.nc,0.4335328377843856,2025-02-04 21:48:39.500000+00:00,0.0005083752330392,0.0005481504485942,5.320829222910106e-05,5.160935688763857e-05,1.763898491859436,0.0034235280472785,0.000956
2903884,2903884QC.nc,20,0.513,-136.033,2025-02-15 14:53:00.000005120+00:00,-6.254740894238342,"PACE_OCI_L2_AOP_PACE_OCI.20250214T224608.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250215T214320.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20250214T224608.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250214T224608.L2.OC_AOP.V3_1.nc,0.4728379743824648,2025-02-14 22:48:37.500000+00:00,0.0014257478760555,0.0001518896169727,8.336466271430254e-05,8.537352550774813e-05,1.5827646255493164,0.0052838814444839,0.001222
2903884,2903884QC.nc,21,0.448,-135.653,2025-02-26 03:08:59.999997952+00:00,1.83419595263667,PACE_OCI_L2_AOP_PACE_OCI.20250225T224351.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250225T224351.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250225T224351.L2.OC_AOP.V3_1.nc,1.4917357721887488,2025-02-25 22:46:20.500000+00:00,0.0016084075905382,0.0003160872729495,0.0001065918477252,0.0001071179285645,1.0561389923095703,0.0109248636290431,0.001164
2903884,2903884QC.nc,24,1.097,-133.798,2025-03-28 04:16:00+00:00,-18.85381161541121,PACE_OCI_L2_AOP_PACE_OCI.20250327T222202.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250327T222202.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250327T222202.L2.OC_AOP.V3_1.nc,1.6941845544809366,2025-03-27 22:24:31.500000+00:00,0.0031050648540258,0.0004747908678837,0.0001026669051498,0.0001020850613713,0.1221828162670135,0.017334746196866,0.001186
2903884,2903884QC.nc,29,1.176,-133.897,2025-05-17 22:15:00.000003584+00:00,62.61689388956137,"PACE_OCI_L2_AOP_PACE_OCI.20250516T221445.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250518T214703.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20250518T214703.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250518T214703.L2.OC_AOP.V3_1.nc,0.2143327588514524,2025-05-18 21:49:32.500000+00:00,0.0014600850408896,0.0001726991176838,6.204540841281414e-05,6.122118793427944e-05,0.2329463064670562,0.0111447088420391,0.0009174999999999999
2903884,2903884QC.nc,30,1.524,-134.392,2025-05-28 02:42:00.000004096+00:00,3.735532508068014,PACE_OCI_L2_AOP_PACE_OCI.20250528T210646.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250528T210646.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250528T210646.L2.OC_AOP.V3_1.nc,15.079589846018171,2025-05-28 21:09:15.500000+00:00,0.004137709736824,0.0008507315651513,0.000111058820039,0.0001068362034857,0.2506492733955383,0.0163736697286367,0.0008515
2903884,2903884QC.nc,31,1.189,-134.998,2025-06-07 07:01:00.000003072+00:00,-52.612014238100045,PACE_OCI_L2_AOP_PACE_OCI.20250606T212916.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250606T212916.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250606T212916.L2.OC_AOP.V3_1.nc,1.123760222328431,2025-06-06 21:31:45.500000+00:00,0.0012700527440756,0.0003779573016799,8.350424468517303e-05,8.065043948590755e-05,0.4976178705692291,0.0090767834335565,0.0007345
2903885,2903885QC.nc,3,-11.969,95.057,2025-04-07 14:14:00.000003584+00:00,-38.61228217940368,PACE_OCI_L2_AOP_PACE_OCI.20250408T062503.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250408T062503.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250408T062503.L2.OC_AOP.V3_1.nc,0.8349070218938707,2025-04-08 06:27:33+00:00,0.0017011344898492,0.00052932347171,5.086616147309542e-05,4.931667353957892e-05,0.0902758091688156,0.0102923111990094,0.0007045
2903885,2903885QC.nc,4,-11.977,95.054,2025-04-08 11:04:59.999995392+00:00,7.426949874949683,PACE_OCI_L2_AOP_PACE_OCI.20250408T062503.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250408T062503.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250408T062503.L2.OC_AOP.V3_1.nc,0.9504579543641636,2025-04-08 06:27:33+00:00,0.00148074736353,0.00054430461023,4.823273047804833e-05,4.690093919634819e-05,0.1681836247444152,0.0088219819590449,0.000739
2903885,2903885QC.nc,7,-11.91,94.799,2025-04-20 20:06:59.999998464+00:00,-53.95004261946703,PACE_OCI_L2_AOP_PACE_OCI.20250421T073139.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250421T073139.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250421T073139.L2.OC_AOP.V3_1.nc,52.28012418031575,2025-04-21 07:34:09+00:00,0.0083268862217664,0.000711103552021,0.000220744870603,0.0002211788669228,0.9590387344360352,0.0192955005913972,0.000673
2903885,2903885QC.nc,8,-11.729,94.29,2025-05-01 07:55:59.999997440+00:00,46.88739964381182,PACE_OCI_L2_AOP_PACE_OCI.20250501T065141.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250501T065141.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250501T065141.L2.OC_AOP.V3_1.nc,1.543194928472652,2025-05-01 06:54:11+00:00,0.0011540107661858,0.0003351488267071,6.99205556884408e-05,6.697128992527723e-05,0.3751615285873413,0.0102185700088739,0.000835
2903885,2903885QC.nc,11,-11.232,92.771,2025-05-31 07:16:59.999996416+00:00,50.092847372348864,PACE_OCI_L2_AOP_PACE_OCI.20250601T070425.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250601T070425.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250601T070425.L2.OC_AOP.V3_1.nc,1.2074243217424498,2025-06-01 07:06:54.500000+00:00,0.0012821449199691,0.0002452417102176,4.100962541997433e-05,4.382978659123182e-05,1.778038501739502,0.0063565848395228,0.0005549999999999999
2903886,2903886QC.nc,48,32.079,-119.565,2024-04-17 01:52:00.000001536+00:00,6.9378905180243695,PACE_OCI_L2_AOP_PACE_OCI.20240417T201159.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240417T201159.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240417T201159.L2.OC_AOP.V3_1.nc,106.08614585771834,2024-04-17 20:14:29+00:00,0.0019086872925981,0.0004229069745633,0.0001015450106933,9.34699783101678e-05,0.3092374503612518,0.007138832937926,0.002145
2903886,2903886QC.nc,50,32.669,-120.155,2024-05-07 18:45:00+00:00,67.50362370688885,"PACE_OCI_L2_AOP_PACE_OCI.20240506T194750.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240507T202245.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20240507T202245.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240507T202245.L2.OC_AOP.V3_1.nc,0.5064878902049341,2024-05-07 20:25:15+00:00,0.0016668057069182,0.0002709241525735,0.0001099260989576,0.0001214641379192,1.1299546957015991,0.0110953254625201,0.0017495
2903886,2903886QC.nc,51,33.209,-120.641,2024-05-18 00:42:00.000000512+00:00,26.367356086778653,"PACE_OCI_L2_AOP_PACE_OCI.20240517T193826.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240518T201318.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20240517T193826.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240517T193826.L2.OC_AOP.V3_1.nc,45.25462220136208,2024-05-17 19:40:56+00:00,0.0119066853076219,0.0018814335344359,0.0002018138766288,0.0001991279423236,1.9399410486221316,0.0461321175098419,0.0023725
2903886,2903886QC.nc,53,33.603,-120.404,2024-06-07 12:31:59.999996416+00:00,-4.281504806002802,"PACE_OCI_L2_AOP_PACE_OCI.20240606T194618.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240607T202105.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20240607T202105.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240607T202105.L2.OC_AOP.V3_1.nc,57.97200533371437,2024-06-07 20:23:34.500000+00:00,0.0048519512638449,0.0006049940129742,6.752787157893181e-05,6.611505523324013e-05,0.0087243989109992,0.0348332375288009,0.0048325
2903886,2903886QC.nc,54,33.541,-120.601,2024-06-17 18:24:00.000004608+00:00,65.99358831259342,PACE_OCI_L2_AOP_PACE_OCI.20240616T203852.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240616T203852.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240616T203852.L2.OC_AOP.V3_1.nc,0.3976721958286101,2024-06-16 20:41:21.500000+00:00,0.0042194961570203,0.000681146630086,0.0002218377776443,0.0002438500523567,0.2293174415826797,0.0183701906353235,0.0064860000000000004
2903886,2903886QC.nc,56,33.728,-120.975,2024-07-08 06:17:59.999995904+00:00,-27.95464813684408,"PACE_OCI_L2_AOP_PACE_OCI.20240707T194055.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240707T211913.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240708T201528.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20240708T201528.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240708T201528.L2.OC_AOP.V3_1.nc,38.69392008202808,2024-07-08 20:17:57.500000+00:00,0.0037499226164072,0.0005209454102441,8.004787378013134e-05,8.114147931337357e-05,0.0966890454292297,0.0164943374693393,0.0023015
2903886,2903886QC.nc,59,33.025,-121.377,2024-08-08 02:23:59.999997952+00:00,6.175344673292905,PACE_OCI_L2_AOP_PACE_OCI.20240808T200615.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240808T200615.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240808T200615.L2.OC_AOP.V3_1.nc,142.02986876192517,2024-08-08 20:08:45+00:00,0.00465614721179,0.0019786462653428,9.793881326913834e-05,9.820517152547836e-05,0.0316969342529773,0.0259566251188516,0.00154
2903886,2903886QC.nc,61,33.073,-121.632,2024-08-28 23:04:59.999995392+00:00,42.7717496719834,PACE_OCI_L2_AOP_PACE_OCI.20240828T201221.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240828T201221.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240828T201221.L2.OC_AOP.V3_1.nc,163.28944877897004,2024-08-28 20:14:51+00:00,0.0052519859746098,0.0010321803856641,9.676394984126092e-05,9.665964171290398e-05,0.108093075454235,0.0145055698230862,0.001364
2903886,2903886QC.nc,64,33.247,-121.839,2024-09-28 08:06:59.999998464+00:00,-58.9410050552075,PACE_OCI_L2_AOP_PACE_OCI.20240928T195526.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240928T195526.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240928T195526.L2.OC_AOP.V3_1.nc,205.15975534559664,2024-09-28 19:57:55.500000+00:00,0.0035374520812183,0.0003944007330574,0.0001030266284942,0.0001005746889859,0.7214282751083374,0.017013506963849,0.0022395
2903886,2903886QC.nc,68,33.281,-122.316,2024-11-07 18:22:00.000001536+00:00,35.63980440152033,"PACE_OCI_L2_AOP_PACE_OCI.20241106T205614.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241107T195213.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20241107T195213.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241107T195213.L2.OC_AOP.V3_1.nc,0.6651215108552795,2024-11-07 19:54:42.500000+00:00,0.0014737923629581,0.0003511088725645,0.0001337571302428,0.0001280670985579,0.3087218999862671,0.0045037171803414,0.0011985
2903886,2903886QC.nc,72,32.336,-122.331,2024-12-18 10:16:00+00:00,-60.062069949922,"PACE_OCI_L2_AOP_PACE_OCI.20241217T194745.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241218T202231.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20241218T202231.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241218T202231.L2.OC_AOP.V3_1.nc,0.5912937078142387,2024-12-18 20:25:00.500000+00:00,0.0012627549003809,0.0001560406817588,9.318406227976084e-05,9.932764805853368e-05,0.5693584084510803,0.0034373886883258,0.0011775000000000002
2903886,2903886QC.nc,77,32.073,-123.12,2025-02-07 02:32:59.999995904+00:00,-9.372878161607536,PACE_OCI_L2_AOP_PACE_OCI.20250206T194957.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250206T194957.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250206T194957.L2.OC_AOP.V3_1.nc,108.7694883454718,2025-02-06 19:52:27+00:00,0.0032904031686484,0.0003852921363431,0.0001185943838208,0.0001148325391113,0.1135248392820358,0.0134659959003329,0.0012415
2903886,2903886QC.nc,79,31.803,-123.041,2025-02-27 18:45:00+00:00,43.60284108397058,PACE_OCI_L2_AOP_PACE_OCI.20250227T204313.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250227T204313.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250227T204313.L2.OC_AOP.V3_1.nc,83.45763324823207,2025-02-27 20:45:42.500000+00:00,0.0028016532305628,0.0006900649750605,0.0001317409332841,0.0001318992581218,0.099278450012207,0.0104597508907318,0.0008910000000000001
2903886,2903886QC.nc,80,31.834,-122.998,2025-03-09 10:44:59.999996416+00:00,-46.72581433061497,PACE_OCI_L2_AOP_PACE_OCI.20250309T200459.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250309T200459.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250309T200459.L2.OC_AOP.V3_1.nc,39.65419490748534,2025-03-09 20:07:28.500000+00:00,0.001052132458426,0.0002187250211136,0.0001141969696618,0.0001101716188713,0.5549431443214417,0.0090424567461013,0.0014875
2903886,2903886QC.nc,85,31.982,-122.107,2025-04-29 06:47:00.000003072+00:00,-39.77958641971171,PACE_OCI_L2_AOP_PACE_OCI.20250428T200053.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250428T200053.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250428T200053.L2.OC_AOP.V3_1.nc,7.040741041338162,2025-04-28 20:03:22.500000+00:00,0.0026551142800599,0.0013076289324089,9.038858115673064e-05,8.708285167813301e-05,0.1067195534706115,0.0119413072243332,0.000534
2903887,2903887QC.nc,32,15.264,158.966,2024-10-26 04:21:59.999998464+00:00,34.53237040430001,PACE_OCI_L2_AOP_PACE_OCI.20241027T020250.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241027T020250.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241027T020250.L2.OC_AOP.V3_1.nc,44.95740753567482,2024-10-27 02:05:19.500000+00:00,0.0041025448590517,0.0005383953102864,8.214497938752174e-05,8.034706115722656e-05,0.0797482877969741,0.0088315038010478,0.000361
2903887,2903887QC.nc,33,15.329,158.627,2024-11-05 09:08:59.999997952+00:00,-32.41061983703325,PACE_OCI_L2_AOP_PACE_OCI.20241105T021550.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241105T021550.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241105T021550.L2.OC_AOP.V3_1.nc,0.5083526908775985,2024-11-05 02:18:19.500000+00:00,0.001467551337555,0.0002432827168377,7.726019248366356e-05,6.870809011161327e-05,0.4148095250129699,0.0048923981375992,0.000384
2903887,2903887QC.nc,34,15.568,158.107,2024-11-15 13:46:59.999999488+00:00,-81.12203051339986,"PACE_OCI_L2_AOP_PACE_OCI.20241115T030321.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241116T015918.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20241116T015918.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241116T015918.L2.OC_AOP.V3_1.nc,0.5596907586848724,2024-11-16 02:01:47.500000+00:00,0.0004063130181748,8.527628961019218e-05,1.7743732314556837e-05,1.7388665582984686e-05,1.9418344497680664,0.0013894937001168,0.000344
2903887,2903887QC.nc,40,16.603,156.308,2025-01-15 13:43:00.000003584+00:00,-85.5828984764409,PACE_OCI_L2_AOP_PACE_OCI.20250115T020529.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250115T020529.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250115T020529.L2.OC_AOP.V3_1.nc,0.8501559017095945,2025-01-15 02:07:59+00:00,0.0010975163895636,0.0001463706721551,4.7597335651516914e-05,4.516704939305782e-05,0.2368804514408111,0.0043673166073858,0.0003765
