wmo,cycle,lat,lon,rel_delta
5906537,88,-11.852,58.087999999999994,0.5087518237022363
5906537,89,-11.49,58.514999999999986,0.43636745397106896
5906538,53,-25.889,52.47200000000001,-1.4930089761540861
5906538,56,-24.827,52.405,0.2910082069528228
5906538,58,-25.116,51.857,0.5115507856194593
5906538,59,-25.286,51.351,-7.389114369641934
5906538,60,-25.441,50.99799999999999,0.40080629467065465
5906538,61,-25.805,50.803,0.1549412276791781
5906538,73,-27.128,50.34700000000001,0.10856248613434316
5906538,74,-27.676,49.57900000000001,0.3727450821387239
5906538,75,-28.319,49.46600000000001,0.4827011569763523
5906538,76,-28.672,49.75399999999999,0.6620304510246949
5906538,78,-28.519,50.75399999999999,0.0637976398492932
5906538,80,-28.303,50.85300000000001,0.5076851820441378
5906538,81,-28.154,50.869,0.15942499910915814
5906539,53,-7.814,76.41500000000002,0.5161293725616096
5906539,73,-10.65,77.81200000000001,0.6966568143961271
5906539,79,-11.367,75.707,0.3875760953061471
5906539,84,-12.881,75.53399999999999,0.40013230031842295
5906539,87,-13.575,75.07499999999999,-0.052036600132975584
5906540,59,-12.626,46.554,0.2094765819499187
5906540,60,-11.906,46.781000000000006,0.8064653192176775
5906540,61,-11.729,46.62700000000001,-0.26223869035735214
5906540,64,-12.011,47.66899999999998,-0.0642509638053569
5906540,65,-12.929,47.56100000000001,-153.85549659777206
5906540,66,-13.354,47.52000000000001,0.13525377932604096
5906540,67,-13.201,47.623999999999995,-204.46375752941628
5906540,68,-13.363,47.506,0.35242338671860574
5906540,70,-13.207,47.638000000000005,0.7774424313100471
5906540,72,-12.793,47.39699999999999,-158.96223855103062
5906540,74,-12.823,47.364000000000004,0.6274673736540497
5906540,76,-13.005,47.238,0.6608843039684884
5906540,83,-12.888,47.033000000000015,-0.6560801991710958
5906540,86,-13.436,47.345,0.10023441118109264
5906540,87,-13.636,47.209,-0.42722908814221233
5906540,88,-13.524,47.30799999999999,-1.2506926328593448
5906540,89,-13.75,47.28800000000001,0.7228147673146222
5906540,90,-13.834,47.21600000000001,-0.2841757532097007
5906540,91,-13.608,47.41,0.18045143845018388
5906541,51,-38.646,-53.766999999999996,0.6765537469882162
5906541,69,-38.954,-40.40199999999999,0.6172750338627151
5906563,70,18.954,-125.731,0.4503029158990005
5906563,75,18.805,-125.654,0.7757176796356855
5906563,77,19.021,-125.698,0.8434564278536634
5906563,79,19.03,-125.706,0.6875106491782645
5906564,58,8.485,-162.727,0.5509994765472463
5906564,65,7.913,-163.59,0.455726007641642
5906564,66,8.144,-163.62,0.22133383336038717
5906564,78,10.458,-161.849,0.6884241171362216
5906564,81,10.906,-159.85,0.6795167134783587
5906564,82,10.896,-159.225,0.2626457585535421
5906564,83,10.688,-158.651,0.7259900732249925
5906564,84,10.52,-158.851,0.5882533028383291
5906564,85,10.346,-159.569,0.4311910263051601
5906564,86,10.155,-160.504,-0.6742304158192399
5906564,88,10.151,-162.442,0.06910425180496373
5906566,77,-25.924,-158.566,0.9036355438292437
5906566,81,-25.603,-159.43,0.7406836335639053
5906566,85,-26.367,-160.712,0.6889573946269731
6990590,2,22.076,-117.647,0.31361603076913885
6990590,3,22.064,-117.515,-4.309649711928356
6990671,4,-15.386,-13.745999999999981,0.7324164840644833
