wmo,cycle,rrs700,wl_selected_nm,granule,dist_km,lat,lon,source_file
1902457,51,-0.00036899931728839874,699.0,ExpBricaud,33.94424869876358,6.338815212249756,67.70129013061523,Argo_1902457_051_fits.npz
1902457,52,-0.00020799972116947174,699.0,ExpBricaud,7.499871338593833,6.1718244552612305,67.59088516235352,Argo_1902457_052_fits.npz
1902457,57,2.5000423192977905e-05,699.0,ExpBricaud,6.4077146980632556,5.945805072784424,67.49747085571289,Argo_1902457_057_fits.npz
1902457,65,-4.499964416027069e-05,699.0,ExpBricaud,4.545101628389337,5.283682823181152,67.8167839050293,Argo_1902457_065_fits.npz
1902457,66,-0.00034599751234054565,699.0,ExpBricaud,121.03352507302773,5.408143520355225,68.1104621887207,Argo_1902457_066_fits.npz
1902457,67,-8.699856698513031e-05,699.0,ExpBricaud,6.069732193196513,6.2067039012908936,68.99190902709961,Argo_1902457_067_fits.npz
1902458,50,-2.1999701857566833e-05,699.0,ExpBricaud,2.891793524882612,12.938131332397461,67.8297119140625,Argo_1902458_050_fits.npz
1902458,60,9.700097143650055e-05,699.0,ExpBricaud,56.8928682276229,12.73664379119873,66.80288314819336,Argo_1902458_060_fits.npz
1902458,63,-5.6998804211616516e-05,699.0,ExpBricaud,212.4498852993484,10.489875793457031,66.93599319458008,Argo_1902458_063_fits.npz
1902458,64,-6.19981437921524e-05,699.0,ExpBricaud,69.92753080189095,12.567778587341309,67.88061141967773,Argo_1902458_064_fits.npz
1902458,65,-8.00006091594696e-06,699.0,ExpBricaud,1.8267271968125494,12.41351318359375,67.24754333496094,Argo_1902458_065_fits.npz
1902458,66,-2.399832010269165e-05,699.0,ExpBricaud,105.73645641689194,12.91011905670166,67.98508834838867,Argo_1902458_066_fits.npz
1902458,67,-3.199838101863861e-05,699.0,ExpBricaud,204.73853371619106,11.95850658416748,65.36828231811523,Argo_1902458_067_fits.npz
1902490,6,5.9001147747039795e-05,699.0,ExpBricaud,8.196425898168545,-29.02900981903076,1.0259140133857727,Argo_1902490_006_fits.npz
1902490,8,5.3999945521354675e-05,699.0,ExpBricaud,107.61596342422861,-29.33275032043457,1.1797999739646912,Argo_1902490_008_fits.npz
1902490,14,0.00023200176656246185,699.0,ExpBricaud,9.093559563853592,-30.747319221496582,-0.7751930952072144,Argo_1902490_014_fits.npz
1902490,26,7.200054824352264e-05,699.0,ExpBricaud,3.6273033464512165,-31.220738410949707,-2.4150290489196777,Argo_1902490_026_fits.npz
1902490,33,8.40015709400177e-05,699.0,ExpBricaud,49.57838386067161,-32.18935012817383,-5.285762786865234,Argo_1902490_033_fits.npz
1902492,31,-32767.0,699.0,ExpBricaud,1535.3945486816297,10.398567199707031,4.503547191619873,Argo_1902492_031_fits.npz
1902492,39,-9.199976921081543e-05,699.0,ExpBricaud,115.27231962626252,0.27655838429927826,-0.5218792855739594,Argo_1902492_039_fits.npz
1902493,7,-9.699910879135132e-05,699.0,ExpBricaud,2.524622461257583,-31.342814445495605,-0.4004058241844177,Argo_1902493_007_fits.npz
1902493,8,0.000190000981092453,699.0,ExpBricaud,16.678537238491533,-31.424257278442383,-0.7171469032764435,Argo_1902493_008_fits.npz
1902493,28,-6.400048732757568e-05,699.0,ExpBricaud,2.914533412255909,-31.334184646606445,-4.7293314933776855,Argo_1902493_028_fits.npz
1902493,31,0.00013899989426136017,699.0,ExpBricaud,30.787786583303216,-29.932214736938477,-6.6747331619262695,Argo_1902493_031_fits.npz
1902493,33,7.400102913379669e-05,699.0,ExpBricaud,1.5226183284882657,-29.727060317993164,-7.580984115600586,Argo_1902493_033_fits.npz
1902493,36,7.699988782405853e-05,699.0,ExpBricaud,7.968052227553798,-29.53998565673828,-8.540286540985107,Argo_1902493_036_fits.npz
1902493,39,2.2999942302703857e-05,699.0,ExpBricaud,20.017854485105183,-29.251687049865723,-8.470759391784668,Argo_1902493_039_fits.npz
1902495,15,0.00022800080478191376,699.0,ExpBricaud,106.06298056315023,-20.519953727722168,0.19225992262363434,Argo_1902495_015_fits.npz
