idx,bbp,bbp_sig,beta,beta_sig,aph,aph_sig,adg,adg_sig,Sdg,Sdg_sig,true_bbp,true_aph,true_adg
314,0.0005427443345631648,5.449605869377669e-05,0.905811071395874,0.6765868663787842,0.0015559841096082364,0.0006630655839473829,0.006942692637043135,0.0005533636978797816,0.011428756639361382,0.0019150469452142715,0.00040861000888980925,0.001623000018298626,0.005301999859511852
315,0.0006237856248940915,5.84758874321229e-05,0.8670549988746643,0.6810697242617607,0.0005702075241490937,0.0007714302117839995,0.013970833157507434,0.0009092158391077187,0.010597383603453636,0.0008075302466750145,0.00039954998646862805,0.0027020000852644444,0.009077999740839005
316,0.0006158933029495749,5.9183506941423714e-05,0.967649519443512,0.6669946014881134,0.0027493375134495005,0.0008435671087733548,0.008411414998346767,0.0007556681475679727,0.012409282848238945,0.0026779943145811558,0.0005483099957928061,0.0029299999587237835,0.006396000273525715
317,0.0005014462635328335,5.4849395113818904e-05,0.5751691460609436,0.5923032388091087,0.002718292151138156,0.0008238667965855919,0.011775548483250395,0.0008623506004738967,0.01084818970412016,0.001089555211365223,0.000348620000295341,0.00406600022688508,0.00812199991196394
318,0.0006030675269882522,5.679642163734078e-05,1.1147055625915527,0.6599191874265671,0.003066292014904951,0.0007976898613527394,0.00948474171593042,0.000793965071743976,0.011370092630386353,0.001639396883547306,0.0004441099881660193,0.005032000131905079,0.004827000200748444
319,0.0007399483766570168,5.975123124283226e-05,0.7426426410675049,0.6218168810009956,0.004739794950010755,0.0008047661622980983,0.010661535386131439,0.0009093372803259609,0.0106813358142972,0.0008828835561871529,0.000662109989207238,0.005828999914228916,0.0075990003533661366
320,0.0011298789596555173,9.234946750196263e-05,1.3587157726287842,0.5964504480361938,0.0031273590547152446,0.0016180939860157813,0.0434018412300423,0.0037202466049780815,0.013213135302066803,0.0015118857845664024,0.0011763100046664476,0.010770999826490879,0.027653001248836517
321,0.0006937800532931481,6.142209695807243e-05,0.8697476983070374,0.6865524053573608,0.000404088550570583,0.0008121747336071557,0.020422937034946582,0.0013864509227049203,0.010504293255507946,0.0006366805173456669,0.0005309099797159433,0.00661499984562397,0.011668000370264053
322,0.0007290013915430192,6.544113329348732e-05,0.9680233597755432,0.6969257444143295,0.003900094964934223,0.0011316897395907105,0.02559151259975977,0.002112455803240907,0.010693395510315895,0.000809419434517622,0.0005449100281111896,0.007569999899715185,0.017558999359607697
323,0.0012592714358616362,6.948777198355035e-05,1.5219898223876953,0.48718392848968506,4.539790666452498e-05,0.0003016511199838495,0.03990562934910228,0.003082697013106761,0.010509096086025238,0.0005296207964420319,0.0011561099672690034,0.008511999621987343,0.028946001082658768
324,0.0008648089310572589,7.452499050899272e-05,0.5493069887161255,0.5764680355787277,0.002633233134193064,0.0014514476505865998,0.026005126484564475,0.002044519025640082,0.011174403131008148,0.0012206868268549442,0.0006902100285515189,0.009424000047147274,0.01609399914741516
