wmo,profile,file,bbp700_top20m_median,n_values_used
4903274,136,4903274QC.nc,0.0004015,10
4903274,113,4903274QC.nc,0.0006485,10
4903274,122,4903274QC.nc,0.000551,10
4903274,140,4903274QC.nc,0.000462,10
4903274,144,4903274QC.nc,0.000421,10
4903274,112,4903274QC.nc,0.0004175,10
4903274,121,4903274QC.nc,0.0005745,10
4903274,139,4903274QC.nc,0.0003915,10
4903274,125,4903274QC.nc,0.00045850000000000003,10
4903274,111,4903274QC.nc,0.000515,10
4903274,110,4903274QC.nc,0.000526,10
4903456,66,4903456QC.nc,0.0005865,10
4903456,70,4903456QC.nc,0.000639,10
4903456,65,4903456QC.nc,0.0008160000000000001,10
4903456,69,4903456QC.nc,0.0005124999999999999,10
4903456,68,4903456QC.nc,0.0006245000000000001,10
4903456,63,4903456QC.nc,0.00104,10
4903456,67,4903456QC.nc,0.0006965000000000001,10
4903458,69,4903458QC.nc,0.0007615,10
4903458,68,4903458QC.nc,0.0006915000000000001,10
4903458,85,4903458QC.nc,0.0005985000000000001,10
4903458,71,4903458QC.nc,0.000725,10
4903458,84,4903458QC.nc,0.0005505,10
4903458,70,4903458QC.nc,0.00085,10
4903459,75,4903459QC.nc,0.000602,10
4903459,93,4903459QC.nc,0.0005365,10
4903459,51,4903459QC.nc,0.001103,10
4903462,66,4903462QC.nc,0.0007055,10
4903462,56,4903462QC.nc,0.0010645,10
4903462,82,4903462QC.nc,0.0006475,10
4903462,68,4903462QC.nc,0.0007005,10
4903462,95,4903462QC.nc,0.000707,10
4903462,67,4903462QC.nc,0.000658,9
4903463,72,4903463QC.nc,0.000707,10
4903463,74,4903463QC.nc,0.0009465000000000001,10
4903463,50,4903463QC.nc,0.0010279999999999998,10
4903485,67,4903485QC.nc,0.0010270000000000001,10
4903485,76,4903485QC.nc,0.0017929999999999999,10
4903485,53,4903485QC.nc,0.0005775,10
4903485,71,4903485QC.nc,0.000932,10
4903485,38,4903485QC.nc,0.000583,10
4903485,47,4903485QC.nc,0.000585,10
4903485,37,4903485QC.nc,0.00046750000000000003,10
4903485,79,4903485QC.nc,0.000542,10
4903485,69,4903485QC.nc,0.0010804999999999999,10
4903485,46,4903485QC.nc,0.000683,10
4903485,41,4903485QC.nc,0.0005915,10
4903485,63,4903485QC.nc,0.000714,10
4903485,40,4903485QC.nc,0.0005295,10
4903485,35,4903485QC.nc,0.0007735,10
4903486,49,4903486QC.nc,0.000986,10
4903486,62,4903486QC.nc,0.0007125,10
4903487,53,4903487QC.nc,0.000579,10
4903487,47,4903487QC.nc,0.000586,10
4903487,65,4903487QC.nc,0.0007975,10
4903487,37,4903487QC.nc,0.0007689999999999999,10
4903487,78,4903487QC.nc,0.00058,10
4903487,55,4903487QC.nc,0.0005275,10
4903487,41,4903487QC.nc,0.0008539999999999999,10
4903487,50,4903487QC.nc,0.0005295,10
4903487,49,4903487QC.nc,0.0005775,10
4903488,70,4903488QC.nc,0.0008105,10
4903488,42,4903488QC.nc,0.0008185,10
4903489,74,4903489QC.nc,0.0006709999999999999,10
4903489,78,4903489QC.nc,0.0006889999999999999,10
4903489,44,4903489QC.nc,0.0009484999999999999,10
4903489,72,4903489QC.nc,0.00064,10
4903489,42,4903489QC.nc,0.0007675,10
4903533,46,4903533QC.nc,0.00087,11
4903533,45,4903533QC.nc,0.000848,10
4903533,35,4903533QC.nc,0.0012045,10
4903533,44,4903533QC.nc,0.000831,9
4903533,43,4903533QC.nc,0.0007025,10
4903533,47,4903533QC.nc,0.0007005,10
4903533,37,4903533QC.nc,0.0022630000000000003,10
4903564,2,4903564QC.nc,0.0008335,10
4903564,6,4903564QC.nc,0.0006575,10
4903564,5,4903564QC.nc,0.000884,10
4903564,0,4903564QC.nc,0.000701,10
4903564,9,4903564QC.nc,0.0005685,10
4903565,0,4903565QC.nc,0.000498,10
4903565,4,4903565QC.nc,0.000553,10
4903570,20,4903570QC.nc,0.0005335,10
4903570,24,4903570QC.nc,0.000489,10
4903570,19,4903570QC.nc,0.0006104999999999999,10
4903570,14,4903570QC.nc,0.0008585,10
4903570,32,4903570QC.nc,0.000428,10
4903570,45,4903570QC.nc,0.0007415,10
4903570,13,4903570QC.nc,0.000947,10
4903570,49,4903570QC.nc,0.000658,10
4903570,17,4903570QC.nc,0.0005824999999999999,10
4903570,21,4903570QC.nc,0.0004875,10
4903570,30,4903570QC.nc,0.000453,10
4903570,16,4903570QC.nc,0.0006495,10
4903570,44,4903570QC.nc,0.0006855,10
4903570,48,4903570QC.nc,0.000652,10
4903570,25,4903570QC.nc,0.0005250000000000001,10
4903570,43,4903570QC.nc,0.000617,10
4903571,5,4903571QC.nc,0.0009885,10
4903571,28,4903571QC.nc,0.0006045,10
4903571,14,4903571QC.nc,0.00122,10
4903571,23,4903571QC.nc,0.0007025,10
4903571,32,4903571QC.nc,0.0009835,10
4903571,17,4903571QC.nc,0.0008160000000000001,10
4903587,99,4903587_HRQC.nc,0.0006125,4
4903747,31,4903747_HRQC.nc,0.0005915,4
4903830,5,4903830QC.nc,0.0006104999999999999,10
4903831,7,4903831QC.nc,0.001645,11
4903831,6,4903831QC.nc,0.002183,10
4903831,1,4903831QC.nc,0.0008155,10
4903831,5,4903831QC.nc,0.001214,10
4903831,0,4903831QC.nc,0.001036,10
4903831,4,4903831QC.nc,0.001164,10
4903868,5,4903868QC.nc,0.000858,10
4903868,2,4903868QC.nc,0.0005909999999999999,10
5906026,115,5906026QC.nc,0.0028964999999999998,10
5906036,226,5906036QC.nc,0.00056,10
5906036,216,5906036QC.nc,0.000512,8
5906036,227,5906036QC.nc,0.000518,10
5906036,198,5906036QC.nc,0.000778,9
5906304,141,5906304QC.nc,0.000357,10
5906304,127,5906304QC.nc,0.0005065,10
5906304,135,5906304QC.nc,0.000611,10
5906305,159,5906305QC.nc,0.00056,11
5906305,140,5906305QC.nc,0.0006995,10
5906305,149,5906305QC.nc,0.0006875,10
5906305,151,5906305QC.nc,0.000793,10
5906305,155,5906305QC.nc,0.0006895,10
5906305,127,5906305QC.nc,0.000393,10
5906306,135,5906306QC.nc,0.0006665,10
5906307,152,5906307QC.nc,0.0005380000000000001,10
5906308,148,5906308QC.nc,0.001842,10
5906308,138,5906308QC.nc,0.002012,10
5906308,147,5906308QC.nc,0.001644,10
5906308,124,5906308QC.nc,0.00148,10
5906308,132,5906308QC.nc,0.0012439999999999999,10
5906308,155,5906308QC.nc,0.0006365,10
5906308,150,5906308QC.nc,0.001591,10
5906308,145,5906308QC.nc,0.0019575,10
5906308,154,5906308QC.nc,0.0009265,10
5906308,140,5906308QC.nc,0.00181,10
5906308,135,5906308QC.nc,0.0022485,10
5906308,144,5906308QC.nc,0.001634,10
5906310,149,5906310QC.nc,0.0003205,10
5906339,140,5906339_HRQC.nc,0.0005445,4
5906488,95,5906488_HRQC.nc,0.0008799999999999999,4
5906488,93,5906488_HRQC.nc,0.001258,4
5906510,102,5906510_HRQC.nc,0.000846,4
5906513,74,5906513_HRQC.nc,0.00044,7
5906537,51,5906537QC.nc,0.000439,10
5906537,88,5906537QC.nc,0.000753,9
5906537,69,5906537QC.nc,0.000478,10
5906537,87,5906537QC.nc,0.0005095,10
5906537,73,5906537QC.nc,0.000402,10
5906537,91,5906537QC.nc,0.00072,10
5906537,59,5906537QC.nc,0.000442,10
5906537,72,5906537QC.nc,0.000447,10
5906537,90,5906537QC.nc,0.000677,9
5906537,85,5906537QC.nc,0.0004275,10
5906537,71,5906537QC.nc,0.00042,10
5906537,89,5906537QC.nc,0.000645,10
5906537,66,5906537QC.nc,0.0006464999999999999,10
5906537,93,5906537QC.nc,0.0007570000000000001,10
5906537,74,5906537QC.nc,0.000475,10
5906538,74,5906538QC.nc,0.00057,10
5906538,92,5906538QC.nc,0.000518,10
5906538,78,5906538QC.nc,0.0006169999999999999,10
5906538,73,5906538QC.nc,0.000533,10
5906538,91,5906538QC.nc,0.0005295,10
5906538,59,5906538QC.nc,0.0006050000000000001,10
5906538,58,5906538QC.nc,0.00057,10
5906538,53,5906538QC.nc,0.000637,10
5906538,81,5906538QC.nc,0.0006855,10
5906538,90,5906538QC.nc,0.000577,10
5906538,76,5906538QC.nc,0.0006585,10
5906538,80,5906538QC.nc,0.0007955,10
5906538,89,5906538QC.nc,0.0006165,10
5906538,75,5906538QC.nc,0.000871,9
5906538,93,5906538QC.nc,0.0005255,10
5906538,61,5906538QC.nc,0.000698,10
5906538,56,5906538QC.nc,0.00061,10
5906538,60,5906538QC.nc,0.0006180000000000001,10
5906539,53,5906539QC.nc,0.000635,9
5906539,84,5906539QC.nc,0.0005170000000000001,10
5906539,79,5906539QC.nc,0.0005740000000000001,10
5906539,92,5906539QC.nc,0.000602,10
5906539,87,5906539QC.nc,0.000602,10
5906539,73,5906539QC.nc,0.0006015,10
5906540,61,5906540QC.nc,0.00055,10
5906540,70,5906540QC.nc,0.000493,10
5906540,65,5906540QC.nc,0.0005499999999999999,10
5906540,60,5906540QC.nc,0.0005369999999999999,10
5906540,88,5906540QC.nc,0.000737,10
5906540,97,5906540QC.nc,0.000693,10
5906540,74,5906540QC.nc,0.000515,10
5906540,83,5906540QC.nc,0.0005005,10
5906540,92,5906540QC.nc,0.0006245000000000001,10
5906540,87,5906540QC.nc,0.0007295,10
5906540,64,5906540QC.nc,0.000559,10
5906540,91,5906540QC.nc,0.0006605000000000001,10
5906540,59,5906540QC.nc,0.0006985,10
5906540,68,5906540QC.nc,0.0004565,10
5906540,86,5906540QC.nc,0.0008565000000000001,10
5906540,72,5906540QC.nc,0.0005675000000000001,10
5906540,95,5906540QC.nc,0.0007655,10
5906540,90,5906540QC.nc,0.000601,10
5906540,67,5906540QC.nc,0.000542,10
5906540,76,5906540QC.nc,0.000473,10
5906540,89,5906540QC.nc,0.000644,10
5906540,66,5906540QC.nc,0.000532,10
5906541,51,5906541_HRQC.nc,0.000808,4
5906541,69,5906541_HRQC.nc,0.001445,4
5906563,91,5906563QC.nc,0.0004915,10
5906563,77,5906563QC.nc,0.000454,10
5906563,75,5906563QC.nc,0.00047400000000000003,10
5906563,70,5906563QC.nc,0.000503,10
5906563,79,5906563QC.nc,0.000445,10
5906564,66,5906564QC.nc,0.0005295,10
5906564,84,5906564QC.nc,0.000588,10
5906564,88,5906564QC.nc,0.0005355,10
5906564,65,5906564QC.nc,0.0005685,10
5906564,83,5906564QC.nc,0.0005245,10
5906564,78,5906564QC.nc,0.0004795,10
5906564,82,5906564QC.nc,0.0004975,10
5906564,86,5906564QC.nc,0.0006895,10
5906564,81,5906564QC.nc,0.0005824999999999999,10
5906564,58,5906564QC.nc,0.0007,11
5906564,85,5906564QC.nc,0.0008025,10
5906564,94,5906564QC.nc,0.000749,10
5906566,92,5906566QC.nc,0.000406,10
5906566,77,5906566QC.nc,0.000344,10
5906566,81,5906566QC.nc,0.00031099999999999997,10
5906566,85,5906566QC.nc,0.0003955,10
5906765,149,5906765QC.nc,0.0008835,10
5906765,153,5906765QC.nc,0.000744,10
5906767,122,5906767QC.nc,0.0006230000000000001,10
5906767,108,5906767QC.nc,0.000553,10
5906767,94,5906767QC.nc,0.0006005,10
5906767,103,5906767QC.nc,0.000583,10
5906767,121,5906767QC.nc,0.000609,10
5906767,107,5906767QC.nc,0.0006185,10
5906767,116,5906767QC.nc,0.000615,10
5906767,125,5906767QC.nc,0.000615,10
5906767,134,5906767QC.nc,0.000753,10
5906767,120,5906767QC.nc,0.0006590000000000001,10
5906767,124,5906767QC.nc,0.0006154999999999999,10
5906767,101,5906767QC.nc,0.000517,10
5906767,110,5906767QC.nc,0.000634,10
5906767,114,5906767QC.nc,0.0007880000000000001,10
5906767,123,5906767QC.nc,0.0006025,10
6990590,2,6990590QC.nc,0.000389,10
6990590,6,6990590QC.nc,0.000437,10
6990590,5,6990590QC.nc,0.000422,10
6990590,0,6990590QC.nc,0.00042100000000000004,10
6990590,3,6990590QC.nc,0.0004395,10
6990671,4,6990671QC.nc,0.00046750000000000003,10
6990671,5,6990671QC.nc,0.00041549999999999996,10
6990671,9,6990671QC.nc,0.000486,10
6990687,1,6990687QC.nc,0.001084,9
6990687,5,6990687QC.nc,0.00109,9
6990687,8,6990687QC.nc,0.00067,9
6990687,3,6990687QC.nc,0.000744,9
6990687,12,6990687QC.nc,0.000583,9
6990687,7,6990687QC.nc,0.000625,9
6990687,2,6990687QC.nc,0.000906,9
7901095,35,7901095QC.nc,0.0005035,10
7901095,39,7901095QC.nc,0.00043900000000000005,10
7901095,24,7901095QC.nc,0.0004925,10
7901095,54,7901095QC.nc,0.0004865,10
7901097,59,7901097QC.nc,0.0005740000000000001,10
7901097,54,7901097QC.nc,0.0004795,10
7901097,49,7901097QC.nc,0.000694,10
7901097,39,7901097QC.nc,0.000367,10
7901097,52,7901097QC.nc,0.0007019999999999999,10
7901098,20,7901098QC.nc,0.000484,10
7901098,38,7901098QC.nc,0.000428,10
7901098,37,7901098QC.nc,0.00041200000000000004,10
7901098,51,7901098QC.nc,0.0007375000000000001,10
7901098,50,7901098QC.nc,0.0007495,10
7901098,45,7901098QC.nc,0.0005635,10
7901098,40,7901098QC.nc,0.00038,10
7901098,49,7901098QC.nc,0.0007185,10
7901098,35,7901098QC.nc,0.0004315,10
7901098,30,7901098QC.nc,0.0005955,10
7901098,39,7901098QC.nc,0.000414,10
7901098,48,7901098QC.nc,0.000818,10
7901098,25,7901098QC.nc,0.0005885,10
7901098,34,7901098QC.nc,0.000459,10
7901098,52,7901098QC.nc,0.000658,10
7901098,61,7901098QC.nc,0.0007585000000000001,10
7901103,25,7901103QC.nc,0.002174,9
7901103,26,7901103QC.nc,0.002961,9
7901107,21,7901107_HRQC.nc,0.00124,4
7901109,2,7901109QC.nc,0.000905,9
7901109,0,7901109QC.nc,0.002251,11
7902101,26,7902101QC.nc,0.000875,9
7902101,25,7902101QC.nc,0.00084,9
7902101,20,7902101QC.nc,0.000699,9
7902101,14,7902101QC.nc,0.000693,9
7902101,32,7902101QC.nc,0.000693,9
7902102,22,7902102QC.nc,0.002397,9
7902102,30,7902102QC.nc,0.000831,9
7902102,25,7902102QC.nc,0.001267,9
7902102,24,7902102QC.nc,0.001364,9
7902102,14,7902102QC.nc,0.001607,9
7902102,23,7902102QC.nc,0.0016905,8
7902103,12,7902103QC.nc,0.000732,9
7902103,21,7902103QC.nc,0.000875,9
7902103,20,7902103QC.nc,0.000738,9
7902103,24,7902103QC.nc,0.000557,9
7902103,19,7902103QC.nc,0.000694,8
7902103,27,7902103QC.nc,0.000549,9
7902104,26,7902104QC.nc,0.000498,9
7902104,21,7902104QC.nc,0.001051,9
7902104,20,7902104QC.nc,0.000984,9
7902104,24,7902104QC.nc,0.000691,9
7902104,23,7902104QC.nc,0.000643,9
7902104,22,7902104QC.nc,0.000646,9
7902111,21,7902111QC.nc,0.00032,11
7902111,2,7902111QC.nc,0.00048,11
7902111,20,7902111QC.nc,0.000371,11
7902111,1,7902111QC.nc,0.000476,11
7902111,51,7902111QC.nc,0.000566,11
7902111,28,7902111QC.nc,0.00053,11
7902111,0,7902111QC.nc,0.000575,11
7902112,10,7902112QC.nc,0.000719,11
7902112,18,7902112QC.nc,0.000413,11
7902136,8,7902136QC.nc,0.000733,9
7902136,7,7902136QC.nc,0.000854,9
7902136,1,7902136QC.nc,0.000641,9
7902136,0,7902136QC.nc,0.000659,9
7902136,10,7902136QC.nc,0.000782,9
7902136,9,7902136QC.nc,0.000909,9
7902136,13,7902136QC.nc,0.000731,9
7902226,8,7902226QC.nc,0.0004135,10
7902226,3,7902226QC.nc,0.00042100000000000004,10
7902226,5,7902226QC.nc,0.0004305,10
7902226,4,7902226QC.nc,0.000411,10
7902277,4,7902277QC.nc,0.00036399999999999996,10
