wmo,profile,file,bbp700_top20m_median,n_values_used
2903461,57,2903461QC.nc,0.0011020000000000001,10
2903461,52,2903461QC.nc,0.001219,10
2903461,70,2903461QC.nc,0.0013115,10
2903461,56,2903461QC.nc,0.0009,10
2903461,37,2903461QC.nc,0.0007965,10
2903461,65,2903461QC.nc,0.0006335,10
2903461,51,2903461QC.nc,0.0010345,10
2903461,32,2903461QC.nc,0.00108,10
2903461,68,2903461QC.nc,0.000792,10
2903461,30,2903461QC.nc,0.000923,10
2903462,57,2903462QC.nc,0.0015495,10
2903462,43,2903462QC.nc,0.0013455,10
2903462,38,2903462QC.nc,0.000863,10
2903462,66,2903462QC.nc,0.0007804999999999999,10
2903462,61,2903462QC.nc,0.000998,10
2903462,74,2903462QC.nc,0.00146,10
2903462,60,2903462QC.nc,0.0011575000000000001,10
2903462,37,2903462QC.nc,0.001392,10
2903462,55,2903462QC.nc,0.001034,10
2903462,32,2903462QC.nc,0.0015645,10
2903462,36,2903462QC.nc,0.001169,9
2903462,31,2903462QC.nc,0.001235,9
2903462,54,2903462QC.nc,0.000912,10
2903462,72,2903462QC.nc,0.0008775,10
2903462,58,2903462QC.nc,0.0008680000000000001,10
2903463,53,2903463QC.nc,0.0006685,10
2903463,62,2903463QC.nc,0.000605,9
2903463,66,2903463QC.nc,0.0008725,10
2903463,61,2903463QC.nc,0.0008125000000000001,10
2903463,33,2903463QC.nc,0.000778,10
2903463,65,2903463QC.nc,0.000982,10
2903463,74,2903463QC.nc,0.0009985,10
2903463,60,2903463QC.nc,0.0010244999999999998,10
2903463,37,2903463QC.nc,0.0008504999999999999,10
2903463,73,2903463QC.nc,0.0007264999999999999,10
2903463,31,2903463QC.nc,0.0008585,10
2903463,49,2903463QC.nc,0.0007639999999999999,10
2903464,53,2903464QC.nc,0.000465,10
2903464,48,2903464QC.nc,0.0007225,10
2903464,61,2903464QC.nc,0.000541,10
2903464,65,2903464QC.nc,0.000518,10
2903465,65,2903465QC.nc,0.000571,10
2903465,36,2903465QC.nc,0.00062,10
2903465,69,2903465QC.nc,0.00049,10
2903465,68,2903465QC.nc,0.000561,10
2903465,72,2903465QC.nc,0.000543,10
2903465,62,2903465QC.nc,0.0007385,10
2903466,63,2903466QC.nc,0.00057,10
2903466,49,2903466QC.nc,0.000615,10
2903466,48,2903466QC.nc,0.0010105000000000001,10
2903466,50,2903466QC.nc,0.00083,10
2903467,64,2903467QC.nc,0.000675,10
2903467,67,2903467QC.nc,0.000502,10
