AOP_file,L1B_file,lat,lon,time
PACE_OCI.20250217T162600.L2.OC_AOP.V3_0.nc,PACE_OCI.20250217T162600.L1B.V3.nc,18.238,-49.012,2025-02-18 05:45:00.000003584+00:00
PACE_OCI.20250330T160134.L2.OC_AOP.V3_0.nc,PACE_OCI.20250330T160134.L1B.V3.nc,16.114,-49.32400000000001,2025-03-30 08:51:00.000002048+00:00
PACE_OCI.20240422T163338.L2.OC_AOP.V3_0.nc,PACE_OCI.20240422T163338.L1B.V3.nc,31.882,-65.34100000000001,2024-04-22 03:24:00.000004608+00:00
PACE_OCI.20240502T172807.L2.OC_AOP.V3_0.nc,PACE_OCI.20240502T172807.L1B.V3.nc,32.27,-65.25599999999997,2024-05-02 02:15:00+00:00
PACE_OCI.20240522T173748.L2.OC_AOP.V3_0.nc,PACE_OCI.20240522T173748.L1B.V3.nc,32.632,-64.839,2024-05-22 00:44:00.000003584+00:00
PACE_OCI.20240601T165222.L2.OC_AOP.V3_0.nc,PACE_OCI.20240601T165222.L1B.V3.nc,32.675,-64.78899999999999,2024-06-01 01:24:00.000001536+00:00
PACE_OCI.20240620T162428.L2.OC_AOP.V3_0.nc,PACE_OCI.20240620T162428.L1B.V3.nc,32.568,-64.85399999999998,2024-06-21 01:04:59.999998976+00:00
PACE_OCI.20240701T175112.L2.OC_AOP.V3_0.nc,PACE_OCI.20240701T175112.L1B.V3.nc,32.926,-64.47300000000001,2024-07-01 01:36:59.999994880+00:00
PACE_OCI.20240711T170428.L2.OC_AOP.V3_0.nc,PACE_OCI.20240711T170428.L1B.V3.nc,32.941,-65.21499999999997,2024-07-11 01:41:59.999997440+00:00
PACE_OCI.20240810T162025.L2.OC_AOP.V3_0.nc,PACE_OCI.20240810T162025.L1B.V3.nc,33.239,-65.64100000000002,2024-08-10 02:15:00+00:00
PACE_OCI.20240829T172510.L2.OC_AOP.V3_0.nc,PACE_OCI.20240829T172510.L1B.V3.nc,33.268,-67.80099999999999,2024-08-30 02:53:00.000005120+00:00
PACE_OCI.20241019T171401.L2.OC_AOP.V3_0.nc,PACE_OCI.20241019T171401.L1B.V3.nc,32.016,-66.32100000000003,2024-10-19 03:08:00.000001536+00:00
PACE_OCI.20241108T170955.L2.OC_AOP.V3_0.nc,PACE_OCI.20241108T170955.L1B.V3.nc,31.471,-67.03699999999998,2024-11-08 04:33:59.999995904+00:00
PACE_OCI.20250227T172628.L2.OC_AOP.V3_0.nc,PACE_OCI.20250227T172628.L1B.V3.nc,31.633,-68.70999999999998,2025-02-26 20:59:00.000003584+00:00
PACE_OCI.20250308T175106.L2.OC_AOP.V3_0.nc,PACE_OCI.20250308T175106.L1B.V3.nc,32.005,-68.32600000000002,2025-03-08 21:47:00.000003072+00:00
PACE_OCI.20250319T174816.L2.OC_AOP.V3_0.nc,PACE_OCI.20250319T174816.L1B.V3.nc,32.175,-67.719,2025-03-19 01:46:00.000003072+00:00
PACE_OCI.20250418T172400.L2.OC_AOP.V3_0.nc,PACE_OCI.20250418T172400.L1B.V3.nc,32.145,-66.54599999999999,2025-04-18 06:10:00.000004608+00:00
PACE_OCI.20250427T174713.L2.OC_AOP.V3_0.nc,PACE_OCI.20250427T174713.L1B.V3.nc,32.286,-66.75299999999999,2025-04-28 08:37:00.000001536+00:00
PACE_OCI.20240429T140459.L2.OC_AOP.V3_0.nc,PACE_OCI.20240429T140459.L1B.V3.nc,19.99,-22.78800000000001,2024-04-30 00:06:59.999994880+00:00
PACE_OCI.20240807T143649.L2.OC_AOP.V3_0.nc,PACE_OCI.20240807T143649.L1B.V3.nc,19.998,-23.13299999999998,2024-08-07 20:09:00.000001536+00:00
PACE_OCI.20240907T142317.L2.OC_AOP.V3_0.nc,PACE_OCI.20240907T142317.L1B.V3.nc,20.153,-23.944000000000017,2024-09-06 19:12:00.000004096+00:00
PACE_OCI.20241105T134350.L2.OC_AOP.V3_0.nc,PACE_OCI.20241105T134350.L1B.V3.nc,20.972,-26.687999999999988,2024-11-05 19:05:59.999995392+00:00
PACE_OCI.20241225T143554.L2.OC_AOP.V3_0.nc,PACE_OCI.20241225T143554.L1B.V3.nc,22.27,-28.32299999999998,2024-12-26 06:05:00.000002048+00:00
PACE_OCI.20250213T140342.L2.OC_AOP.V3_0.nc,PACE_OCI.20250213T140342.L1B.V3.nc,20.632,-28.754999999999995,2025-02-14 13:40:00.000004608+00:00
PACE_OCI.20250307T135851.L2.OC_AOP.V3_0.nc,PACE_OCI.20250307T135851.L1B.V3.nc,20.311,-28.76400000000001,2025-03-06 16:32:00.000003072+00:00
PACE_OCI.20250415T135931.L2.OC_AOP.V3_0.nc,PACE_OCI.20250415T135931.L1B.V3.nc,20.241,-28.899999999999977,2025-04-15 21:59:59.999996416+00:00
PACE_OCI.20241013T233344.L2.OC_AOP.V3_0.nc,PACE_OCI.20241013T233344.L1B.V3.nc,32.848,-155.995,2024-10-14 19:52:00.000001536+00:00
PACE_OCI.20240613T053307.L2.OC_AOP.V3_0.nc,PACE_OCI.20240613T053307.L1B.V3.nc,-26.227,108.806,2024-06-12 14:15:59.999996416+00:00
PACE_OCI.20250302T155622.L2.OC_AOP.V3_0.nc,PACE_OCI.20250302T155622.L1B.V3.nc,26.97,-35.94,2025-03-02 16:55:00.000001024+00:00
PACE_OCI.20250329T115924.L2.OC_AOP.V3_0.nc,PACE_OCI.20250329T115924.L1B.V3.nc,-19.997,7.969,2025-03-29 04:10:00.000001024+00:00
PACE_OCI.20250408T125830.L2.OC_AOP.V3_0.nc,PACE_OCI.20250408T125830.L1B.V3.nc,-19.892,8.197,2025-04-08 04:26:00.000004096+00:00
PACE_OCI.20240802T200036.L2.OC_AOP.V3_0.nc,PACE_OCI.20240802T200036.L1B.V3.nc,53.889,-137.834,2024-08-02 03:24:00.000004608+00:00
PACE_OCI.20240813T093723.L2.OC_AOP.V3_0.nc,PACE_OCI.20240813T093723.L1B.V3.nc,-31.222,48.506,2024-08-12 23:53:00.000005120+00:00
PACE_OCI.20250202T104153.L2.OC_AOP.V3_0.nc,PACE_OCI.20250202T104153.L1B.V3.nc,-31.864,49.038,2025-02-03 06:39:59.999997952+00:00
PACE_OCI.20240723T234449.L2.OC_AOP.V3_0.nc,PACE_OCI.20240723T234449.L1B.V3.nc,-33.862,-166.957,2024-07-23 07:10:59.999997440+00:00
PACE_OCI.20241101T012207.L2.OC_AOP.V3_0.nc,PACE_OCI.20241101T012207.L1B.V3.nc,-35.38,-168.318,2024-10-31 05:31:00.000003072+00:00
PACE_OCI.20250209T013617.L2.OC_AOP.V3_0.nc,PACE_OCI.20250209T013617.L1B.V3.nc,-32.012,-171.844,2025-02-08 06:45:59.999996416+00:00
PACE_OCI.20240417T181839.L2.OC_AOP.V3_0.nc,PACE_OCI.20240417T181839.L1B.V3.nc,-30.61,-80.36900000000003,2024-04-18 12:06:59.999994880+00:00
PACE_OCI.20240825T180901.L2.OC_AOP.V3_0.nc,PACE_OCI.20240825T180901.L1B.V3.nc,-30.584,-80.233,2024-08-26 07:23:00.000005120+00:00
PACE_OCI.20241123T185500.L2.OC_AOP.V3_0.nc,PACE_OCI.20241123T185500.L1B.V3.nc,-29.464,-80.41199999999998,2024-11-24 07:33:59.999995904+00:00
PACE_OCI.20241214T174828.L2.OC_AOP.V3_0.nc,PACE_OCI.20241214T174828.L1B.V3.nc,-29.336,-80.23500000000001,2024-12-14 07:02:59.999995904+00:00
PACE_OCI.20250122T190501.L2.OC_AOP.V3_0.nc,PACE_OCI.20250122T190501.L1B.V3.nc,-29.293,-80.11200000000002,2025-01-23 05:46:59.999996416+00:00
PACE_OCI.20250304T183045.L2.OC_AOP.V3_0.nc,PACE_OCI.20250304T183045.L1B.V3.nc,-29.255,-79.798,2025-03-04 05:48:59.999998976+00:00
PACE_OCI.20240811T181815.L2.OC_AOP.V3_0.nc,PACE_OCI.20240811T181815.L1B.V3.nc,-37.299,-87.344,2024-08-12 11:48:59.999998976+00:00
PACE_OCI.20250312T231457.L2.OC_AOP.V3_0.nc,PACE_OCI.20250312T231457.L1B.V3.nc,-38.241,-152.47,2025-03-12 04:02:59.999995904+00:00
PACE_OCI.20240423T183158.L2.OC_AOP.V3_0.nc,PACE_OCI.20240423T183158.L1B.V3.nc,-36.818,-77.106,2024-04-23 08:39:00.000004608+00:00
PACE_OCI.20240713T175344.L2.OC_AOP.V3_0.nc,PACE_OCI.20240713T175344.L1B.V3.nc,-36.65,-75.80700000000002,2024-07-14 13:18:00.000002560+00:00
PACE_OCI.20240813T174853.L2.OC_AOP.V3_0.nc,PACE_OCI.20240813T174853.L1B.V3.nc,-37.137,-76.96199999999999,2024-08-14 09:14:59.999996416+00:00
PACE_OCI.20240913T173417.L2.OC_AOP.V3_0.nc,PACE_OCI.20240913T173417.L1B.V3.nc,-37.406,-77.58100000000002,2024-09-14 03:25:00.000001024+00:00
PACE_OCI.20241003T173651.L2.OC_AOP.V3_0.nc,PACE_OCI.20241003T173651.L1B.V3.nc,-37.6,-77.81700000000001,2024-10-04 16:01:59.999999488+00:00
PACE_OCI.20241115T173753.L2.OC_AOP.V3_0.nc,PACE_OCI.20241115T173753.L1B.V3.nc,-37.521,-78.055,2024-11-14 18:03:59.999995904+00:00
PACE_OCI.20241125T182509.L2.OC_AOP.V3_0.nc,PACE_OCI.20241125T182509.L1B.V3.nc,-37.456,-78.113,2024-11-25 01:10:00.000001024+00:00
PACE_OCI.20241214T174828.L2.OC_AOP.V3_0.nc,PACE_OCI.20241214T174828.L1B.V3.nc,-37.322,-78.35300000000001,2024-12-15 13:58:59.999996928+00:00
PACE_OCI.20241225T173732.L2.OC_AOP.V3_0.nc,PACE_OCI.20241225T173732.L1B.V3.nc,-37.285,-78.531,2024-12-25 19:54:00.000004608+00:00
PACE_OCI.20250114T174354.L2.OC_AOP.V3_0.nc,PACE_OCI.20250114T174354.L1B.V3.nc,-37.089,-78.92200000000003,2025-01-15 09:17:59.999995904+00:00
PACE_OCI.20250225T173844.L2.OC_AOP.V3_0.nc,PACE_OCI.20250225T173844.L1B.V3.nc,-36.368,-78.53300000000002,2025-02-25 11:46:59.999996416+00:00
PACE_OCI.20250308T191428.L2.OC_AOP.V3_0.nc,PACE_OCI.20250308T191428.L1B.V3.nc,-36.616,-78.24900000000002,2025-03-07 19:18:00.000002560+00:00
PACE_OCI.20250115T001710.L2.OC_AOP.V3_0.nc,PACE_OCI.20250115T001710.L1B.V3.nc,-34.161,-156.617,2025-01-15 10:04:59.999998976+00:00
PACE_OCI.20250215T165313.L2.OC_AOP.V3_0.nc,PACE_OCI.20250215T165313.L1B.V3.nc,13.572,-56.519000000000005,2025-02-16 05:34:59.999998976+00:00
PACE_OCI.20240924T171821.L2.OC_AOP.V3_0.nc,PACE_OCI.20240924T171821.L1B.V3.nc,-36.158,-45.71199999999999,2024-09-24 21:31:59.999996416+00:00
PACE_OCI.20241014T154131.L2.OC_AOP.V3_0.nc,PACE_OCI.20241014T154131.L1B.V3.nc,-38.235,-47.22300000000001,2024-10-15 09:19:59.999998976+00:00
PACE_OCI.20250321T041357.L2.OC_AOP.V3_0.nc,PACE_OCI.20250321T041357.L1B.V3.nc,27.064,133.506,2025-03-20 09:53:59.999997952+00:00
PACE_OCI.20240601T034049.L2.OC_AOP.V3_0.nc,PACE_OCI.20240601T034049.L1B.V3.nc,27.262,137.078,2024-06-01 12:53:59.999997952+00:00
PACE_OCI.20240410T092330.L2.OC_AOP.V3_0.nc,PACE_OCI.20240410T092330.L1B.V3.nc,-11.507,58.285,2024-04-10 11:43:59.999996928+00:00
PACE_OCI.20240629T095335.L2.OC_AOP.V3_0.nc,PACE_OCI.20240629T095335.L1B.V3.nc,-11.239,58.456,2024-06-29 10:46:00.000003072+00:00
PACE_OCI.20240907T091824.L2.OC_AOP.V3_0.nc,PACE_OCI.20240907T091824.L1B.V3.nc,-11.664,58.973,2024-09-07 07:18:00.000002560+00:00
PACE_OCI.20241006T093452.L2.OC_AOP.V3_0.nc,PACE_OCI.20241006T093452.L1B.V3.nc,-11.529,58.476,2024-10-07 05:31:00.000003072+00:00
PACE_OCI.20241026T093005.L2.OC_AOP.V3_0.nc,PACE_OCI.20241026T093005.L1B.V3.nc,-11.282,58.389,2024-10-27 05:39:00.000004608+00:00
PACE_OCI.20241106T091315.L2.OC_AOP.V3_0.nc,PACE_OCI.20241106T091315.L1B.V3.nc,-11.033,58.223,2024-11-06 04:54:00.000004608+00:00
PACE_OCI.20241115T093129.L2.OC_AOP.V3_0.nc,PACE_OCI.20241115T093129.L1B.V3.nc,-10.992,58.143,2024-11-16 04:04:59.999998976+00:00
PACE_OCI.20241126T091441.L2.OC_AOP.V3_0.nc,PACE_OCI.20241126T091441.L1B.V3.nc,-10.944,57.907,2024-11-26 04:21:00.000002048+00:00
PACE_OCI.20250315T084248.L2.OC_AOP.V3_0.nc,PACE_OCI.20250315T084248.L1B.V3.nc,-10.465,57.538,2025-03-15 21:36:59.999998464+00:00
PACE_OCI.20250404T090328.L2.OC_AOP.V3_0.nc,PACE_OCI.20250404T090328.L1B.V3.nc,-11.111,58.037,2025-04-04 19:35:00.000002048+00:00
PACE_OCI.20250415T085427.L2.OC_AOP.V3_0.nc,PACE_OCI.20250415T085427.L1B.V3.nc,-11.852,58.088,2025-04-14 19:29:00.000003584+00:00
PACE_OCI.20250424T091745.L2.OC_AOP.V3_0.nc,PACE_OCI.20250424T091745.L1B.V3.nc,-11.49,58.515,2025-04-24 19:26:00.000004096+00:00
PACE_OCI.20240507T101747.L2.OC_AOP.V3_0.nc,PACE_OCI.20240507T101747.L1B.V3.nc,-25.889,52.472,2024-05-07 20:03:00.000002560+00:00
PACE_OCI.20240607T101610.L2.OC_AOP.V3_0.nc,PACE_OCI.20240607T101610.L1B.V3.nc,-24.827,52.405,2024-06-06 17:15:59.999996416+00:00
PACE_OCI.20240627T102231.L2.OC_AOP.V3_0.nc,PACE_OCI.20240627T102231.L1B.V3.nc,-25.116,51.857,2024-06-26 16:01:00.000003072+00:00
PACE_OCI.20240706T103942.L2.OC_AOP.V3_0.nc,PACE_OCI.20240706T103942.L1B.V3.nc,-25.286,51.351,2024-07-06 14:48:00.000002560+00:00
PACE_OCI.20240716T095245.L2.OC_AOP.V3_0.nc,PACE_OCI.20240716T095245.L1B.V3.nc,-25.441,50.998,2024-07-16 14:23:59.999997952+00:00
PACE_OCI.20240727T094006.L2.OC_AOP.V3_0.nc,PACE_OCI.20240727T094006.L1B.V3.nc,-25.805,50.803,2024-07-26 12:39:00.000001536+00:00
PACE_OCI.20241123T104336.L2.OC_AOP.V3_0.nc,PACE_OCI.20241123T104336.L1B.V3.nc,-27.128,50.347,2024-11-23 03:39:00.000001536+00:00
PACE_OCI.20241203T095229.L2.OC_AOP.V3_0.nc,PACE_OCI.20241203T095229.L1B.V3.nc,-27.676,49.579,2024-12-03 02:01:59.999996416+00:00
PACE_OCI.20241213T090208.L2.OC_AOP.V3_0.nc,PACE_OCI.20241213T090208.L1B.V3.nc,-28.319,49.466,2024-12-13 01:04:00.000002560+00:00
PACE_OCI.20241222T091959.L2.OC_AOP.V3_0.nc,PACE_OCI.20241222T091959.L1B.V3.nc,-28.672,49.754,2024-12-23 01:26:00.000004096+00:00
PACE_OCI.20250112T100118.L2.OC_AOP.V3_0.nc,PACE_OCI.20250112T100118.L1B.V3.nc,-28.519,50.754,2025-01-12 00:00:00+00:00
PACE_OCI.20250201T100711.L2.OC_AOP.V3_0.nc,PACE_OCI.20250201T100711.L1B.V3.nc,-28.303,50.853,2025-01-31 22:23:00.000005120+00:00
PACE_OCI.20250211T092549.L2.OC_AOP.V3_0.nc,PACE_OCI.20250211T092549.L1B.V3.nc,-28.154,50.869,2025-02-10 21:14:00+00:00
PACE_OCI.20240414T082657.L2.OC_AOP.V3_0.nc,PACE_OCI.20240414T082657.L1B.V3.nc,-7.814,76.415,2024-04-15 02:43:00.000000512+00:00
PACE_OCI.20241101T080516.L2.OC_AOP.V3_0.nc,PACE_OCI.20241101T080516.L1B.V3.nc,-10.65,77.812,2024-11-01 01:41:59.999997440+00:00
PACE_OCI.20241231T080428.L2.OC_AOP.V3_0.nc,PACE_OCI.20241231T080428.L1B.V3.nc,-11.367,75.707,2024-12-31 02:20:00.000002048+00:00
PACE_OCI.20250218T083943.L2.OC_AOP.V3_0.nc,PACE_OCI.20250218T083943.L1B.V3.nc,-12.881,75.534,2025-02-19 03:16:59.999999488+00:00
PACE_OCI.20250321T072041.L2.OC_AOP.V3_0.nc,PACE_OCI.20250321T072041.L1B.V3.nc,-13.575,75.075,2025-03-21 03:16:00.000003072+00:00
PACE_OCI.20240607T101610.L2.OC_AOP.V3_0.nc,PACE_OCI.20240607T101610.L1B.V3.nc,-12.626,46.554,2024-06-07 16:29:00.000003584+00:00
PACE_OCI.20240618T100505.L2.OC_AOP.V3_0.nc,PACE_OCI.20240618T100505.L1B.V3.nc,-11.906,46.781,2024-06-17 16:16:59.999996416+00:00
PACE_OCI.20240627T102231.L2.OC_AOP.V3_0.nc,PACE_OCI.20240627T102231.L1B.V3.nc,-11.729,46.627,2024-06-27 15:08:00.000001536+00:00
PACE_OCI.20240728T101940.L2.OC_AOP.V3_0.nc,PACE_OCI.20240728T101940.L1B.V3.nc,-12.011,47.669,2024-07-27 13:21:59.999998464+00:00
PACE_OCI.20240806T103540.L2.OC_AOP.V3_0.nc,PACE_OCI.20240806T103540.L1B.V3.nc,-12.929,47.561,2024-08-06 11:51:59.999998464+00:00
PACE_OCI.20240817T102205.L2.OC_AOP.V3_0.nc,PACE_OCI.20240817T102205.L1B.V3.nc,-13.354,47.52,2024-08-16 11:34:59.999998976+00:00
PACE_OCI.20240826T103703.L2.OC_AOP.V3_0.nc,PACE_OCI.20240826T103703.L1B.V3.nc,-13.201,47.624,2024-08-26 10:32:00.000003072+00:00
PACE_OCI.20240906T102219.L2.OC_AOP.V3_0.nc,PACE_OCI.20240906T102219.L1B.V3.nc,-13.363,47.506,2024-09-05 10:43:00.000003584+00:00
PACE_OCI.20240925T095112.L2.OC_AOP.V3_0.nc,PACE_OCI.20240925T095112.L1B.V3.nc,-13.207,47.638,2024-09-25 09:03:59.999995904+00:00
PACE_OCI.20241015T094734.L2.OC_AOP.V3_0.nc,PACE_OCI.20241015T094734.L1B.V3.nc,-12.793,47.397,2024-10-15 06:48:59.999995904+00:00
PACE_OCI.20241103T091354.L2.OC_AOP.V3_0.nc,PACE_OCI.20241103T091354.L1B.V3.nc,-12.823,47.364,2024-11-04 05:48:00.000002560+00:00
PACE_OCI.20241123T091019.L2.OC_AOP.V3_0.nc,PACE_OCI.20241123T091019.L1B.V3.nc,-13.005,47.238,2024-11-24 04:27:00.000000512+00:00
PACE_OCI.20250202T104153.L2.OC_AOP.V3_0.nc,PACE_OCI.20250202T104153.L1B.V3.nc,-12.888,47.033,2025-02-02 01:19:59.999995392+00:00
PACE_OCI.20250304T102355.L2.OC_AOP.V3_0.nc,PACE_OCI.20250304T102355.L1B.V3.nc,-13.436,47.345,2025-03-03 23:35:59.999995392+00:00
PACE_OCI.20250313T091009.L2.OC_AOP.V3_0.nc,PACE_OCI.20250313T091009.L1B.V3.nc,-13.636,47.209,2025-03-13 23:26:59.999997440+00:00
PACE_OCI.20250324T104026.L2.OC_AOP.V3_0.nc,PACE_OCI.20250324T104026.L1B.V3.nc,-13.524,47.308,2025-03-23 23:28:00.000003584+00:00
PACE_OCI.20250403T100124.L2.OC_AOP.V3_0.nc,PACE_OCI.20250403T100124.L1B.V3.nc,-13.75,47.288,2025-04-02 22:52:59.999998464+00:00
PACE_OCI.20250413T092202.L2.OC_AOP.V3_0.nc,PACE_OCI.20250413T092202.L1B.V3.nc,-13.834,47.216,2025-04-12 22:49:00.000002560+00:00
PACE_OCI.20250422T094523.L2.OC_AOP.V3_0.nc,PACE_OCI.20250422T094523.L1B.V3.nc,-13.608,47.41,2025-04-22 21:48:59.999995904+00:00
PACE_OCI.20240418T171520.L2.OC_AOP.V3_0.nc,PACE_OCI.20240418T171520.L1B.V3.nc,-38.646,-53.767,2024-04-18 06:08:59.999997952+00:00
PACE_OCI.20241019T165401.L2.OC_AOP.V3_0.nc,PACE_OCI.20241019T165401.L1B.V3.nc,-38.954,-40.40199999999999,2024-10-20 05:03:59.999998976+00:00
PACE_OCI.20241013T215535.L2.OC_AOP.V3_0.nc,PACE_OCI.20241013T215535.L1B.V3.nc,18.954,-125.731,2024-10-14 00:36:59.999998464+00:00
PACE_OCI.20241201T202708.L2.OC_AOP.V3_0.nc,PACE_OCI.20241201T202708.L1B.V3.nc,18.805,-125.654,2024-12-02 18:02:59.999999488+00:00
PACE_OCI.20241221T202827.L2.OC_AOP.V3_0.nc,PACE_OCI.20241221T202827.L1B.V3.nc,19.021,-125.698,2024-12-22 15:10:00.000004608+00:00
PACE_OCI.20250110T203503.L2.OC_AOP.V3_0.nc,PACE_OCI.20250110T203503.L1B.V3.nc,19.03,-125.706,2025-01-11 11:56:00.000004096+00:00
PACE_OCI.20240621T003103.L2.OC_AOP.V3_0.nc,PACE_OCI.20240621T003103.L1B.V3.nc,8.485,-162.727,2024-06-20 20:01:59.999996416+00:00
PACE_OCI.20240829T235321.L2.OC_AOP.V3_0.nc,PACE_OCI.20240829T235321.L1B.V3.nc,7.913,-163.59,2024-08-29 13:27:59.999996928+00:00
PACE_OCI.20240908T001302.L2.OC_AOP.V3_0.nc,PACE_OCI.20240908T001302.L1B.V3.nc,8.144,-163.62,2024-09-08 12:47:00.000003072+00:00
PACE_OCI.20250106T000940.L2.OC_AOP.V3_0.nc,PACE_OCI.20250106T000940.L1B.V3.nc,10.458,-161.849,2025-01-06 00:03:59.999995904+00:00
PACE_OCI.20250203T225447.L2.OC_AOP.V3_0.nc,PACE_OCI.20250203T225447.L1B.V3.nc,10.906,-159.85,2025-02-04 21:22:00.000001536+00:00
PACE_OCI.20250213T234856.L2.OC_AOP.V3_0.nc,PACE_OCI.20250213T234856.L1B.V3.nc,10.896,-159.225,2025-02-14 21:16:00.000003072+00:00
PACE_OCI.20250224T234640.L2.OC_AOP.V3_0.nc,PACE_OCI.20250224T234640.L1B.V3.nc,10.688,-158.651,2025-02-24 20:31:59.999999488+00:00
PACE_OCI.20250306T001123.L2.OC_AOP.V3_0.nc,PACE_OCI.20250306T001123.L1B.V3.nc,10.52,-158.851,2025-03-06 19:49:00.000002560+00:00
PACE_OCI.20250315T233307.L2.OC_AOP.V3_0.nc,PACE_OCI.20250315T233307.L1B.V3.nc,10.346,-159.569,2025-03-16 19:47:59.999995904+00:00
PACE_OCI.20250325T225428.L2.OC_AOP.V3_0.nc,PACE_OCI.20250325T225428.L1B.V3.nc,10.155,-160.504,2025-03-26 18:44:00.000003584+00:00
PACE_OCI.20250414T231418.L2.OC_AOP.V3_0.nc,PACE_OCI.20250414T231418.L1B.V3.nc,10.151,-162.442,2025-04-15 16:29:00.000003584+00:00
PACE_OCI.20250115T001710.L2.OC_AOP.V3_0.nc,PACE_OCI.20250115T001710.L1B.V3.nc,-25.924,-158.566,2025-01-15 09:11:59.999997440+00:00
PACE_OCI.20250224T234140.L2.OC_AOP.V3_0.nc,PACE_OCI.20250224T234140.L1B.V3.nc,-25.603,-159.43,2025-02-24 06:16:59.999999488+00:00
PACE_OCI.20250406T001909.L2.OC_AOP.V3_0.nc,PACE_OCI.20250406T001909.L1B.V3.nc,-26.367,-160.712,2025-04-05 00:50:00.000002048+00:00
PACE_OCI.20250218T021114.L2.OC_AOP.V3_0.nc,PACE_OCI.20250218T021114.L1B.V3.nc,4.128,170.782,2025-02-18 09:14:59.999996416+00:00
PACE_OCI.20250331T014639.L2.OC_AOP.V3_0.nc,PACE_OCI.20250331T014639.L1B.V3.nc,4.728,169.288,2025-03-30 21:02:00.000003072+00:00
PACE_OCI.20240418T010200.L2.OC_AOP.V3_0.nc,PACE_OCI.20240418T010200.L1B.V3.nc,2.262,-173.28,2024-04-17 23:34:00.000002560+00:00
PACE_OCI.20240627T233401.L2.OC_AOP.V3_0.nc,PACE_OCI.20240627T233401.L1B.V3.nc,2.421,-171.451,2024-06-27 23:51:00.000002048+00:00
PACE_OCI.20240717T234349.L2.OC_AOP.V3_0.nc,PACE_OCI.20240717T234349.L1B.V3.nc,2.145,-169.755,2024-07-17 20:40:59.999997440+00:00
PACE_OCI.20240828T002249.L2.OC_AOP.V3_0.nc,PACE_OCI.20240828T002249.L1B.V3.nc,2.628,-168.803,2024-08-27 12:34:59.999995392+00:00
PACE_OCI.20240908T000802.L2.OC_AOP.V3_0.nc,PACE_OCI.20240908T000802.L1B.V3.nc,2.527,-169.38,2024-09-07 00:11:00.000001024+00:00
PACE_OCI.20240926T004046.L2.OC_AOP.V3_0.nc,PACE_OCI.20240926T004046.L1B.V3.nc,2.743,-169.697,2024-09-26 19:32:00.000003072+00:00
PACE_OCI.20241107T000249.L2.OC_AOP.V3_0.nc,PACE_OCI.20241107T000249.L1B.V3.nc,2.554,-169.408,2024-11-06 10:18:00.000002560+00:00
PACE_OCI.20241126T235913.L2.OC_AOP.V3_0.nc,PACE_OCI.20241126T235913.L1B.V3.nc,2.149,-168.088,2024-11-26 13:38:59.999997952+00:00
PACE_OCI.20250106T000940.L2.OC_AOP.V3_0.nc,PACE_OCI.20250106T000940.L1B.V3.nc,1.994,-165.07,2025-01-06 04:24:59.999997952+00:00
PACE_OCI.20250116T235317.L2.OC_AOP.V3_0.nc,PACE_OCI.20250116T235317.L1B.V3.nc,1.885,-164.009,2025-01-16 08:03:59.999998976+00:00
PACE_OCI.20250126T001047.L2.OC_AOP.V3_0.nc,PACE_OCI.20250126T001047.L1B.V3.nc,1.808,-163.298,2025-01-26 19:57:00.000004096+00:00
PACE_OCI.20250205T235928.L2.OC_AOP.V3_0.nc,PACE_OCI.20250205T235928.L1B.V3.nc,1.7,-161.865,2025-02-05 11:48:59.999998976+00:00
PACE_OCI.20250215T232142.L2.OC_AOP.V3_0.nc,PACE_OCI.20250215T232142.L1B.V3.nc,2.239,-160.535,2025-02-15 16:04:59.999998976+00:00
PACE_OCI.20250226T002214.L2.OC_AOP.V3_0.nc,PACE_OCI.20250226T002214.L1B.V3.nc,2.166,-159.821,2025-02-25 19:44:59.999996416+00:00
PACE_OCI.20250320T195707.L2.OC_AOP.V3_0.nc,PACE_OCI.20250320T195707.L1B.V3.nc,21.679,-117.954,2025-03-20 02:31:00.000003072+00:00
PACE_OCI.20250409T201720.L2.OC_AOP.V3_0.nc,PACE_OCI.20250409T201720.L1B.V3.nc,22.076,-117.647,2025-04-09 17:54:59.999997952+00:00
PACE_OCI.20250420T201305.L2.OC_AOP.V3_0.nc,PACE_OCI.20250420T201305.L1B.V3.nc,22.064,-117.515,2025-04-20 00:45:00+00:00
PACE_OCI.20250416T142454.L2.OC_AOP.V3_0.nc,PACE_OCI.20250416T142454.L1B.V3.nc,-15.386,-13.74599999999998,2025-04-17 10:54:00.000004608+00:00
PACE_OCI.20250426T134510.L2.OC_AOP.V3_0.nc,PACE_OCI.20250426T134510.L1B.V3.nc,-15.777,-13.76600000000002,2025-04-27 11:37:59.999998464+00:00
PACE_OCI.20250228T180201.L2.OC_AOP.V3_0.nc,PACE_OCI.20250228T180201.L1B.V3.nc,30.159,-71.452,2025-03-01 01:24:59.999997952+00:00
PACE_OCI.20250311T175919.L2.OC_AOP.V3_0.nc,PACE_OCI.20250311T175919.L1B.V3.nc,30.215,-71.67899999999997,2025-03-11 07:55:00.000001024+00:00
PACE_OCI.20250320T182345.L2.OC_AOP.V3_0.nc,PACE_OCI.20250320T182345.L1B.V3.nc,30.165,-72.18599999999998,2025-03-21 14:25:00.000004608+00:00
