AOP_file,L1B_file,lat,lon,time
PACE_OCI.20250219T011326.L2.OC_AOP.V3_0.nc,PACE_OCI.20250219T011326.L1B.V3.nc,22.451,-177.655,2025-02-18 18:56:00.000001024+00:00
PACE_OCI.20250220T001038.L2.OC_AOP.V3_0.nc,PACE_OCI.20250220T001038.L1B.V3.nc,22.449,-177.663,2025-02-19 05:54:59.999997952+00:00
PACE_OCI.20250220T001038.L2.OC_AOP.V3_0.nc,PACE_OCI.20250220T001038.L1B.V3.nc,22.441,-177.674,2025-02-19 16:44:59.999996416+00:00
PACE_OCI.20250221T004612.L2.OC_AOP.V3_0.nc,PACE_OCI.20250221T004612.L1B.V3.nc,22.434,-177.676,2025-02-20 03:36:59.999998464+00:00
PACE_OCI.20250220T001038.L2.OC_AOP.V3_0.nc,PACE_OCI.20250220T001038.L1B.V3.nc,22.433,-177.665,2025-02-20 14:26:59.999997440+00:00
PACE_OCI.20250221T004612.L2.OC_AOP.V3_0.nc,PACE_OCI.20250221T004612.L1B.V3.nc,22.43,-177.66,2025-02-21 01:16:59.999996416+00:00
PACE_OCI.20250221T004612.L2.OC_AOP.V3_0.nc,PACE_OCI.20250221T004612.L1B.V3.nc,22.438,-177.65,2025-02-21 12:05:59.999998464+00:00
PACE_OCI.20250221T004612.L2.OC_AOP.V3_0.nc,PACE_OCI.20250221T004612.L1B.V3.nc,22.439,-177.639,2025-02-21 22:54:00.000004608+00:00
PACE_OCI.20250223T001858.L2.OC_AOP.V3_0.nc,PACE_OCI.20250223T001858.L1B.V3.nc,22.446,-177.641,2025-02-22 10:04:00.000002560+00:00
PACE_OCI.20250223T001858.L2.OC_AOP.V3_0.nc,PACE_OCI.20250223T001858.L1B.V3.nc,22.457,-177.644,2025-02-22 20:54:00.000001536+00:00
PACE_OCI.20250224T005429.L2.OC_AOP.V3_0.nc,PACE_OCI.20250224T005429.L1B.V3.nc,22.461,-177.654,2025-02-23 07:41:59.999997440+00:00
PACE_OCI.20250224T005429.L2.OC_AOP.V3_0.nc,PACE_OCI.20250224T005429.L1B.V3.nc,22.466,-177.662,2025-02-23 18:16:00.000003072+00:00
PACE_OCI.20250224T005429.L2.OC_AOP.V3_0.nc,PACE_OCI.20250224T005429.L1B.V3.nc,22.462,-177.658,2025-02-24 04:55:59.999997440+00:00
PACE_OCI.20250224T005429.L2.OC_AOP.V3_0.nc,PACE_OCI.20250224T005429.L1B.V3.nc,22.46,-177.655,2025-02-24 15:51:59.999994880+00:00
PACE_OCI.20250224T235140.L2.OC_AOP.V3_0.nc,PACE_OCI.20250224T235140.L1B.V3.nc,22.463,-177.65,2025-02-25 02:29:00+00:00
PACE_OCI.20250224T235140.L2.OC_AOP.V3_0.nc,PACE_OCI.20250224T235140.L1B.V3.nc,22.462,-177.64,2025-02-25 13:13:00.000000512+00:00
PACE_OCI.20250224T235140.L2.OC_AOP.V3_0.nc,PACE_OCI.20250224T235140.L1B.V3.nc,22.469,-177.64,2025-02-25 23:48:00.000002560+00:00
PACE_OCI.20241007T020235.L2.OC_AOP.V3_0.nc,PACE_OCI.20241007T020235.L1B.V3.nc,19.535,172.06,2024-10-07 06:51:59.999994880+00:00
PACE_OCI.20241027T020250.L2.OC_AOP.V3_0.nc,PACE_OCI.20241027T020250.L1B.V3.nc,19.924,172.149,2024-10-27 01:55:00.000001024+00:00
PACE_OCI.20241116T015918.L2.OC_AOP.V3_0.nc,PACE_OCI.20241116T015918.L1B.V3.nc,21.007,171.171,2024-11-16 00:19:00.000002560+00:00
PACE_OCI.20250115T020529.L2.OC_AOP.V3_0.nc,PACE_OCI.20250115T020529.L1B.V3.nc,20.375,171.879,2025-01-15 10:21:00.000002048+00:00
PACE_OCI.20250405T013205.L2.OC_AOP.V3_0.nc,PACE_OCI.20250405T013205.L1B.V3.nc,20.82,173.019,2025-04-05 21:14:59.999996416+00:00
PACE_OCI.20250203T013643.L2.OC_AOP.V3_0.nc,PACE_OCI.20250203T013643.L1B.V3.nc,20.956,178.02,2025-02-03 18:11:59.999997440+00:00
PACE_OCI.20250405T013205.L2.OC_AOP.V3_0.nc,PACE_OCI.20250405T013205.L1B.V3.nc,20.356,178.929,2025-04-05 03:19:00.000002560+00:00
PACE_OCI.20241101T031524.L2.OC_AOP.V3_0.nc,PACE_OCI.20241101T031524.L1B.V3.nc,14.24,149.053,2024-11-01 08:12:59.999996928+00:00
PACE_OCI.20241121T031203.L2.OC_AOP.V3_0.nc,PACE_OCI.20241121T031203.L1B.V3.nc,14.185,150.741,2024-11-21 05:01:00+00:00
PACE_OCI.20241211T030759.L2.OC_AOP.V3_0.nc,PACE_OCI.20241211T030759.L1B.V3.nc,13.262,151.408,2024-12-11 05:11:00.000004096+00:00
PACE_OCI.20250110T022835.L2.OC_AOP.V3_0.nc,PACE_OCI.20250110T022835.L1B.V3.nc,14.12,151.849,2025-01-10 06:02:00.000003072+00:00
PACE_OCI.20250121T021709.L2.OC_AOP.V3_0.nc,PACE_OCI.20250121T021709.L1B.V3.nc,14.218,152.459,2025-01-20 06:36:59.999998464+00:00
PACE_OCI.20250209T015117.L2.OC_AOP.V3_0.nc,PACE_OCI.20250209T015117.L1B.V3.nc,14.021,153.529,2025-02-09 07:44:59.999996416+00:00
PACE_OCI.20250114T175854.L2.OC_AOP.V3_0.nc,PACE_OCI.20250114T175854.L1B.V3.nc,25.025,-67.60899999999998,2025-01-15 16:04:00.000002560+00:00
PACE_OCI.20250214T175601.L2.OC_AOP.V3_0.nc,PACE_OCI.20250214T175601.L1B.V3.nc,26.318,-68.77300000000002,2025-02-14 21:42:59.999996928+00:00
PACE_OCI.20250405T175542.L2.OC_AOP.V3_0.nc,PACE_OCI.20250405T175542.L1B.V3.nc,26.539,-66.29399999999998,2025-04-06 09:53:00.000001536+00:00
PACE_OCI.20250415T171614.L2.OC_AOP.V3_0.nc,PACE_OCI.20250415T171614.L1B.V3.nc,26.36,-66.23700000000002,2025-04-16 12:00:00+00:00
PACE_OCI.20241102T020626.L2.OC_AOP.V3_0.nc,PACE_OCI.20241102T020626.L1B.V3.nc,-4.052,166.947,2024-11-02 22:04:00.000002560+00:00
PACE_OCI.20250424T010557.L2.OC_AOP.V3_0.nc,PACE_OCI.20250424T010557.L1B.V3.nc,-4.596,-177.393,2025-04-24 04:58:00.000000512+00:00
PACE_OCI.20241112T173329.L2.OC_AOP.V3_0.nc,PACE_OCI.20241112T173329.L1B.V3.nc,-14.718,-79.79199999999997,2024-11-13 07:30:00+00:00
PACE_OCI.20250316T190831.L2.OC_AOP.V3_0.nc,PACE_OCI.20250316T190831.L1B.V3.nc,-13.864,-81.22199999999998,2025-03-16 11:00:00.000003584+00:00
PACE_OCI.20250219T142024.L2.OC_AOP.V3_0.nc,PACE_OCI.20250219T142024.L1B.V3.nc,26.241,-37.535000000000025,2025-02-19 15:38:00.000005120+00:00
PACE_OCI.20250301T152050.L2.OC_AOP.V3_0.nc,PACE_OCI.20250301T152050.L1B.V3.nc,26.044,-37.40899999999999,2025-03-01 16:52:59.999998464+00:00
PACE_OCI.20250311T144235.L2.OC_AOP.V3_0.nc,PACE_OCI.20250311T144235.L1B.V3.nc,25.762,-37.33600000000001,2025-03-11 18:59:00+00:00
PACE_OCI.20240420T202342.L2.OC_AOP.V3_0.nc,PACE_OCI.20240420T202342.L1B.V3.nc,36.5,-126.986,2024-04-19 23:15:59.999996416+00:00
PACE_OCI.20240518T201318.L2.OC_AOP.V3_0.nc,PACE_OCI.20240518T201318.L1B.V3.nc,37.038,-126.81,2024-05-18 14:09:59.999997952+00:00
PACE_OCI.20240605T204951.L2.OC_AOP.V3_0.nc,PACE_OCI.20240605T204951.L1B.V3.nc,37.248,-126.282,2024-06-06 16:47:59.999995904+00:00
PACE_OCI.20240610T202702.L2.OC_AOP.V3_0.nc,PACE_OCI.20240610T202702.L1B.V3.nc,37.234,-126.156,2024-06-09 21:30:00.000003584+00:00
PACE_OCI.20240612T195813.L2.OC_AOP.V3_0.nc,PACE_OCI.20240612T195813.L1B.V3.nc,37.198,-126.014,2024-06-13 01:55:00.000001024+00:00
PACE_OCI.20240616T203852.L2.OC_AOP.V3_0.nc,PACE_OCI.20240616T203852.L1B.V3.nc,37.132,-125.874,2024-06-16 06:22:59.999998464+00:00
PACE_OCI.20240624T202137.L2.OC_AOP.V3_0.nc,PACE_OCI.20240624T202137.L1B.V3.nc,37.004,-125.468,2024-06-25 19:41:00.000001024+00:00
PACE_OCI.20240629T195827.L2.OC_AOP.V3_0.nc,PACE_OCI.20240629T195827.L1B.V3.nc,37.0,-125.37,2024-06-29 00:05:00.000002048+00:00
PACE_OCI.20240702T200411.L2.OC_AOP.V3_0.nc,PACE_OCI.20240702T200411.L1B.V3.nc,37.039,-125.293,2024-07-02 04:32:00.000003072+00:00
PACE_OCI.20240705T200953.L2.OC_AOP.V3_0.nc,PACE_OCI.20240705T200953.L1B.V3.nc,37.097,-125.228,2024-07-05 09:05:00.000002048+00:00
PACE_OCI.20240708T201528.L2.OC_AOP.V3_0.nc,PACE_OCI.20240708T201528.L1B.V3.nc,37.17,-125.162,2024-07-08 13:24:59.999997952+00:00
PACE_OCI.20240802T195536.L2.OC_AOP.V3_0.nc,PACE_OCI.20240802T195536.L1B.V3.nc,37.56,-125.49,2024-08-03 00:34:59.999995392+00:00
PACE_OCI.20240819T195720.L2.OC_AOP.V3_0.nc,PACE_OCI.20240819T195720.L1B.V3.nc,37.558,-125.954,2024-08-18 22:29:00.000003584+00:00
PACE_OCI.20240822T200221.L2.OC_AOP.V3_0.nc,PACE_OCI.20240822T200221.L1B.V3.nc,37.554,-126.081,2024-08-22 02:57:59.999996928+00:00
PACE_OCI.20240825T200719.L2.OC_AOP.V3_0.nc,PACE_OCI.20240825T200719.L1B.V3.nc,37.536,-126.239,2024-08-25 07:24:59.999997952+00:00
PACE_OCI.20240828T201221.L2.OC_AOP.V3_0.nc,PACE_OCI.20240828T201221.L1B.V3.nc,37.514,-126.404,2024-08-28 11:51:00.000002048+00:00
PACE_OCI.20240831T201716.L2.OC_AOP.V3_0.nc,PACE_OCI.20240831T201716.L1B.V3.nc,37.505,-126.58,2024-08-31 16:26:00.000004096+00:00
PACE_OCI.20240906T202704.L2.OC_AOP.V3_0.nc,PACE_OCI.20240906T202704.L1B.V3.nc,37.517,-126.953,2024-09-07 01:24:00.000001536+00:00
PACE_OCI.20241021T200035.L2.OC_AOP.V3_0.nc,PACE_OCI.20241021T200035.L1B.V3.nc,38.175,-127.371,2024-10-21 15:59:59.999996416+00:00
PACE_OCI.20241024T200444.L2.OC_AOP.V3_0.nc,PACE_OCI.20241024T200444.L1B.V3.nc,38.071,-127.152,2024-10-24 20:31:00.000003072+00:00
PACE_OCI.20241106T205614.L2.OC_AOP.V3_0.nc,PACE_OCI.20241106T205614.L1B.V3.nc,38.045,-126.612,2024-11-06 14:31:59.999999488+00:00
PACE_OCI.20241108T202629.L2.OC_AOP.V3_0.nc,PACE_OCI.20241108T202629.L1B.V3.nc,38.118,-126.513,2024-11-09 19:10:00.000001024+00:00
PACE_OCI.20241113T200059.L2.OC_AOP.V3_0.nc,PACE_OCI.20241113T200059.L1B.V3.nc,38.223,-126.425,2024-11-12 23:40:59.999997440+00:00
PACE_OCI.20250122T205820.L2.OC_AOP.V3_0.nc,PACE_OCI.20250122T205820.L1B.V3.nc,38.4,-126.159,2025-01-22 03:31:00+00:00
PACE_OCI.20250124T202927.L2.OC_AOP.V3_0.nc,PACE_OCI.20250124T202927.L1B.V3.nc,38.342,-125.995,2025-01-25 07:50:59.999995392+00:00
PACE_OCI.20250206T194957.L2.OC_AOP.V3_0.nc,PACE_OCI.20250206T194957.L1B.V3.nc,37.851,-126.003,2025-02-07 02:43:59.999996928+00:00
PACE_OCI.20250320T200207.L2.OC_AOP.V3_0.nc,PACE_OCI.20250320T200207.L1B.V3.nc,37.388,-126.423,2025-03-20 14:06:59.999998464+00:00
PACE_OCI.20240729T155905.L2.OC_AOP.V3_0.nc,PACE_OCI.20240729T155905.L1B.V3.nc,38.475,-66.75999999999999,2024-07-30 07:30:59.999996416+00:00
PACE_OCI.20241001T164321.L2.OC_AOP.V3_0.nc,PACE_OCI.20241001T164321.L1B.V3.nc,37.738,-61.339,2024-10-02 05:45:00.000003584+00:00
PACE_OCI.20241022T171810.L2.OC_AOP.V3_0.nc,PACE_OCI.20241022T171810.L1B.V3.nc,37.948,-59.91500000000002,2024-10-23 06:19:00.000002560+00:00
PACE_OCI.20240402T175951.L2.OC_AOP.V3_0.nc,PACE_OCI.20240402T175951.L1B.V3.nc,27.114,-74.32999999999998,2024-04-02 06:33:00.000002560+00:00
PACE_OCI.20240413T175156.L2.OC_AOP.V3_0.nc,PACE_OCI.20240413T175156.L1B.V3.nc,27.173,-74.09100000000001,2024-04-13 05:21:59.999994880+00:00
PACE_OCI.20240422T181158.L2.OC_AOP.V3_0.nc,PACE_OCI.20240422T181158.L1B.V3.nc,27.494,-73.993,2024-04-23 06:25:59.999997440+00:00
PACE_OCI.20240503T180302.L2.OC_AOP.V3_0.nc,PACE_OCI.20240503T180302.L1B.V3.nc,28.001,-74.589,2024-05-04 05:25:00.000004608+00:00
PACE_OCI.20240513T171853.L2.OC_AOP.V3_0.nc,PACE_OCI.20240513T171853.L1B.V3.nc,28.735,-75.11000000000001,2024-05-14 06:36:00.000002048+00:00
PACE_OCI.20240715T174440.L2.OC_AOP.V3_0.nc,PACE_OCI.20240715T174440.L1B.V3.nc,29.346,-76.44299999999998,2024-07-15 06:41:00.000004096+00:00
PACE_OCI.20240805T164420.L2.OC_AOP.V3_0.nc,PACE_OCI.20240805T164420.L1B.V3.nc,28.39,-75.476,2024-08-06 05:31:00.000003072+00:00
PACE_OCI.20240816T180905.L2.OC_AOP.V3_0.nc,PACE_OCI.20240816T180905.L1B.V3.nc,28.414,-74.87900000000002,2024-08-16 06:56:00.000001024+00:00
PACE_OCI.20240917T183311.L2.OC_AOP.V3_0.nc,PACE_OCI.20240917T183311.L1B.V3.nc,28.445,-76.65300000000002,2024-09-17 05:29:00+00:00
PACE_OCI.20250114T175854.L2.OC_AOP.V3_0.nc,PACE_OCI.20250114T175854.L1B.V3.nc,23.662,-71.84199999999998,2025-01-15 06:11:59.999997440+00:00
PACE_OCI.20250206T180635.L2.OC_AOP.V3_0.nc,PACE_OCI.20250206T180635.L1B.V3.nc,23.0,-71.608,2025-02-06 06:22:00.000001536+00:00
PACE_OCI.20250216T172847.L2.OC_AOP.V3_0.nc,PACE_OCI.20250216T172847.L1B.V3.nc,22.367,-71.42000000000002,2025-02-17 05:48:59.999998976+00:00
PACE_OCI.20250227T172628.L2.OC_AOP.V3_0.nc,PACE_OCI.20250227T172628.L1B.V3.nc,22.172,-70.62099999999998,2025-02-28 06:17:59.999995904+00:00
PACE_OCI.20250311T175919.L2.OC_AOP.V3_0.nc,PACE_OCI.20250311T175919.L1B.V3.nc,23.079,-70.93,2025-03-11 05:26:00.000001024+00:00
PACE_OCI.20250401T171221.L2.OC_AOP.V3_0.nc,PACE_OCI.20250401T171221.L1B.V3.nc,23.17,-69.37,2025-04-02 05:09:59.999997952+00:00
PACE_OCI.20250413T174350.L2.OC_AOP.V3_0.nc,PACE_OCI.20250413T174350.L1B.V3.nc,22.654,-69.29399999999998,2025-04-13 06:25:00.000001024+00:00
PACE_OCI.20240601T165222.L2.OC_AOP.V3_0.nc,PACE_OCI.20240601T165222.L1B.V3.nc,37.642,-50.685,2024-06-02 16:01:59.999999488+00:00
PACE_OCI.20240621T165911.L2.OC_AOP.V3_0.nc,PACE_OCI.20240621T165911.L1B.V3.nc,38.326,-52.259000000000015,2024-06-22 15:16:00.000003072+00:00
PACE_OCI.20240702T150915.L2.OC_AOP.V3_0.nc,PACE_OCI.20240702T150915.L1B.V3.nc,38.408,-52.12299999999999,2024-07-02 14:59:00.000003584+00:00
PACE_OCI.20240712T160047.L2.OC_AOP.V3_0.nc,PACE_OCI.20240712T160047.L1B.V3.nc,37.904,-51.98700000000002,2024-07-12 15:08:00.000001536+00:00
PACE_OCI.20240722T151341.L2.OC_AOP.V3_0.nc,PACE_OCI.20240722T151341.L1B.V3.nc,37.508,-52.55799999999999,2024-07-22 15:34:59.999995392+00:00
PACE_OCI.20240731T152954.L2.OC_AOP.V3_0.nc,PACE_OCI.20240731T152954.L1B.V3.nc,37.169,-53.036,2024-08-01 14:56:00.000004096+00:00
PACE_OCI.20240810T162025.L2.OC_AOP.V3_0.nc,PACE_OCI.20240810T162025.L1B.V3.nc,37.235,-52.932000000000016,2024-08-11 15:17:59.999995904+00:00
PACE_OCI.20240826T172013.L2.OC_AOP.V3_0.nc,PACE_OCI.20240826T172013.L1B.V3.nc,13.316,-58.291,2024-08-27 04:27:00.000000512+00:00
PACE_OCI.20240905T163106.L2.OC_AOP.V3_0.nc,PACE_OCI.20240905T163106.L1B.V3.nc,13.267,-57.696000000000026,2024-09-06 05:12:00.000000512+00:00
PACE_OCI.20240915T171938.L2.OC_AOP.V3_0.nc,PACE_OCI.20240915T171938.L1B.V3.nc,13.077,-57.142,2024-09-16 06:45:00+00:00
PACE_OCI.20240925T162921.L2.OC_AOP.V3_0.nc,PACE_OCI.20240925T162921.L1B.V3.nc,14.051,-56.93000000000001,2024-09-26 07:16:59.999996416+00:00
PACE_OCI.20250204T165613.L2.OC_AOP.V3_0.nc,PACE_OCI.20250204T165613.L1B.V3.nc,14.51,-55.07900000000001,2025-02-04 06:13:00.000003584+00:00
PACE_OCI.20250213T154204.L2.OC_AOP.V3_0.nc,PACE_OCI.20250213T154204.L1B.V3.nc,14.021,-55.089999999999975,2025-02-14 08:06:00.000002048+00:00
PACE_OCI.20240401T140807.L2.OC_AOP.V3_0.nc,PACE_OCI.20240401T140807.L1B.V3.nc,4.406,-28.38099999999997,2024-04-01 03:19:59.999998976+00:00
PACE_OCI.20241128T134440.L2.OC_AOP.V3_0.nc,PACE_OCI.20241128T134440.L1B.V3.nc,3.016,-23.28100000000001,2024-11-27 18:58:00.000003584+00:00
PACE_OCI.20250127T135657.L2.OC_AOP.V3_0.nc,PACE_OCI.20250127T135657.L1B.V3.nc,3.207,-24.48599999999999,2025-01-27 07:46:00.000003072+00:00
PACE_OCI.20240520T162304.L2.OC_AOP.V3_0.nc,PACE_OCI.20240520T162304.L1B.V3.nc,7.713,-55.17599999999999,2024-05-20 05:35:59.999995392+00:00
PACE_OCI.20240827T161621.L2.OC_AOP.V3_0.nc,PACE_OCI.20240827T161621.L1B.V3.nc,10.102,-53.23599999999999,2024-08-28 05:54:00.000001536+00:00
PACE_OCI.20240906T170529.L2.OC_AOP.V3_0.nc,PACE_OCI.20240906T170529.L1B.V3.nc,10.782,-53.16300000000001,2024-09-07 05:56:00.000004096+00:00
PACE_OCI.20240916T161535.L2.OC_AOP.V3_0.nc,PACE_OCI.20240916T161535.L1B.V3.nc,10.618,-52.98599999999999,2024-09-17 06:56:59.999997440+00:00
PACE_OCI.20250204T165613.L2.OC_AOP.V3_0.nc,PACE_OCI.20250204T165613.L1B.V3.nc,10.662,-51.06,2025-02-05 05:20:00.000002048+00:00
PACE_OCI.20240401T140807.L2.OC_AOP.V3_0.nc,PACE_OCI.20240401T140807.L1B.V3.nc,5.378,-22.46199999999999,2024-04-01 14:54:00.000001536+00:00
PACE_OCI.20241108T134821.L2.OC_AOP.V3_0.nc,PACE_OCI.20241108T134821.L1B.V3.nc,5.783,-22.283999999999992,2024-11-07 22:52:00.000001536+00:00
PACE_OCI.20241128T134440.L2.OC_AOP.V3_0.nc,PACE_OCI.20241128T134440.L1B.V3.nc,5.671,-22.692000000000007,2024-11-28 00:00:59.999996416+00:00
PACE_OCI.20250127T135657.L2.OC_AOP.V3_0.nc,PACE_OCI.20250127T135657.L1B.V3.nc,5.638,-23.110000000000014,2025-01-27 14:01:59.999996416+00:00
PACE_OCI.20240403T133953.L2.OC_AOP.V3_0.nc,PACE_OCI.20240403T133953.L1B.V3.nc,28.501,-16.067000000000007,2024-04-04 00:25:00.000001024+00:00
PACE_OCI.20240424T124837.L2.OC_AOP.V3_0.nc,PACE_OCI.20240424T124837.L1B.V3.nc,28.198,-16.007000000000005,2024-04-23 21:11:59.999997440+00:00
PACE_OCI.20240504T134259.L2.OC_AOP.V3_0.nc,PACE_OCI.20240504T134259.L1B.V3.nc,27.913,-16.494000000000028,2024-05-03 20:43:59.999996928+00:00
PACE_OCI.20240523T131732.L2.OC_AOP.V3_0.nc,PACE_OCI.20240523T131732.L1B.V3.nc,27.555,-16.99000000000001,2024-05-23 21:00:00+00:00
PACE_OCI.20240603T144520.L2.OC_AOP.V3_0.nc,PACE_OCI.20240603T144520.L1B.V3.nc,27.237,-17.101999999999975,2024-06-02 21:08:00.000001536+00:00
PACE_OCI.20240623T130840.L2.OC_AOP.V3_0.nc,PACE_OCI.20240623T130840.L1B.V3.nc,26.816,-16.795000000000016,2024-06-22 20:54:00.000001536+00:00
PACE_OCI.20240723T140958.L2.OC_AOP.V3_0.nc,PACE_OCI.20240723T140958.L1B.V3.nc,27.651,-17.25799999999998,2024-07-22 20:34:59.999998976+00:00
PACE_OCI.20240801T142609.L2.OC_AOP.V3_0.nc,PACE_OCI.20240801T142609.L1B.V3.nc,27.799,-17.052999999999997,2024-08-01 20:37:00.000001536+00:00
PACE_OCI.20240930T125232.L2.OC_AOP.V3_0.nc,PACE_OCI.20240930T125232.L1B.V3.nc,26.184,-15.649,2024-09-30 19:55:59.999997440+00:00
PACE_OCI.20250109T132703.L2.OC_AOP.V3_0.nc,PACE_OCI.20250109T132703.L1B.V3.nc,25.616,-16.581999999999994,2025-01-09 06:27:00.000004096+00:00
PACE_OCI.20250218T134450.L2.OC_AOP.V3_0.nc,PACE_OCI.20250218T134450.L1B.V3.nc,26.063,-16.649,2025-02-18 14:26:59.999997440+00:00
PACE_OCI.20250311T144235.L2.OC_AOP.V3_0.nc,PACE_OCI.20250311T144235.L1B.V3.nc,25.873,-16.778999999999996,2025-03-10 17:17:00.000003072+00:00
PACE_OCI.20250330T142313.L2.OC_AOP.V3_0.nc,PACE_OCI.20250330T142313.L1B.V3.nc,25.628,-16.548999999999978,2025-03-30 20:49:59.999995392+00:00
PACE_OCI.20240719T145812.L2.OC_AOP.V3_0.nc,PACE_OCI.20240719T145812.L1B.V3.nc,4.783,-19.59699999999998,2024-07-19 12:16:00.000003072+00:00
PACE_OCI.20241126T141432.L2.OC_AOP.V3_0.nc,PACE_OCI.20241126T141432.L1B.V3.nc,4.927,-21.64299999999997,2024-11-26 12:13:00.000003584+00:00
PACE_OCI.20240401T140807.L2.OC_AOP.V3_0.nc,PACE_OCI.20240401T140807.L1B.V3.nc,25.341,-22.88900000000001,2024-04-01 12:31:00+00:00
PACE_OCI.20240510T135551.L2.OC_AOP.V3_0.nc,PACE_OCI.20240510T135551.L1B.V3.nc,25.517,-22.308,2024-05-11 06:50:00.000002048+00:00
PACE_OCI.20240710T145131.L2.OC_AOP.V3_0.nc,PACE_OCI.20240710T145131.L1B.V3.nc,26.061,-24.089,2024-07-09 23:34:59.999998976+00:00
PACE_OCI.20240730T145520.L2.OC_AOP.V3_0.nc,PACE_OCI.20240730T145520.L1B.V3.nc,26.358,-24.649,2024-07-29 21:02:00.000003072+00:00
PACE_OCI.20240808T151121.L2.OC_AOP.V3_0.nc,PACE_OCI.20240808T151121.L1B.V3.nc,26.509,-24.75999999999999,2024-08-08 21:11:59.999997440+00:00
PACE_OCI.20240907T142317.L2.OC_AOP.V3_0.nc,PACE_OCI.20240907T142317.L1B.V3.nc,26.414,-24.25400000000002,2024-09-07 18:06:59.999994880+00:00
PACE_OCI.20240928T132218.L2.OC_AOP.V3_0.nc,PACE_OCI.20240928T132218.L1B.V3.nc,26.191,-24.26799999999997,2024-09-27 16:01:00.000003072+00:00
PACE_OCI.20241027T133046.L2.OC_AOP.V3_0.nc,PACE_OCI.20241027T133046.L1B.V3.nc,25.55,-23.514999999999983,2024-10-27 13:13:59.999996928+00:00
PACE_OCI.20250105T142450.L2.OC_AOP.V3_0.nc,PACE_OCI.20250105T142450.L1B.V3.nc,26.679,-23.713000000000022,2025-01-05 17:25:00.000004608+00:00
PACE_OCI.20250307T135851.L2.OC_AOP.V3_0.nc,PACE_OCI.20250307T135851.L1B.V3.nc,26.84,-22.911,2025-03-06 22:47:59.999995904+00:00
PACE_OCI.20250415T135931.L2.OC_AOP.V3_0.nc,PACE_OCI.20250415T135931.L1B.V3.nc,26.568,-22.707,2025-04-16 01:38:00.000001536+00:00
PACE_OCI.20240626T114608.L2.OC_AOP.V3_0.nc,PACE_OCI.20240626T114608.L1B.V3.nc,54.455,-16.821000000000026,2024-06-25 13:01:59.999999488+00:00
PACE_OCI.20250402T130242.L2.OC_AOP.V3_0.nc,PACE_OCI.20250402T130242.L1B.V3.nc,55.103,-25.011000000000024,2025-04-01 23:54:59.999997952+00:00
PACE_OCI.20240503T143623.L2.OC_AOP.V3_0.nc,PACE_OCI.20240503T143623.L1B.V3.nc,-2.217,-17.089999999999975,2024-05-03 08:46:00+00:00
PACE_OCI.20240522T141109.L2.OC_AOP.V3_0.nc,PACE_OCI.20240522T141109.L1B.V3.nc,-2.636,-16.613999999999976,2024-05-23 07:27:00.000000512+00:00
PACE_OCI.20250228T143517.L2.OC_AOP.V3_0.nc,PACE_OCI.20250228T143517.L1B.V3.nc,-2.635,-16.50400000000002,2025-02-27 18:58:00.000003584+00:00
PACE_OCI.20250319T142132.L2.OC_AOP.V3_0.nc,PACE_OCI.20250319T142132.L1B.V3.nc,-2.655,-17.165999999999997,2025-03-19 21:16:59.999999488+00:00
PACE_OCI.20250428T145549.L2.OC_AOP.V3_0.nc,PACE_OCI.20250428T145549.L1B.V3.nc,-3.314,-19.93599999999998,2025-04-29 05:54:59.999997952+00:00
PACE_OCI.20240411T133012.L2.OC_AOP.V3_0.nc,PACE_OCI.20240411T133012.L1B.V3.nc,41.488,-27.72699999999997,2024-04-11 10:29:00.000003584+00:00
PACE_OCI.20240501T151451.L2.OC_AOP.V3_0.nc,PACE_OCI.20240501T151451.L1B.V3.nc,41.134,-28.24200000000002,2024-05-01 09:20:59.999995392+00:00
PACE_OCI.20240629T150331.L2.OC_AOP.V3_0.nc,PACE_OCI.20240629T150331.L1B.V3.nc,40.865,-28.25,2024-06-30 03:42:00.000000512+00:00
PACE_OCI.20240710T145131.L2.OC_AOP.V3_0.nc,PACE_OCI.20240710T145131.L1B.V3.nc,41.144,-28.28800000000001,2024-07-10 02:01:59.999996416+00:00
PACE_OCI.20240719T150812.L2.OC_AOP.V3_0.nc,PACE_OCI.20240719T150812.L1B.V3.nc,41.204,-28.433,2024-07-20 01:30:00+00:00
PACE_OCI.20240730T145520.L2.OC_AOP.V3_0.nc,PACE_OCI.20240730T145520.L1B.V3.nc,41.094,-28.697000000000003,2024-07-30 00:56:59.999997440+00:00
PACE_OCI.20240808T151121.L2.OC_AOP.V3_0.nc,PACE_OCI.20240808T151121.L1B.V3.nc,41.071,-29.007000000000005,2024-08-08 22:47:59.999995904+00:00
PACE_OCI.20250213T140342.L2.OC_AOP.V3_0.nc,PACE_OCI.20250213T140342.L1B.V3.nc,25.404,-29.01400000000001,2025-02-12 21:28:00.000000512+00:00
PACE_OCI.20250305T142611.L2.OC_AOP.V3_0.nc,PACE_OCI.20250305T142611.L1B.V3.nc,25.184,-29.22800000000001,2025-03-05 00:20:59.999995392+00:00
PACE_OCI.20250404T140333.L2.OC_AOP.V3_0.nc,PACE_OCI.20250404T140333.L1B.V3.nc,24.402,-29.023000000000025,2025-04-04 04:50:59.999995392+00:00
PACE_OCI.20250413T142707.L2.OC_AOP.V3_0.nc,PACE_OCI.20250413T142707.L1B.V3.nc,24.178,-28.84699999999998,2025-04-14 06:31:00+00:00
