AOP_file,L1B_file,PACE_lat,PACE_lon,time,dist
PACE_OCI.20250125T223228.L2.OC_AOP.V3_0.nc,PACE_OCI.20250125T223228.L1B.V3.nc,3.95007848739624,-136.68019104003906,2025-01-25 13:05:59.999995392+00:00,3.877104356477316
PACE_OCI.20250204T214610.L2.OC_AOP.V3_0.nc,PACE_OCI.20250204T214610.L1B.V3.nc,3.7340738773345943,-136.19871520996094,2025-02-04 18:59:59.999996416+00:00,8.277993250075786
PACE_OCI.20250215T214320.L2.OC_AOP.V3_0.nc,PACE_OCI.20250215T214320.L1B.V3.nc,3.9422895908355713,-135.77096557617188,2025-02-15 01:49:59.999998976+00:00,1.9998465077762029
PACE_OCI.20250225T224351.L2.OC_AOP.V3_0.nc,PACE_OCI.20250225T224351.L1B.V3.nc,4.226517200469971,-135.25360107421875,2025-02-25 07:24:00.000001536+00:00,16.81330034726892
PACE_OCI.20250327T222202.L2.OC_AOP.V3_0.nc,PACE_OCI.20250327T222202.L1B.V3.nc,3.832357168197632,-134.27796936035156,2025-03-28 02:37:00.000001536+00:00,1.083998858141909
PACE_OCI.20250209T163639.L2.OC_AOP.V3_0.nc,PACE_OCI.20250209T163639.L1B.V3.nc,27.159730911254883,-46.04329299926758,2025-02-08 18:16:00.000003072+00:00,7.557063001837703
PACE_OCI.20250219T155847.L2.OC_AOP.V3_0.nc,PACE_OCI.20250219T155847.L1B.V3.nc,27.481264114379883,-46.217769622802734,2025-02-18 20:26:59.999997440+00:00,0.4061643651635472
PACE_OCI.20250301T152050.L2.OC_AOP.V3_0.nc,PACE_OCI.20250301T152050.L1B.V3.nc,27.562747955322266,-46.30186080932617,2025-02-28 21:48:59.999995904+00:00,0.8737417403463626
PACE_OCI.20250330T160134.L2.OC_AOP.V3_0.nc,PACE_OCI.20250330T160134.L1B.V3.nc,26.943174362182617,-47.03585052490234,2025-03-31 04:10:00.000001024+00:00,4.198757601298467
