cruise,filename,profile,lat,lon,time,solar_angle,pace_ids,closest_id,closest_file,closest_dist_km,closest_time
1902722,1902722QC.nc,2,-22.209,-34.47500000000002,2025-03-14 22:19:59.999995392+00:00,-25.10544899761565,PACE_OCI_L2_AOP_PACE_OCI.20250314T144046.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250314T144046.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250314T144046.L2.OC_AOP.V3_1.nc,43.94426702051013,2025-03-14 14:43:16+00:00
1902742,1902742QC.nc,1,28.721,-74.447,2025-03-01 15:58:00.000003584+00:00,50.012658826616565,PACE_OCI_L2_AOP_PACE_OCI.20250228T180201.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250228T180201.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250228T180201.L2.OC_AOP.V3_1.nc,4.133963654622512,2025-02-28 18:04:31+00:00
1902742,1902742QC.nc,2,28.784,-74.40499999999997,2025-03-11 22:24:00.000001536+00:00,7.962452441817757,"PACE_OCI_L2_AOP_PACE_OCI.20250311T175919.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250312T165628.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20250312T165628.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250312T165628.L2.OC_AOP.V3_1.nc,3.2556668100913657,2025-03-12 16:58:57.500000+00:00
1902742,1902742QC.nc,3,28.796,-74.67500000000001,2025-03-22 04:19:59.999995392+00:00,-58.54599578658628,PACE_OCI_L2_AOP_PACE_OCI.20250322T175622.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250322T175622.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250322T175622.L2.OC_AOP.V3_1.nc,0.7336906106233498,2025-03-22 17:58:51.500000+00:00
1902742,1902742QC.nc,5,28.726,-75.76400000000001,2025-04-11 16:32:00.000003072+00:00,68.50647872640799,PACE_OCI_L2_AOP_PACE_OCI.20250411T181125.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250411T181125.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250411T181125.L2.OC_AOP.V3_1.nc,1.2270096863709057,2025-04-11 18:13:54.500000+00:00
1902742,1902742QC.nc,7,28.266,-75.822,2025-05-02 04:38:00.000001536+00:00,-45.958179403162,"PACE_OCI_L2_AOP_PACE_OCI.20250501T165149.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250502T172709.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20250502T172709.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250502T172709.L2.OC_AOP.V3_1.nc,0.4612171563933037,2025-05-02 17:29:38.500000+00:00
1902742,1902742QC.nc,10,26.289,-76.63600000000002,2025-06-01 23:39:00.000004608+00:00,2.6965169767178705,PACE_OCI_L2_AOP_PACE_OCI.20250601T184253.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250601T184253.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250601T184253.L2.OC_AOP.V3_1.nc,261.37472645835237,2025-06-01 18:45:22.500000+00:00
1902742,1902742QC.nc,12,24.252,-74.86099999999999,2025-06-22 11:57:00.000000512+00:00,21.38425590657864,PACE_OCI_L2_AOP_PACE_OCI.20250621T172107.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250621T172107.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250621T172107.L2.OC_AOP.V3_1.nc,7.7839260298750705,2025-06-21 17:23:36.500000+00:00
2903439,2903439QC.nc,0,-35.654,-108.048,2024-10-22 00:19:00.000002560+00:00,14.123030175357904,PACE_OCI_L2_AOP_PACE_OCI.20241021T211851.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241021T211851.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241021T211851.L2.OC_AOP.V3_1.nc,268.22647704805223,2024-10-21 21:21:20.500000+00:00
2903439,2903439QC.nc,15,-34.917,-109.831,2025-03-22 08:20:59.999998464+00:00,-53.54178630786411,PACE_OCI_L2_AOP_PACE_OCI.20250321T202237.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250321T202237.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250321T202237.L2.OC_AOP.V3_1.nc,3.1244742453873218,2025-03-21 20:25:06.500000+00:00
2903440,2903440QC.nc,8,-37.658,-99.29000000000002,2025-01-12 04:24:00.000001536+00:00,-22.04742400441779,PACE_OCI_L2_AOP_PACE_OCI.20250111T191627.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250111T191627.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250111T191627.L2.OC_AOP.V3_1.nc,183.81214042136006,2025-01-11 19:18:57+00:00
2903440,2903440QC.nc,9,-37.685,-99.46499999999996,2025-01-22 06:14:59.999996416+00:00,-32.13935909423605,PACE_OCI_L2_AOP_PACE_OCI.20250122T190501.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250122T190501.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250122T190501.L2.OC_AOP.V3_1.nc,277.25335494285133,2025-01-22 19:07:30.500000+00:00
2903441,2903441QC.nc,13,-39.538,-88.68299999999999,2025-03-05 03:31:59.999996416+00:00,-32.24600639288196,PACE_OCI_L2_AOP_PACE_OCI.20250304T183045.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250304T183045.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250304T183045.L2.OC_AOP.V3_1.nc,262.915170499665,2025-03-04 18:33:14.500000+00:00
2903442,2903442QC.nc,5,-40.541,-78.88600000000002,2024-12-15 14:01:00+00:00,46.80866878758577,PACE_OCI_L2_AOP_PACE_OCI.20241214T174828.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241214T174828.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241214T174828.L2.OC_AOP.V3_1.nc,37.475083891354174,2024-12-14 17:50:57.500000+00:00
2903442,2903442QC.nc,6,-40.541,-78.69999999999999,2024-12-25 15:47:59.999999488+00:00,64.91088672983845,PACE_OCI_L2_AOP_PACE_OCI.20241225T173732.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241225T173732.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241225T173732.L2.OC_AOP.V3_1.nc,128.23744519752455,2024-12-25 17:40:02+00:00
2903442,2903442QC.nc,8,-40.549,-78.01400000000001,2025-01-14 20:29:00+00:00,45.941278320132525,PACE_OCI_L2_AOP_PACE_OCI.20250114T174354.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250114T174354.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250114T174354.L2.OC_AOP.V3_1.nc,133.24465795013674,2025-01-14 17:46:23.500000+00:00
2903442,2903442QC.nc,10,-40.275,-78.017,2025-02-04 02:06:00.000002048+00:00,-16.918381985085734,PACE_OCI_L2_AOP_PACE_OCI.20250203T174450.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250203T174450.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250203T174450.L2.OC_AOP.V3_1.nc,38.37945554932852,2025-02-03 17:47:19.500000+00:00
2903442,2903442QC.nc,12,-39.957,-78.54899999999998,2025-02-24 06:53:59.999997952+00:00,-36.77339676641207,PACE_OCI_L2_AOP_PACE_OCI.20250223T180602.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250223T180602.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250223T180602.L2.OC_AOP.V3_1.nc,24.21715178998067,2025-02-23 18:08:31.500000+00:00
2903442,2903442QC.nc,15,-40.015,-79.33800000000002,2025-03-26 12:05:00.000002048+00:00,6.601181527880283,PACE_OCI_L2_AOP_PACE_OCI.20250325T174422.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250325T174422.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250325T174422.L2.OC_AOP.V3_1.nc,17.860235793527774,2025-03-25 17:46:52+00:00
2903442,2903442QC.nc,16,-40.122,-79.582,2025-04-05 13:32:59.999999488+00:00,20.13617854811225,PACE_OCI_L2_AOP_PACE_OCI.20250405T174042.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250405T174042.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250405T174042.L2.OC_AOP.V3_1.nc,3.2022212379921102,2025-04-05 17:43:11.500000+00:00
2903451,2903451QC.nc,41,-0.141,148.291,2024-04-20 07:21:00.000002048+00:00,10.976028053287362,PACE_OCI_L2_AOP_PACE_OCI.20240420T035021.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240420T035021.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240420T035021.L2.OC_AOP.V3_1.nc,3.51012865260703,2024-04-20 03:52:50.500000+00:00
2903451,2903451QC.nc,56,0.082,149.869,2024-09-17 12:56:00.000001024+00:00,-75.1685892376874,PACE_OCI_L2_AOP_PACE_OCI.20240918T023437.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240918T023437.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240918T023437.L2.OC_AOP.V3_1.nc,3.0888175552940074,2024-09-18 02:37:07+00:00
2903451,2903451QC.nc,57,0.419,148.914,2024-09-27 13:27:00.000000512+00:00,-82.81279687534196,PACE_OCI_L2_AOP_PACE_OCI.20240928T032736.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240928T032736.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240928T032736.L2.OC_AOP.V3_1.nc,11.760234370716383,2024-09-28 03:30:05.500000+00:00
2903451,2903451QC.nc,60,1.342,146.224,2024-10-27 14:37:59.999998464+00:00,-74.78353181871267,PACE_OCI_L2_AOP_PACE_OCI.20241028T023154.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241028T023154.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241028T023154.L2.OC_AOP.V3_1.nc,2.391921115788435,2024-10-28 02:34:23.500000+00:00
2903451,2903451QC.nc,75,0.909,141.29,2025-03-26 20:03:00.000002560+00:00,-9.268634530541917,PACE_OCI_L2_AOP_PACE_OCI.20250327T024639.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250327T024639.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250327T024639.L2.OC_AOP.V3_1.nc,35.987595446261615,2025-03-27 02:49:09+00:00
2903459,2903459QC.nc,36,-9.778,-93.35000000000002,2024-05-15 02:37:59.999998464+00:00,-38.09690147685912,PACE_OCI_L2_AOP_PACE_OCI.20240515T195659.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240515T195659.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240515T195659.L2.OC_AOP.V3_1.nc,9.554275009793336,2024-05-15 19:59:28.500000+00:00
2903459,2903459QC.nc,38,-10.038,-93.54500000000002,2024-06-04 16:21:00.000002048+00:00,47.48504911611203,PACE_OCI_L2_AOP_PACE_OCI.20240604T200504.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240604T200504.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240604T200504.L2.OC_AOP.V3_1.nc,140.4118785674093,2024-06-04 20:07:33.500000+00:00
2903459,2903459QC.nc,41,-9.63,-93.226,2024-07-05 12:42:59.999996928+00:00,2.338823735681056,PACE_OCI_L2_AOP_PACE_OCI.20240705T195953.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240705T195953.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240705T195953.L2.OC_AOP.V3_1.nc,66.25027665715865,2024-07-05 20:02:22.500000+00:00
2903459,2903459QC.nc,53,-9.652,-94.14100000000002,2024-11-16 06:58:00.000003584+00:00,-58.23851970193894,PACE_OCI_L2_AOP_PACE_OCI.20241116T195523.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241116T195523.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241116T195523.L2.OC_AOP.V3_1.nc,30.015957305987687,2024-11-16 19:57:52.500000+00:00
2903459,2903459QC.nc,54,-9.806,-93.856,2024-11-26 14:12:59.999996928+00:00,33.78805163307072,PACE_OCI_L2_AOP_PACE_OCI.20241125T200826.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241125T200826.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241125T200826.L2.OC_AOP.V3_1.nc,6.77058638681772,2024-11-25 20:10:55.500000+00:00
2903459,2903459QC.nc,60,-9.674,-93.01799999999996,2025-01-27 09:02:00.000003072+00:00,-42.15301356030368,PACE_OCI_L2_AOP_PACE_OCI.20250126T195033.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250126T195033.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250126T195033.L2.OC_AOP.V3_1.nc,1.805754835830193,2025-01-26 19:53:02.500000+00:00
2903459,2903459QC.nc,64,-10.461,-91.92700000000002,2025-03-09 12:41:00.000004096+00:00,6.52120322663634,"PACE_OCI_L2_AOP_PACE_OCI.20250308T191928.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250309T195459.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20250308T191928.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250308T191928.L2.OC_AOP.V3_1.nc,0.5335387324839392,2025-03-08 19:21:57.500000+00:00
2903459,2903459QC.nc,69,-10.066,-91.74,2025-04-30 00:19:00.000002560+00:00,-6.098550681113504,PACE_OCI_L2_AOP_PACE_OCI.20250430T192312.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250430T192312.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250430T192312.L2.OC_AOP.V3_1.nc,1.0412612825002647,2025-04-30 19:25:41.500000+00:00
2903459,2903459QC.nc,71,-10.629,-91.65499999999996,2025-05-20 14:26:59.999997440+00:00,28.624482633166807,PACE_OCI_L2_AOP_PACE_OCI.20250520T194100.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250520T194100.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250520T194100.L2.OC_AOP.V3_1.nc,19.609785148940748,2025-05-20 19:43:29.500000+00:00
2903459,2903459QC.nc,73,-10.861,-91.272,2025-06-10 04:49:59.999998976+00:00,-68.46392328418831,PACE_OCI_L2_AOP_PACE_OCI.20250609T195321.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250609T195321.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250609T195321.L2.OC_AOP.V3_1.nc,559.4164356075541,2025-06-09 19:55:50.500000+00:00
2903461,2903461QC.nc,30,-2.993,-98.68099999999998,2024-04-02 18:38:00.000005120+00:00,81.6796374008032,"PACE_OCI_L2_AOP_PACE_OCI.20240401T185808.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240402T193311.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20240402T193311.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240402T193311.L2.OC_AOP.V3_1.nc,0.6921712129036512,2024-04-02 19:35:40.500000+00:00
2903461,2903461QC.nc,32,-3.137,-99.05200000000002,2024-04-23 08:54:59.999997952+00:00,-53.94266901631072,PACE_OCI_L2_AOP_PACE_OCI.20240422T194518.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240422T194518.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240422T194518.L2.OC_AOP.V3_1.nc,6.043456665266645,2024-04-22 19:47:47.500000+00:00
2903461,2903461QC.nc,37,-3.058,-100.29500000000002,2024-06-13 19:10:59.999997440+00:00,62.71371768733594,PACE_OCI_L2_AOP_PACE_OCI.20240613T202258.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240613T202258.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240613T202258.L2.OC_AOP.V3_1.nc,1.921015259163932,2024-06-13 20:25:28+00:00
2903461,2903461QC.nc,39,-3.08,-101.16500000000002,2024-07-04 09:39:59.999997952+00:00,-44.19930944265547,PACE_OCI_L2_AOP_PACE_OCI.20240703T202852.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240703T202852.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240703T202852.L2.OC_AOP.V3_1.nc,14.033717775474084,2024-07-03 20:31:21.500000+00:00
2903461,2903461QC.nc,51,-2.734,-104.349,2024-11-15 01:07:59.999998464+00:00,-5.294819364774454,PACE_OCI_L2_AOP_PACE_OCI.20241114T202513.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241114T202513.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241114T202513.L2.OC_AOP.V3_1.nc,1.1359476508682151,2024-11-14 20:27:42.500000+00:00
2903461,2903461QC.nc,52,-2.353,-104.369,2024-11-25 08:09:00.000001536+00:00,-58.90276978505011,PACE_OCI_L2_AOP_PACE_OCI.20241125T200826.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241125T200826.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241125T200826.L2.OC_AOP.V3_1.nc,4.12092694035556,2024-11-25 20:10:55.500000+00:00
2903461,2903461QC.nc,56,-2.401,-103.959,2025-01-05 11:23:59.999997952+00:00,-21.34959068217916,PACE_OCI_L2_AOP_PACE_OCI.20250104T201321.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250104T201321.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250104T201321.L2.OC_AOP.V3_1.nc,2.311661094851739,2025-01-04 20:15:50.500000+00:00
2903461,2903461QC.nc,57,-2.532,-104.239,2025-01-15 18:33:59.999998976+00:00,69.93894921765461,PACE_OCI_L2_AOP_PACE_OCI.20250115T200156.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250115T200156.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250115T200156.L2.OC_AOP.V3_1.nc,50.29969592100503,2025-01-15 20:04:25.500000+00:00
2903461,2903461QC.nc,58,-2.771,-104.281,2025-01-26 01:13:59.999996928+00:00,0.335371889442106,PACE_OCI_L2_AOP_PACE_OCI.20250126T195033.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250126T195033.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250126T195033.L2.OC_AOP.V3_1.nc,0.04357582417569828,2025-01-26 19:53:02.500000+00:00
2903461,2903461QC.nc,65,-3.577,-108.831,2025-04-28 18:00:00+00:00,64.55778385305014,PACE_OCI_L2_AOP_PACE_OCI.20250427T205356.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250427T205356.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250427T205356.L2.OC_AOP.V3_1.nc,53.31757287382331,2025-04-27 20:56:25.500000+00:00
2903461,2903461QC.nc,67,-4.116,-109.106,2025-05-19 07:26:00.000004096+00:00,-73.95122539182368,"PACE_OCI_L2_AOP_PACE_OCI.20250518T200841.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250519T204402.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20250519T204402.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250519T204402.L2.OC_AOP.V3_1.nc,7.674300874740307,2025-05-19 20:46:31.500000+00:00
2903461,2903461QC.nc,68,-3.964,-109.108,2025-05-29 14:25:00.000004608+00:00,14.980411031711627,"PACE_OCI_L2_AOP_PACE_OCI.20250528T210646.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250529T200343.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20250529T200343.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250529T200343.L2.OC_AOP.V3_1.nc,1.0857512009543324,2025-05-29 20:06:12.500000+00:00
2903461,2903461QC.nc,70,-3.586,-109.915,2025-06-19 03:50:00.000002048+00:00,-35.40012196472696,PACE_OCI_L2_AOP_PACE_OCI.20250619T205543.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250619T205543.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250619T205543.L2.OC_AOP.V3_1.nc,34.27752902605296,2025-06-19 20:58:12.500000+00:00
2903462,2903462QC.nc,31,0.81,-97.64800000000002,2024-04-01 01:38:00.000001536+00:00,-15.782634689793772,PACE_OCI_L2_AOP_PACE_OCI.20240401T185808.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240401T185808.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240401T185808.L2.OC_AOP.V3_1.nc,26.29334121606088,2024-04-01 19:00:38+00:00
2903462,2903462QC.nc,32,0.868,-98.29399999999998,2024-04-11 01:29:00.000003584+00:00,-13.428455432195635,"PACE_OCI_L2_AOP_PACE_OCI.20240410T191830.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240411T195333.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20240410T191830.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240410T191830.L2.OC_AOP.V3_1.nc,0.2533559086352685,2024-04-10 19:20:59.500000+00:00
2903462,2903462QC.nc,36,0.375,-102.41199999999998,2024-05-21 03:11:00.000001024+00:00,-33.483790091716074,PACE_OCI_L2_AOP_PACE_OCI.20240521T200935.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240521T200935.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240521T200935.L2.OC_AOP.V3_1.nc,0.3996427162349515,2024-05-21 20:12:04.500000+00:00
2903462,2903462QC.nc,37,0.656,-103.303,2024-05-31 04:26:00.000004096+00:00,-48.05235969202176,PACE_OCI_L2_AOP_PACE_OCI.20240530T202745.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240530T202745.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240530T202745.L2.OC_AOP.V3_1.nc,30.415709714062096,2024-05-30 20:30:14.500000+00:00
2903462,2903462QC.nc,38,0.913,-104.103,2024-06-10 04:52:59.999998464+00:00,-51.69333509160515,PACE_OCI_L2_AOP_PACE_OCI.20240610T201702.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240610T201702.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240610T201702.L2.OC_AOP.V3_1.nc,0.44131580567004947,2024-06-10 20:19:31.500000+00:00
2903462,2903462QC.nc,43,-0.443,-106.701,2024-07-30 05:29:00+00:00,-58.75517886954734,PACE_OCI_L2_AOP_PACE_OCI.20240729T204400.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20240729T204400.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20240729T204400.L2.OC_AOP.V3_1.nc,41.18164978904149,2024-07-29 20:46:29.500000+00:00
2903462,2903462QC.nc,54,1.336,-104.207,2024-11-17 11:26:00.000001024+00:00,-18.328856745228773,"PACE_OCI_L2_AOP_PACE_OCI.20241116T195523.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241117T202937.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20241116T195523.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241116T195523.L2.OC_AOP.V3_1.nc,3.7386572114128183,2024-11-16 19:57:52.500000+00:00
2903462,2903462QC.nc,55,1.875,-104.138,2024-11-27 12:05:59.999998464+00:00,-9.59805060485601,"PACE_OCI_L2_AOP_PACE_OCI.20241126T190922.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241127T194335.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20241127T194335.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241127T194335.L2.OC_AOP.V3_1.nc,25.991155216993825,2024-11-27 19:46:05+00:00
2903462,2903462QC.nc,57,1.945,-102.959,2024-12-17 13:35:00.000002048+00:00,10.033999545115304,PACE_OCI_L2_AOP_PACE_OCI.20241216T190800.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241216T190800.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241216T190800.L2.OC_AOP.V3_1.nc,5.73976496869335,2024-12-16 19:10:29.500000+00:00
2903462,2903462QC.nc,58,1.536,-102.634,2024-12-27 13:49:59.999998976+00:00,12.779948849521675,"PACE_OCI_L2_AOP_PACE_OCI.20241226T200036.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20241227T203021.L2.OC_AOP.V3_1.nc_3.1",PACE_OCI_L2_AOP_PACE_OCI.20241226T200036.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20241226T200036.L2.OC_AOP.V3_1.nc,36.380129293061735,2024-12-26 20:03:05.500000+00:00
2903462,2903462QC.nc,60,0.663,-102.25,2025-01-16 14:56:00.000004096+00:00,26.979682817725063,PACE_OCI_L2_AOP_PACE_OCI.20250115T200156.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250115T200156.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250115T200156.L2.OC_AOP.V3_1.nc,26.186086121374824,2025-01-15 20:04:25.500000+00:00
2903462,2903462QC.nc,61,1.266,-102.356,2025-01-26 15:47:59.999999488+00:00,38.41567776177587,PACE_OCI_L2_AOP_PACE_OCI.20250126T195033.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI_L2_AOP_PACE_OCI.20250126T195033.L2.OC_AOP.V3_1.nc_3.1,PACE_OCI.20250126T195033.L2.OC_AOP.V3_1.nc,15.049437474152132,2025-01-26 19:53:02.500000+00:00
