wmo,profile,lat,lon,bnw,bbp700_first3_mean,rel_dbbp
2903863,122,17.3,-163.816,0.0008201602031476,0.0004883333333333,0.40458787020001613
2903884,0,0.513,-139.96,0.0008400063379667,0.0013673333333333,-0.6277654959640372
2903884,1,0.524,-139.927,0.0008214268600568,0.0015469999999999,-0.8833082715275808
2903884,5,0.536,-139.805,0.001367284101434,0.0011516666666666,0.1576976098392877
2903884,6,0.536,-139.777,0.0017151506617665,0.001089,0.365070355464635
2903884,7,0.539,-139.749,0.001676041050814,0.001001,0.4027592584836475
2903884,8,0.54,-139.72,0.0012587150558829,0.0010083333333333,0.19891850929992644
2903884,9,0.54,-139.692,0.0027131412643939,0.0009303333333333,0.6571010343093466
2903884,10,0.522,-139.67,0.0027131412643939,0.0011963333333333,0.5590596962150609
2903884,11,0.494,-139.652,0.0025289945770055,0.0009453333333333,0.6262019136266246
2903884,12,0.462,-139.624,0.0026031115557998,0.00095,0.6350521367847738
2903884,15,0.943,-138.307,0.0030484301969408,0.001034,0.6608090285164957
2903884,16,0.362,-138.387,0.0026806041132658,0.0008676666666666,0.6763167442843638
2903884,17,-0.347,-138.044,0.000796929874923,0.001073,-0.34641708607507543
2903884,18,-0.227,-137.417,0.0008114423253573,0.001224,-0.5084251360206528
2903884,19,0.154,-136.761,0.000525064242538,0.0009353333333333,-0.7813693212323594
2903884,20,0.513,-136.033,0.0010555394692346,0.0015913333333333,-0.5076019227279285
2903884,21,0.448,-135.653,0.0012241646181792,0.0010706666666666,0.12538995918776832
2903884,24,1.097,-133.798,0.0023612813092768,0.001121,0.5252577506983556
2903885,3,-11.969,95.05700000000002,0.0014442019164562,0.000697,0.517380504721731
2903885,4,-11.977,95.05399999999997,0.0012362636625766,0.000661,0.46532441257526336
2903885,7,-11.91,94.79899999999998,0.0063497209921479,0.0006396666666666,0.8992606655540274
2903885,8,-11.729,94.29000000000002,0.0013241750421002,0.000716,0.4592859877011483
2903886,48,32.079,-119.565,0.0016486211679875,0.0019256666666666,-0.16804679210645718
2903886,50,32.669,-120.155,0.001498625264503,0.0017393333333333,-0.16061925187823908
2903886,51,33.209,-120.641,0.0083052646368741,0.002238,0.7305323673777204
2903886,53,33.603,-120.404,0.0043540447950363,0.0070853333333333,-0.6272991360609621
2903886,54,33.541,-120.601,0.0025801414158195,0.006051,-1.0
2903886,56,33.728,-120.975,0.002844467293471,0.0025583333333333,0.10059316231002995
2903886,59,33.025,-121.377,0.0037512525450438,0.001412,0.6235923913292505
2903886,61,33.073,-121.632,0.003719663945958,0.0017086666666666,0.5406395062856861
2903886,64,33.247,-121.839,0.0030394133646041,0.0023656666666666,0.22166997940579855
2903886,68,33.281,-122.316,0.0006876324187032,0.001121,-0.6302314572574751
2903886,72,32.336,-122.331,0.0008776521426625,0.0011753333333333,-0.33917901660643796
2903886,77,32.073,-123.12,0.0020051435567438,0.0012553333333333,0.3739434121256308
2903886,79,31.803,-123.041,0.0012436308898031,0.0008073333333333,0.3508256027147071
2903886,80,31.834,-122.998,0.0009071951499208,0.0016863333333333,-0.8588429771483238
2903886,81,32.001,-122.818,0.0008314311271533,0.0011553333333333,-0.38957190271308967
2903886,85,31.982,-122.107,0.0019920081831514,0.0005536666666666,0.7220560280075319
2903887,32,15.264,158.966,0.0029439439531415,0.000343,0.8834896297417678
2903887,33,15.329,158.627,0.0014379220083355,0.000376,0.73851154803921
2903887,34,15.568,158.10699999999997,0.000536678766366,0.000339,0.3683372228503421
2903887,40,16.603,156.308,0.0009002889855764,0.0003803333333333,0.5775430562556578
2903887,42,17.298,156.543,0.0016561376396566,0.0003766666666666,0.7725631869916911
2903887,45,17.382,157.29499999999996,0.0015200088964775,0.0003346666666666,0.779825850070902
2903887,47,17.161,156.822,0.0009897170821204,0.0003806666666666,0.615378299977355
2903939,0,-18.965,5.996000000000009,0.0018439219566062,0.0011776666666666,0.36132510248202976
2903939,1,-18.95,5.811000000000007,0.0025135506875813,0.0006976666666666,0.7224377968132643
2903940,0,-15.996,-10.004000000000019,0.0011931989574804,0.0004096666666666,0.6566652492458875
2903940,2,-15.632,-10.009000000000015,0.0013381370808929,0.000517,0.6136419748154495
2903940,3,-15.456,-10.019000000000005,0.0012728824513033,0.0004239999999999,0.6668977566893409
2903940,4,-15.406,-10.011000000000024,0.0010961554944515,0.0004203333333333,0.6165385883107501
2903941,0,-15.987,-19.031999999999982,0.0001162823027698,0.000462,-1.0
2903941,2,-15.875,-19.605000000000018,0.0008446522406302,0.0004333333333333,0.486968349234488
2903941,3,-15.751,-19.944999999999993,0.0008233103435486,0.000401,0.5129418655526353
3902261,25,58.832,-23.88900000000001,0.0007237838581204,0.000877,-0.2116877022893107
3902332,0,41.502,-44.75599999999997,0.0003146674716845,0.0005546666666666,-0.7627073548381705
3902332,1,41.957,-46.14699999999999,0.0012054881080985,0.0007399999999999,0.38614077150279535
3902334,0,37.331,-72.30200000000002,0.0017381033394485,0.000769,0.5575637060544377
3902334,4,38.096,-63.67700000000002,0.002909418195486,0.0018173333333333,0.3753619413830174
3902340,0,20.617,-177.948,0.0012767420848831,0.0004059999999999,0.6820031196535096
3902340,1,20.396,-177.844,0.0022687134332954,0.000404,0.8219255045300395
3902340,3,20.155,-177.195,0.0008889304590411,0.0003853333333333,0.5665202722955813
3902340,13,19.768,-176.429,0.0012002007570117,0.000427,0.6442261867396594
3902340,14,19.892,-176.673,0.0008091998170129,0.000416,0.48591189561110804
3902340,17,20.233,-177.732,0.0020010583102703,0.0004303333333333,0.784947129664017
3902340,19,20.457,-178.428,0.0010508284904062,0.0003926666666666,0.6263265887330349
3902341,2,15.153,154.183,0.0007737910491414,0.0003203333333333,0.5860208854977808
3902341,4,14.583,154.37599999999998,0.0003524648491293,0.0003233333333333,0.08265083984392792
3902341,10,14.806,158.40999999999997,0.0019219832029193,0.00036,0.8126934723190108
3902341,11,15.113,158.185,0.0007019332842901,0.0003586666666666,0.4890302615734522
3902341,12,15.38,157.591,0.0005812325398437,0.0003643333333333,0.3731711348589098
3902341,13,15.632,156.812,0.0011252135736867,0.0003743333333333,0.6673224158620683
3902341,16,16.173,154.62599999999998,0.0006320298998616,0.0003563333333333,0.4362081075415439
3902341,17,16.109,154.065,0.000895143894013,0.0004163333333333,0.5348978682445733
3902342,1,21.258,-173.378,0.0008593786042183,0.0003903333333333,0.5457958443259693
3902342,86,22.349,-177.616,0.0020329500548541,0.0003756666666666,0.8152110693670924
3902342,87,22.377,-177.626,0.0017744654323905,0.000395,0.7773977487586956
3902342,88,22.363,-177.635,0.000731153297238,0.0003693333333333,0.4948619739136905
3902342,89,22.363,-177.649,0.0006724959239363,0.000387,0.42453182803728445
3902342,90,22.352,-177.646,0.0006773809436708,0.0003426666666666,0.4941300462194101
3902342,91,22.356,-177.663,0.0005422987742349,0.0003553333333333,0.34476463858023554
3902342,92,22.358,-177.661,0.0005248867091722,0.0003686666666666,0.2976262110960573
3902342,93,22.356,-177.675,0.0006980934413149,0.0003569999999999,0.48860714215067036
3902342,95,22.366,-177.693,0.0003626763937063,0.0003586666666666,0.01105593611628093
3902342,96,22.371,-177.687,0.0017785537056624,0.0005206666666666,0.7072527722896711
3902342,97,22.362,-177.707,0.0006060295854695,0.000355,0.4142200174518274
3902342,98,22.369,-177.709,0.0005567427724599,0.0003676666666666,0.33961124444937163
3902342,99,22.364,-177.719,0.0008145701722241,0.0003596666666666,0.5584583392188703
3902342,100,22.363,-177.73,0.0006751059554517,0.0003433333333333,0.4914378542201091
3902342,101,22.361,-177.728,0.0009197792387567,0.000377,0.5901190371402544
3902342,102,22.364,-177.751,0.0006943474290892,0.00035,0.4959295802979968
3902342,103,22.362,-177.739,0.0006295245257206,0.0003663333333333,0.4180793307235044
3902342,104,22.369,-177.752,0.0005345827667042,0.0003783333333333,0.29228295991321646
3902342,105,22.364,-177.728,0.0011359647614881,0.0003576666666666,0.6851428153474929
3902342,106,22.366,-177.726,0.0011359647614881,0.0003716666666666,0.6728184893871872
3902342,107,22.357,-177.713,0.0011359647614881,0.000373,0.6716447440575757
3902342,108,22.354,-177.701,0.0006738739903084,0.000373,0.44648405285787085
3902342,109,22.35,-177.69,0.0006647520931437,0.000367,0.447914487543155
3902342,110,22.35,-177.668,0.0008307243697345,0.0003943333333333,0.5253138734098661
3902342,111,22.347,-177.648,0.0020313379354774,0.0003943333333333,0.8058750705895597
3902342,112,22.346,-177.614,0.0020313379354774,0.0003923333333333,0.8068596433507284
3902342,113,22.349,-177.62,0.0024097675923258,0.0003856666666666,0.8399569037716322
3902342,114,22.363,-177.615,0.0024097675923258,0.0003803333333333,0.8421701185854944
3902342,120,22.412,-177.636,0.0030050578061491,0.0003943333333333,0.8687767894093766
3902342,121,22.433,-177.642,0.0029692512471228,0.0003756666666666,0.8734810107327157
3902342,122,22.444,-177.643,0.0014240519376471,0.0003996666666666,0.7193454423249813
3902342,123,22.451,-177.655,0.0001047095720423,0.0003843333333333,-1.0
3902342,124,22.449,-177.663,0.000579870713409,0.0003656666666666,0.3693996640787677
3902342,125,22.441,-177.674,0.0005944783915765,0.0003689999999999,0.3792877836630072
3902342,126,22.434,-177.676,0.0007468203548341,0.000373,0.5005492317053156
3902342,127,22.433,-177.665,0.0006018107524141,0.0003703333333333,0.38463490084258695
3902342,128,22.43,-177.66,0.0011576237156987,0.0003556666666666,0.6927614199300224
3902342,129,22.438,-177.65,0.0009704310796223,0.000401,0.586781577362431
3902342,130,22.439,-177.639,0.0012283039977774,0.0003796666666666,0.6909017088981214
3902342,131,22.446,-177.641,0.0010559746297076,0.000389,0.631619937585324
3902342,132,22.457,-177.644,0.0010559746297076,0.0003656666666666,0.6537164280472786
3902342,133,22.461,-177.654,0.0015804310096427,0.0003816666666666,0.7585046962898517
3902342,134,22.466,-177.662,0.0015804310096427,0.0003696666666666,0.766097561734015
3902342,135,22.462,-177.658,0.0015804310096427,0.0003716666666666,0.7648320841599877
3902342,136,22.46,-177.655,0.0015804310096427,0.0003683333333333,0.7669412134500121
3902342,137,22.463,-177.65,0.0016320555005222,0.0003696666666666,0.7734962649564798
3902342,138,22.462,-177.64,0.0016320555005222,0.0003816666666666,0.7661435738279242
3902342,139,22.469,-177.64,0.0016320555005222,0.0003796666666666,0.7673690223493501
3902343,0,19.535,172.06,0.0016800510929897,0.0006649999999999,0.6041787045794463
3902343,2,19.924,172.149,0.0010444043437018,0.000308,0.705095060301721
3902343,4,21.007,171.171,0.002881015650928,0.0003176666666666,0.8897379587076257
3902343,10,20.375,171.87900000000002,0.0013573605101555,0.0003699999999999,0.7274121375775751
3902343,18,20.82,173.019,0.0023827266413718,0.0004046666666666,0.8301665580766652
3902344,12,20.956,178.01999999999998,0.0003899315779563,0.000445,-0.14122585898870582
3902344,18,20.356,178.92899999999997,0.0013399866875261,0.0004813333333333,0.6407924512877485
3902345,2,14.24,149.053,0.0009085503406822,0.0003896666666666,0.5711116388179301
3902345,4,14.185,150.74099999999999,0.0011690951650962,0.0003979999999999,0.6595657805434939
3902345,6,13.262,151.40800000000002,0.0009152932325378,0.0004199999999999,0.5411306616619665
3902345,9,14.12,151.849,0.0006324731511995,0.0004043333333333,0.3607106759133215
3902345,10,14.218,152.459,0.0004799462913069,0.0004156666666666,0.13393087060901288
3902345,12,14.021,153.529,0.0006713258917443,0.0004323333333333,0.356000805793484
3902348,3,25.025,-67.60899999999998,0.0005939244874753,0.0003493333333333,0.41182197282642274
3902348,6,26.318,-68.77300000000002,0.0008337416220456,0.000374,0.5514197802883053
3902348,11,26.539,-66.29399999999998,0.0005806460394524,0.0003393333333333,0.41559347644337497
3902348,12,26.36,-66.23700000000002,0.0016812689136713,0.000335,0.8007457359878987
3902533,22,-4.052,166.947,0.0012293105246499,0.0008969999999999,0.2703226873817256
3902533,39,-4.596,-177.393,0.0012985926587134,0.0005823333333333,0.5515658205628119
3902556,33,-14.718,-79.79199999999997,0.0055515053682029,0.001129,0.7966317376784825
3902556,45,-13.864,-81.22199999999998,0.0028533712029457,0.0008716666666666,0.6945134002310221
3902615,4,26.241,-37.535000000000025,0.0007702935836277,0.0006356666666666,0.17477351469951777
3902615,5,26.044,-37.40899999999999,0.0021938120480626,0.0006253333333333,0.7149558304752932
3902615,6,25.762,-37.33600000000001,0.0013089759740978,0.0006063333333333,0.5367880348214872
4903026,310,36.5,-126.986,0.0040450072847306,0.0011473333333333,0.7163581539978084
4903026,319,37.038,-126.81,0.0018199675250798,0.0009386666666666,0.48423988135423335
4903026,325,37.248,-126.282,0.002342639490962,0.0005856666666666,0.7499970998840726
4903026,326,37.234,-126.156,0.0014854631153866,0.000716,0.5179954368549522
4903026,327,37.198,-126.014,0.0016790616791695,0.001412,0.15905412081204454
4903026,328,37.132,-125.874,0.0011000540107488,0.000575,0.47729839227748366
4903026,331,37.004,-125.468,0.0010410688119009,0.0009729999999999,0.0653835857177513
4903026,332,37.0,-125.37,0.0018152149859815,0.0008266666666666,0.5445902149052525
4903026,333,37.039,-125.293,0.0010630299802869,0.0008516666666666,0.19883099963300702
4903026,334,37.097,-125.228,0.0005983484443277,0.0008776666666666,-0.46681532305601614
4903026,335,37.17,-125.162,0.0007775455596856,0.0011403333333333,-0.4665807284583981
4903026,343,37.56,-125.49,0.0061138994060456,0.0049383333333333,0.19227762752358443
4903026,348,37.558,-125.954,0.0011554535012692,0.0019356666666666,-0.675244105055184
4903026,349,37.554,-126.081,0.0020788775291293,0.0016316666666666,0.215121312437297
4903026,350,37.536,-126.239,0.001141648273915,0.001009,0.11619014099685504
4903026,351,37.514,-126.404,0.0022618153598159,0.0022373333333333,0.010824060583173697
4903026,352,37.505,-126.58,0.0038860640488564,0.0014233333333333,0.6337339489419477
4903026,354,37.517,-126.953,0.006320524495095,0.001907,0.6982845329560997
4903026,368,38.175,-127.371,0.0006952594267204,0.001174,-0.6885783275717116
4903026,369,38.071,-127.152,0.0010302425362169,-8.899999999999995e-05,1.0
4903026,373,38.045,-126.612,0.0007053433801047,0.0012063333333333,-0.7102780962575049
4903026,374,38.118,-126.513,0.0013155901106074,0.0007483333333333,0.4311804814435713
4903026,375,38.223,-126.425,0.0019618808291852,0.001008,0.4862073246219353
4903026,397,38.4,-126.159,0.0011959053808823,0.001211,-0.012621917552176006
4903026,398,38.342,-125.995,0.0021045960020273,0.0013183333333333,0.3735931589419606
4903026,402,37.851,-126.003,0.002979464828968,0.000904,0.6965898065951934
4903026,415,37.388,-126.423,0.0007609648164361,0.001779,-1.0
4903273,112,38.475,-66.75999999999999,0.0035985303111374,0.0048146666666666,-0.33795362283465424
4903273,118,37.738,-61.339,0.0014478630619123,0.0004306666666666,0.7025501388938077
4903273,120,37.948,-59.91500000000002,0.0007136889034882,0.0004866666666666,0.3180969126912502
4903274,109,27.114,-74.32999999999998,0.0010052968282252,0.0004863333333333,0.5162291179293815
4903274,110,27.173,-74.09100000000001,0.0017280477331951,0.000522,0.6979250109979079
4903274,111,27.494,-73.993,0.001482855877839,0.0005223333333333,0.6477517868462656
4903274,112,28.001,-74.589,0.0035989747848361,0.0004316666666666,0.8800584353951625
4903274,113,28.735,-75.11000000000001,0.0007591806352138,0.0006326666666666,0.16664541043196024
4903274,119,29.346,-76.44299999999998,0.0009346941369585,0.000745,0.20294781946077656
4903274,121,28.39,-75.476,0.001895536435768,0.0005826666666666,0.6926112019416154
4903274,122,28.414,-74.87900000000002,0.0007326334598474,0.000578,0.2110652438391342
4903274,125,28.445,-76.65300000000002,0.0010103287640959,0.0004403333333333,0.5641682697935108
4903274,136,23.662,-71.84199999999998,0.0012603898067027,0.0004053333333333,0.6784063698565679
4903274,138,23.0,-71.608,0.0025475944858044,0.0004146666666666,0.8372320756002619
4903274,139,22.367,-71.42000000000002,0.0017742394702509,0.0003966666666666,0.7764300291377767
4903274,140,22.172,-70.62099999999998,0.0013187362346798,0.000445,0.6625557194096137
4903274,141,23.079,-70.93,0.0011991444043815,0.0004556666666666,0.6200068440450875
4903274,143,23.17,-69.37,0.0009926859056577,0.0004646666666666,0.5319096765469465
4903274,144,22.654,-69.29399999999998,0.0021093906834721,0.0004506666666666,0.7863522057825754
4903456,63,37.642,-50.685,0.0041834935545921,0.0010223333333333,0.7556268893467962
4903456,65,38.326,-52.259000000000015,0.0032171164639294,0.0007936666666666,0.7532987457665079
4903456,66,38.408,-52.12299999999999,0.0021789933089166,0.000611,0.7195952839782741
4903456,67,37.904,-51.98700000000002,0.0011917665833607,0.0006386666666666,0.4641008771486075
4903456,68,37.508,-52.55799999999999,0.0009971564868465,0.0006416666666666,0.3565035426928164
4903456,69,37.169,-53.036,0.0004724037135019,0.0005093333333333,-0.07817385591159517
4903456,70,37.235,-52.932000000000016,0.0013144140830263,0.0005913333333333,0.5501164047391996
4903458,68,13.316,-58.291,0.0024457226973026,0.0008873333333333,0.6371897213400586
4903458,69,13.267,-57.696000000000026,0.0008443393162451,0.0007623333333333,0.0971244395872652
4903458,70,13.077,-57.141999999999996,0.0004119538934901,0.0007956666666666,-0.9314459196529509
4903458,71,14.051,-56.93000000000001,0.0020469923038035,0.0006263333333333,0.6940226242328732
4903458,84,14.51,-55.07900000000001,0.0005219575250521,0.0005983333333333,-0.14632571543743236
4903458,85,14.021,-55.089999999999975,0.0017695343121886,0.0006476666666666,0.6339903316904032
4903459,51,4.406,-28.380999999999972,7.015295523160603e-06,0.0011943333333333,-1.0
4903459,75,3.016,-23.281000000000006,0.0006496986607089,0.0005976666666666,0.08008634954784542
4903459,81,3.207,-24.48599999999999,0.0004914727760478,0.000889,-0.808848919667398
4903462,56,7.713,-55.17599999999999,0.0011529120383784,0.0011099999999999,0.03722056579342938
4903462,66,10.102,-53.23599999999999,0.0007859752513468,0.0007053333333333,0.10260109065179446
4903462,67,10.782,-53.16300000000001,0.0009783778805285,0.0006793333333333,0.3056534220026133
4903462,68,10.618,-52.98599999999999,0.0011636627605184,0.0009406666666666,0.19163292099547594
4903462,82,10.662,-51.06,4.9454006330051925e-06,0.0006616666666666,-1.0
4903463,50,5.378,-22.46199999999999,0.0039662979543209,0.001005,0.7466151026538113
4903463,72,5.783,-22.283999999999992,0.0005998637061566,0.000793,-0.3219669599296945
4903463,74,5.671,-22.692000000000007,0.0003226391563657,0.0009626666666666,-1.0
4903463,80,5.638,-23.110000000000014,1.8031293153762815,0.0008976666666666,0.9995021617922731
4903485,35,28.501,-16.067000000000007,0.0009562039631418,0.000794,0.16963322616740298
4903485,37,28.198,-16.007000000000005,0.0004285404866095,0.0004646666666666,-0.0843005064537095
4903485,38,27.913,-16.494000000000028,0.0008353405282832,0.0005836666666666,0.3012829535924021
4903485,40,27.555,-16.99000000000001,0.0042915283702313,0.0005213333333333,0.8785203572345948
4903485,41,27.237,-17.101999999999975,0.000954425020609,0.0005733333333333,0.3992892883639334
4903485,43,26.816,-16.795000000000016,0.0011866834247484,0.0005896666666666,0.5030969048955741
4903485,46,27.651,-17.25799999999998,0.0005037473747506,0.0006966666666666,-0.3829683321158989
4903485,47,27.799,-17.052999999999997,7.708731573075056e-06,0.0006216666666666,-1.0
4903485,53,26.184,-15.649000000000001,0.0014114371733739,0.0007036666666666,0.5014537806280425
4903485,63,25.616,-16.581999999999994,3.583038568496704,0.0007116666666666,0.9998013790102837
4903485,67,26.063,-16.649,0.0011510875774547,0.0009273333333333,0.19438507417147907
4903485,69,25.873,-16.778999999999996,0.0014408457791432,0.0012823333333333,0.11001347132665341
4903485,71,25.628,-16.548999999999978,0.0009437591070309,0.0009243333333333,0.02058340264256013
4903486,49,4.783,-19.59699999999998,4.103306770324707,0.001106,0.9997304612933162
4903486,62,4.927,-21.642999999999972,0.0009942353935912,0.0007126666666666,0.28320127078514834
4903487,37,25.341,-22.88900000000001,0.0009802692802622,0.0008449999999999,0.13799196097027386
4903487,41,25.517,-22.307999999999993,0.0012691000010818,0.0009099999999999,0.28295642642486624
4903487,47,26.061,-24.089,0.0019290485652163,0.0006193333333333,0.6789436282212753
4903487,49,26.358,-24.649,0.0016989067662507,0.0005639999999999,0.668021806020241
4903487,50,26.509,-24.75999999999999,0.0008709919056855,0.0005683333333333,0.3474872388326015
4903487,53,26.414,-24.25400000000002,0.0011376128531992,0.0005536666666666,0.513308358718367
4903487,55,26.191,-24.267999999999972,0.008018871769309,0.0005183333333333,0.9353608153060706
4903487,58,25.55,-23.514999999999986,0.0009480566950514,0.00057,0.3987701337111524
4903487,65,26.679,-23.713000000000022,0.0015236038016155,0.0007563333333333,0.5035892319700513
4903487,71,26.84,-22.911,0.0022999185603111,0.0008573333333333,0.6272331776750685
4903487,75,26.568,-22.706999999999994,0.0007718933047726,0.000615,0.20325776088810724
4903488,42,54.455,-16.821000000000026,0.002087760483846,0.0008286666666666,0.6030834604455876
4903488,70,55.103,-25.011000000000024,0.0009579241159372,0.0009683333333333,-0.010866432134779254
4903489,42,-2.217,-17.089999999999975,0.0004648520553018,0.0008386666666666,-0.8041582415336532
4903489,44,-2.636,-16.613999999999976,0.0009570300462655,0.0009733333333333,-0.017035292811775706
4903489,72,-2.635,-16.50400000000002,0.0006439387798309,0.0006406666666666,0.00508140411291779
4903489,74,-2.655,-17.165999999999997,0.0018756359349936,0.0006773333333333,0.6388780356057685
4903489,78,-3.314,-19.93599999999998,0.0014042818220332,0.0006836666666666,0.5131556529894062
4903533,35,41.488,-27.726999999999975,0.0020177618134766,0.0011953333333333,0.4075944319345886
4903533,37,41.134,-28.24200000000002,0.0037892535328865,0.0021226666666666,0.43981930788103313
4903533,43,40.865,-28.25,0.0043347310274839,0.0006879999999999,0.8412819629089534
4903533,44,41.144,-28.28800000000001,0.0026085991412401,0.0008156666666666,0.6873162097727131
4903533,45,41.204,-28.432999999999993,0.0016795254778116,0.0008506666666666,0.49350773304433126
4903533,46,41.094,-28.697000000000003,0.0033321103546768,0.00086,0.7419053067096224
4903533,47,41.071,-29.007000000000005,0.0007259984267875,0.0006953333333333,0.04223851226495249
4903564,0,25.404,-29.01400000000001,0.0009270242298953,0.000718,0.22547871258867486
4903564,2,25.184,-29.22800000000001,2.259810798932449e-06,0.0008376666666666,-1.0
4903564,5,24.402,-29.023000000000025,0.0009536896832287,0.000876,0.08146222465748283
4903564,6,24.178,-28.84699999999998,0.0015627520624548,0.000676,0.5674297822150197
4903565,0,18.238,-49.012,0.0032680300064384,0.0005073333333333,0.8447586673519539
4903565,4,16.114,-49.32400000000001,0.0020945842843502,0.000562,0.7316890018706751
4903570,13,31.882,-65.34100000000001,0.0015182392671704,0.000945,0.37756846339428946
4903570,14,32.27,-65.25599999999997,0.0012825363082811,0.0008313333333333,0.35180522534486214
4903570,16,32.632,-64.839,0.0006859387503936,0.000612,0.10779205920524684
4903570,17,32.675,-64.78899999999999,0.0012172181159257,0.0005653333333333,0.5355529744943359
4903570,19,32.568,-64.85399999999998,0.0013738715788349,0.000611,0.5552713882340056
4903570,20,32.926,-64.47300000000001,0.0018185034859925,0.0004586666666666,0.7477779557753942
4903570,21,32.941,-65.21499999999997,0.0019324510358273,0.0004746666666666,0.7543706630251612
4903570,24,33.239,-65.64100000000002,9.126650547841564e-05,0.000502,-1.0
4903570,25,33.268,-67.80099999999999,0.0010651487391442,0.000543,0.4902120426521121
4903570,30,32.016,-66.32100000000003,0.0030500823631882,0.00046,0.8491844005421645
4903570,32,31.471,-67.03699999999998,0.0013930851127952,0.0004273333333333,0.6932467877171816
4903570,43,31.633,-68.70999999999998,0.0023896906059235,0.0006296666666666,0.7365070335440916
4903570,44,32.005,-68.32600000000002,0.0007711465586908,0.0006963333333333,0.0970155731285539
4903570,45,32.175,-67.719,0.0011269426904618,0.0007506666666666,0.3338910017163421
4903570,48,32.145,-66.54599999999999,0.0027969263028353,0.0006526666666666,0.7666486006424342
4903570,49,32.286,-66.75299999999999,0.0011436756467446,0.0006503333333333,0.4313655841283038
4903571,5,19.99,-22.78800000000001,0.0020299712195992,0.001011,0.5019633824170113
4903571,14,19.998,-23.13299999999998,0.0013878806494176,0.0012406666666666,0.10607106800773951
4903571,17,20.153,-23.944000000000017,0.0021698339842259,0.000811,0.6262386865097752
4903571,23,20.972,-26.687999999999988,0.0004318209830671,0.0006763333333333,-0.5662354537046791
4903571,28,22.27,-28.32299999999998,0.0011165043106302,0.0006216666666666,0.44320262739003113
4903571,32,20.632,-28.754999999999995,0.0022592390887439,0.0009683333333333,0.5713896160181623
4903571,34,20.311,-28.76400000000001,0.00139707676135,0.0006116666666666,0.5621810600617647
4903571,38,20.241,-28.899999999999977,0.0017517210217192,0.0006116666666666,0.6508195888028511
4903587,99,32.848,-155.995,0.0034353288356214,0.0006163333333333,0.8205897127103366
4903747,31,-26.227,108.80599999999998,0.0014468849403783,0.0006246666666666,0.568267904907991
4903830,5,26.97,-35.94,0.0033057713881134,0.0006483333333333,0.80387835176246
4903831,0,-19.997,7.968999999999994,0.0012111922260373,0.0011653333333333,0.03786260489306329
4903831,1,-19.892,8.197000000000003,0.0008092335774563,0.0018806666666666,-1.0
5906026,115,53.889,-137.834,0.0020713075064122,0.0028623333333333,-0.38189685716500377
5906036,198,-31.222,48.506,0.0007646214216947,0.000795,-0.03973022131392706
5906036,216,-31.864,49.03800000000001,0.0018329181475564,0.000501,0.7266653720091535
5906304,127,-33.862,-166.957,0.0013267858885228,0.0005016666666666,0.621893275315779
5906304,135,-35.38,-168.318,0.0006490017403848,0.0006093333333333,0.06112218902214375
5906304,141,-32.012,-171.844,0.0017613118980079,0.0003623333333333,0.7942821292792546
5906305,127,-30.61,-80.36900000000003,0.0025014204438775,0.0003923333333333,0.8431557820303345
5906305,140,-30.584,-80.233,0.0028896103613078,0.000718,0.75152359307189
5906305,149,-29.464,-80.41199999999998,0.0009322174591943,0.0007103333333333,0.23801756089482676
5906305,151,-29.336,-80.23500000000001,0.0027817788068205,0.0007913333333333,0.7155297425542713
5906305,155,-29.293,-80.11200000000002,0.0027886962052434,0.0006519999999999,0.7661989861878867
5906305,159,-29.255,-79.798,0.0027990920934826,0.0005426666666666,0.8061276126176257
5906306,135,-37.299,-87.344,0.0016768896020948,0.0006943333333333,0.5859397467394832
5906307,152,-38.241,-152.47,0.000802855414804,0.000538,0.32989179610709707
5906308,124,-36.818,-77.106,0.0014521983684971,0.0014733333333333,-0.014553772607576235
5906308,132,-36.65,-75.80700000000002,0.0041884896345436,0.0012406666666666,0.7037913962029443
5906308,135,-37.137,-76.96199999999999,0.0058329431340098,0.002306,0.6046592694253197
5906308,138,-37.406,-77.58100000000002,0.0066584199666976,0.002015,0.6973756521700167
5906308,140,-37.6,-77.81700000000001,0.0085573764517903,0.0018393333333333,0.7850587333985417
5906308,144,-37.521,-78.055,0.0025155562907457,0.001554,0.38224399679828297
5906308,145,-37.456,-78.113,0.0018772429320961,0.0018793333333333,-0.001113548599096746
5906308,147,-37.322,-78.35300000000001,0.0062085948884487,0.0016169999999999,0.7395545966433753
5906308,148,-37.285,-78.531,0.0014445135602727,0.0018373333333333,-0.27193913845048456
5906308,150,-37.089,-78.92200000000003,0.0036655236035585,0.0015763333333333,0.5699568455096043
5906308,154,-36.368,-78.53300000000002,0.0011301705380901,0.00091,0.19481178341648425
5906308,155,-36.616,-78.24900000000002,0.0008251913823187,0.000668,0.19049081908370027
5906310,149,-34.161,-156.617,0.0020736092701554,0.0003046666666666,0.8530742165114994
5906339,140,13.572,-56.519000000000005,0.0029687394853681,0.0005393333333333,0.8183291811250232
5906488,93,-36.158,-45.71199999999999,0.0013840823667123,0.001248,0.098319558131172
5906488,95,-38.235,-47.22300000000001,0.0019514496671035,0.0008839999999999,0.547003432934038
5906510,102,27.064,133.50599999999997,0.000932234339416,0.0008386666666666,0.10036926209778498
5906513,74,27.262,137.07799999999997,0.0039431783370673,0.00044,0.8884148870813574
5906537,51,-11.507,58.285,0.0012796324444934,0.0004276666666666,0.6657894471908994
