file,Rrs665,Rrs681,Rrs709,FLH_681,FL_peak_percent,aph440,Chl,aph440_over_Chl,wl_440,wl_665,wl_681,wl_709
Hydrolight100.nc,0.00012040000001434237,0.00010463499347679317,5.4278498282656074e-05,8.279175910336732e-06,7.912435061385996,0.007805999834090471,,,440.0,665.0,680.0,710.0
Hydrolight130.nc,0.00011898000229848549,0.0001034399974741973,5.3698502597399056e-05,8.198722339743242e-06,7.9260658738786045,0.007805999834090471,,,440.0,665.0,680.0,710.0
Hydrolight160.nc,0.00011365499813109636,9.894250251818448e-05,5.1471499318722636e-05,7.899685773405835e-06,7.984117616141724,0.007805999834090471,,,440.0,665.0,680.0,710.0
Hydrolight200.nc,0.00014358499902300537,0.00012424500891938806,6.460850272560492e-05,9.378735822710126e-06,7.548581552113038,0.007805999834090471,,,440.0,665.0,680.0,710.0
Hydrolight230.nc,0.0001324900076724589,0.00011474499478936195,5.9546000557020307e-05,8.78008061342618e-06,7.651820133456648,0.007805999834090471,,,440.0,665.0,680.0,710.0
Hydrolight260.nc,0.00012676999904215336,0.0001098100037779659,5.7142497098539025e-05,8.359096351672306e-06,7.6123268045544075,0.007805999834090471,,,440.0,665.0,680.0,710.0
Hydrolight400.nc,0.00015387499297503382,0.0001728450006339699,6.698600191157311e-05,5.056600440928543e-05,29.255115406182878,0.007805999834090471,,,440.0,665.0,680.0,710.0
Hydrolight430.nc,0.00014329500845633447,0.00016542000230401754,6.202950316946954e-05,5.1676086679270327e-05,31.239321702037767,0.007805999834090471,,,440.0,665.0,680.0,710.0
Hydrolight460.nc,0.0001379750028718263,0.0001618000096641481,5.966949902358465e-05,5.229973546440968e-05,32.3236911870212,0.007805999834090471,,,440.0,665.0,680.0,710.0
