wmo,profile,lat,lon,giop_bbp_700,bbp700_first3_mean,rel_dbbp_giop
1902742,3,28.796,-74.67500000000001,0.0008163593593053,0.000821,-0.005684556245731082
1902742,5,28.726,-75.76400000000001,0.0005308680119924,0.00082,-0.5446400639632799
1902742,7,28.266,-75.822,0.0006027127965353,0.0006166666666666,-0.023151773467419316
2903439,0,-35.654,-108.048,0.0007966987323015,0.0010136666666666,-0.27233372612295237
2903439,15,-34.917,-109.831,0.001321218907833,0.000687,0.4800256067128312
2903440,8,-37.658,-99.29000000000002,0.0012312529142946,0.000713,0.4209150762428965
2903440,9,-37.685,-99.46499999999996,0.0032791562844067,0.0008259999999999,0.748105936905856
2903441,13,-39.538,-88.68299999999999,0.0013953880406916,0.0008866666666666,0.3645734083924505
2903442,5,-40.541,-78.88600000000002,0.0049484693445265,0.0035963333333333,0.2732432833374621
2903442,6,-40.541,-78.69999999999999,0.0030672026332467,0.0035746666666666,-0.1654484864870954
2903442,8,-40.549,-78.01400000000001,0.0094629721716046,0.0029983333333333,0.6831509932650596
2903442,10,-40.275,-78.017,0.002080526202917,0.0012276666666666,0.4099249195009652
2903442,12,-39.957,-78.54899999999998,0.0013631988549605,0.0011306666666666,0.17057833304931713
2903442,15,-40.015,-79.33800000000002,0.0032925037667155,0.001542,0.5316634059501012
2903442,16,-40.122,-79.582,0.0015120634343475,0.0013953333333333,0.07719920895023318
2903451,41,-0.141,148.291,0.0011152420192956,0.0004483333333333,0.5979945827216298
2903451,56,0.082,149.86900000000003,0.0002814129402395,0.0003813333333333,-0.3550668032847441
2903451,57,0.419,148.914,0.0009271437884308,0.0003726666666666,0.598048683152651
2903451,60,1.342,146.224,0.0008961044368334,0.0005796666666666,0.35312599420331936
2903451,75,0.909,141.28999999999996,0.0035876540932804,0.000479,0.8664865710166549
2903459,36,-9.778,-93.35000000000002,0.0018798164092004,0.0007409999999999,0.6058125695822113
2903459,38,-10.038,-93.54500000000002,0.0021049529314041,0.0006733333333333,0.680119529853736
2903459,41,-9.63,-93.226,0.0027310042642056,0.0009623333333333,0.6476265724128317
2903459,53,-9.652,-94.14100000000002,0.0018783156992867,0.0009346666666666,0.5023910692853473
2903459,54,-9.806,-93.856,0.0012034049723297,0.000809,0.327740853161145
2903459,60,-9.674,-93.01799999999996,0.0018059069989249,0.0018529999999999,-0.026077201706973682
2903459,64,-10.461,-91.92700000000002,0.0003951394755858,0.0006523333333333,-0.6508938580894922
2903459,69,-10.066,-91.74,0.0013710741186514,0.0007063333333333,0.48483212998867237
2903461,30,-2.993,-98.68099999999998,0.0013070731656625,0.0008336666666666,0.3621882167215561
2903461,32,-3.137,-99.05200000000002,0.0018947717035189,0.001067,0.43687147215761823
2903461,37,-3.058,-100.29500000000002,0.0005782871739938,0.000727,-0.25716085829666774
2903461,39,-3.08,-101.16500000000002,0.0013084163656458,0.0006833333333333,0.4777401511666169
2903461,51,-2.734,-104.349,0.0009011141373775,0.0011279999999999,-0.25178371219732804
2903461,52,-2.353,-104.369,0.0015025967732071,0.0012126666666666,0.19295270142347065
2903461,56,-2.401,-103.959,0.0013111311709508,0.000893,0.31890872569796475
2903461,57,-2.532,-104.239,0.0026767670642584,0.00107,0.6002640594741313
2903461,58,-2.771,-104.281,0.0009880864527076,0.0012166666666666,-0.2313362493055483
2903461,65,-3.577,-108.831,0.0022273920476436,0.0006133333333333,0.7246406020071066
2903462,32,0.868,-98.29399999999998,0.0010307568591088,0.0014796666666666,-0.4355147419983514
2903462,36,0.375,-102.41199999999998,0.000918420671951,0.0011156666666666,-0.2147665016038788
2903462,37,0.656,-103.303,0.0021277745254337,0.0013676666666666,0.35723139349653066
2903462,38,0.913,-104.103,0.0006682308739982,0.0008036666666666,-0.20267814304665735
2903462,43,-0.443,-106.701,0.0018013219814747,0.001773,0.015722886727620653
2903462,54,1.336,-104.207,0.0015807503368705,0.0009106666666666,0.4239022789205929
2903462,55,1.875,-104.138,0.0012198857730254,0.0010303333333333,0.1553854007346909
2903462,57,1.945,-102.959,0.0022218276280909,0.0013026666666666,0.41369589152786207
2903462,58,1.536,-102.634,0.0018336100038141,0.000864,0.5287983823153288
2903462,60,0.663,-102.25,0.0018603331409394,0.001067,0.4264468140038594
2903462,61,1.266,-102.356,0.0016723963199183,0.000972,0.4187980513808568
2903462,66,0.872,-102.08499999999998,0.0017529904143884,0.0006176666666666,0.6476497181063608
2903463,31,4.121,-97.753,0.0010936567559838,0.0007183333333333,0.3431821004140165
2903463,33,4.41,-97.05599999999998,0.0016615585191175,0.0007653333333333,0.5393882764118414
2903463,37,3.505,-97.37900000000002,0.0007763376343064,0.0007016666666666,0.09618362467576759
2903463,49,2.024,-102.168,0.0003676691267173,0.0008103333333333,-1.0
2903463,53,2.841,-103.046,0.0012446694308891,0.0007983333333333,0.358598103624165
2903463,60,2.582,-102.43400000000004,0.0038217464461922,0.0009703333333333,0.7461021166644657
2903463,61,3.087,-102.365,0.0021586490329355,0.0008166666666666,0.6216769589653799
2903463,62,2.843,-102.26100000000002,0.0011121936840936,0.000575,0.48300371758664906
2903463,65,3.147,-101.92399999999998,0.0012229023268446,0.0008466666666666,0.30765798046094495
2903463,66,3.345,-102.14999999999998,0.0013017455348744,0.0008313333333333,0.3613703208027428
2903464,48,3.074,82.007,0.0008752636495046,0.0007043333333333,0.1952900891840381
2903464,53,3.614,80.89499999999998,0.0016544447280466,0.0005066666666666,0.6937542499441366
2903464,61,3.496,83.35300000000001,0.001861915923655,0.0005263333333333,0.7173162726380841
2903464,65,2.118,82.209,0.0007480155909433,0.0005096666666666,0.31864165287801727
2903465,36,-4.781,86.53800000000001,0.0015178167959675,0.0006226666666666,0.5897616442769074
2903465,62,-4.926,89.68799999999999,0.0011320246849209,0.0007386666666666,0.3474818380676795
2903465,65,-5.087,91.08499999999998,0.0008850182057358,0.0005656666666666,0.36084177364881737
2903465,68,-5.615,93.918,0.0012571744155138,0.0005533333333333,0.5598595338044994
2903465,69,-5.836,94.52800000000002,0.0016965172253549,0.0004886666666666,0.7119589124334565
2903466,48,1.248,66.457,0.0014436847995966,0.0008903333333333,0.3832910524637509
2903466,49,1.412,65.92700000000002,0.00098930997774,0.00059,0.40362473514336916
2903466,50,1.091,65.011,0.0011430621379986,0.0008496666666666,0.25667499742901934
2903466,63,-1.157,74.559,0.0015148726524785,0.0005909999999999,0.6098681964896796
2903467,46,-8.225,86.52300000000002,3.9874284993857145e-05,0.000578,-1.0
2903467,52,-8.777,86.005,0.0009810827905312,0.0006493333333333,0.33814624045976466
2903467,57,-9.405,89.05599999999998,0.0011497761588543,0.000496,0.5686116848219904
2903467,60,-10.078,90.54500000000002,0.0010925516253337,0.0008286666666666,0.24153088288757166
2903467,64,-9.934,91.90699999999998,0.0008391750161536,0.0006846666666666,0.18411933924724863
2903468,26,-17.927,101.99400000000003,0.0009307070868089,0.0006026666666666,0.3524636534863474
2903468,29,-18.909,100.72800000000001,0.0016852270346134,0.0005946666666666,0.647129642206921
2903468,31,-19.374,100.86900000000003,0.000575355021283,0.0005313333333333,0.0765122164946694
2903468,33,-18.816,100.96100000000001,0.0005658094305545,0.0005006666666666,0.11513198679643642
2903468,38,-18.206,98.678,0.0031997486948966,0.0005806666666666,0.8185274151083405
2903468,39,-18.227,98.09800000000001,0.000475176522741,0.000505,-0.06276294352037172
2903468,40,-18.355,97.548,0.0010462541831657,0.0005149999999999,0.5077677984123892
2903468,46,-18.704,96.73000000000002,0.0006028045900166,0.0005116666666666,0.15118982977135303
2903468,48,-18.241,96.24200000000002,0.0023374054580926,0.0005836666666666,0.7502929307169107
2903468,53,-18.181,95.97399999999999,0.0013944809325039,0.0004966666666666,0.6438340208963661
2903468,57,-18.541,97.572,0.0008816815679892,0.0004363333333333,0.5051123340046451
2903468,60,-19.239,97.02699999999999,0.0006010985234752,0.0004489999999999,0.25303426565740894
2903472,32,-41.079,34.997000000000014,0.0007901520002633,0.001118,-0.4149176356289071
2903829,7,8.897,87.493,0.0012292506871744,0.0006686666666666,0.4560371829414052
2903831,9,16.614,89.45600000000002,0.0009706047130748,0.0004376666666666,0.5490783624158323
2903832,0,-29.9,-90.00400000000002,0.0011693751439452,0.0004216666666666,0.6394085603324913
2903832,1,-29.9,-90.007,0.0011693751439452,0.000423,0.6382683502465288
2903832,2,-29.902,-90.00999999999999,0.0011693751439452,0.0004123333333333,0.6473900309338002
2903832,3,-29.905,-90.01299999999998,0.0003807905886787,0.0004036666666666,-0.06007521894718405
2903832,4,-29.909,-90.01400000000001,0.0003807905886787,0.0004209999999999,-0.10559455122229278
2903832,5,-29.912,-90.01499999999999,0.0003807905886787,0.0004133333333333,-0.08546100040843861
2903832,6,-29.915,-90.01499999999999,0.0006206117686815,0.0004176666666666,0.32700814302323056
2903832,7,-29.917,-90.01499999999999,0.0006206117686815,0.0004053333333333,0.34688100711586994
2903832,8,-29.919,-90.01499999999999,0.0006206117686815,0.0004143333333333,0.33237918737255334
2903832,9,-29.919,-90.01499999999999,0.0006206117686815,0.0004233333333333,0.3178773676292368
2903832,10,-29.919,-90.01600000000002,0.0006206117686815,0.000418,0.32647103858818544
2903832,11,-29.919,-90.01799999999997,0.0006206117686815,0.0005179999999999,0.1653397081070512
2903832,12,-29.919,-90.02100000000002,0.0006206117686815,0.0002323333333333,0.6256382088485108
2903832,13,-29.92,-90.024,0.0006206117686815,-0.0001066666666666,1.0
2903832,14,-29.922,-90.02699999999999,0.0006206117686815,0.0003493333333333,0.43711455218539536
2903832,16,-29.938,-90.03300000000002,0.0006425869069062,0.0004066666666666,0.36714137450366363
2903832,17,-29.937,-90.03500000000003,0.0006425869069062,0.000415,0.3541729600466656
2903832,25,-29.726,-90.077,0.0007546984707005,0.0003719999999999,0.5070879106795922
2903832,26,-29.398,-90.04899999999998,0.0006661872030235,0.0003736666666666,0.43909660081924634
2903832,27,-29.114,-89.99200000000002,0.0018226116662845,0.0003576666666666,0.8037614521607204
2903832,28,-28.917,-89.79000000000002,0.0004047524998895,0.0003493333333333,0.136921122343481
2903832,32,-29.998,-89.87799999999999,0.0006384975276887,0.000311,0.5129190223714879
2903833,11,-30.296,-106.313,0.0009440089925192,0.000327,0.6536049946649749
2903833,12,-30.143,-106.422,0.0006760357646271,0.000334,0.5059432984522146
2903833,16,-30.425,-106.378,0.0008848111028783,0.0002679999999999,0.697110491574876
2903833,17,-30.6,-106.283,0.0008504408760927,0.0002896666666666,0.6593923518852288
2903856,28,1.387,-168.199,0.0009952333057299,0.000776,0.22028332901210057
2903856,30,1.09,-170.164,0.0024089801590889,0.0010813333333333,0.5511240184965778
2903856,32,0.887,-172.214,0.0014748605899512,0.0007983333333333,0.45870590157967733
2903856,34,1.342,-174.341,0.0012419740669429,0.000893,0.28098337657073175
2903856,40,1.277,-178.81,0.0007886177045293,0.0007143333333333,0.09419566764651552
2903856,55,0.774,178.73900000000003,0.0009151111007668,0.0004753333333333,0.4805730878633169
2903856,56,0.324,179.15800000000002,0.000837558764033,0.000853,-0.018436003096245566
2903858,39,-16.968,-79.67000000000002,0.0014205211773514,0.002044,-0.4389085024491454
2903858,40,-17.045,-79.76600000000002,0.0017695090500637,0.0013156666666666,0.25647926659700454
2903858,41,-16.935,-79.96600000000001,0.0009766030125319,0.0013276666666666,-0.35947426910403163
2903858,44,-16.523,-80.75,0.0019052978605031,0.000977,0.4872192845784123
2903863,52,19.087,-156.475,0.0010662110289558,0.000504,0.5272980804807512
2903863,66,19.496,-158.688,0.0003130118129774,0.0005033333333333,-0.6080330277172048
2903863,74,18.641,-159.144,0.0009346512379124,0.0005836666666666,0.3755246417152832
2903863,75,18.644,-159.305,0.000700858538039,0.00063,0.10110248244569006
2903863,78,18.737,-159.667,0.0008723282953724,0.000602,0.30989284287401897
2903863,79,18.675,-159.808,0.0013058324111625,0.0005983333333333,0.5417992935244716
2903863,80,18.595,-159.987,0.0006448821513913,0.0005843333333333,0.09389129149778619
2903863,84,18.155,-161.002,0.0005045066354796,0.0004493333333333,0.10936090482506838
2903863,85,18.062,-161.276,0.0005000784294679,0.000463,0.07414522859414809
2903863,86,17.977,-161.552,0.0007067593978717,0.0005729999999999,0.18925733180852838
2903863,87,17.886,-161.82,0.0004986604326404,0.00055,-0.10295496494028558
2903863,103,18.387,-164.838,0.0010666515445336,0.000915,0.14217533861999
2903863,105,18.177,-165.024,0.0006926336209289,0.0004853333333333,0.29929284593142746
2903863,108,17.927,-165.033,0.0004672567883972,0.00049,-0.048673903017684386
2903863,109,17.841,-164.987,0.0009554243297316,0.0004583333333333,0.5202829579794602
2903863,110,17.8,-165.004,0.0007847265223972,0.000466,0.4061625461868513
2903863,111,17.8,-165.096,0.0006537034641951,0.000459,0.2978467682358649
2903863,112,17.916,-165.235,0.0008913624915294,0.0004836666666666,0.4573849906599451
2903863,113,18.04,-165.402,0.0009723706752993,0.00046,0.526929378183469
2903863,114,18.142,-165.479,0.001629710313864,0.0005253333333333,0.6776523233213463
2903863,116,18.127,-165.424,0.0007003650534898,0.000649,0.07334040045809934
2903863,118,17.657,-165.101,0.0006091763498261,0.000464,0.23831580111004486
