0.017894	0.015583	0.015167	0.015416	0.016353	0.018574	0.018335	0.018094	0.019376	0.021035	0.025168	0.036055	0.043645	0.045589	0.049181	0.058006	0.063179	0.070579	0.0906	0.13603	0.22324	0.26517	0.27623	0.2923	0.31147	0.34061	0.41084	0.44025	0.46596	0.51643	0.62415	0.82714	1.2311	1.7991	2.3801	2.4701	2.5501	2.51	2.36	2.16	2.07
0.02662	0.022941	0.021476	0.020683	0.020796	0.022156	0.021109	0.020129	0.020809	0.022143	0.026383	0.036941	0.044155	0.045887	0.049358	0.058078	0.063208	0.070597	0.090558	0.13596	0.22314	0.26507	0.27613	0.29221	0.31135	0.34053	0.41068	0.44015	0.46618	0.51655	0.6242	0.82716	1.2311	1.7991	2.3801	2.4701	2.5501	2.51	2.36	2.16	2.07
0.022345	0.019734	0.018816	0.018498	0.018833	0.020397	0.019718	0.019263	0.020343	0.021688	0.025758	0.036548	0.044118	0.045963	0.049495	0.058239	0.063301	0.070648	0.090595	0.13602	0.2232	0.26517	0.27616	0.29227	0.31135	0.34051	0.41065	0.43993	0.46575	0.51628	0.62392	0.82719	1.2312	1.7991	2.3801	2.4701	2.5501	2.5101	2.3601	2.1601	2.0701
0.028634	0.024582	0.022711	0.021631	0.021538	0.022702	0.021475	0.02056	0.021364	0.022536	0.026535	0.037272	0.044681	0.046479	0.049964	0.058646	0.063704	0.071042	0.090955	0.13631	0.22345	0.26536	0.2764	0.29243	0.31154	0.34068	0.41081	0.44012	0.46589	0.51641	0.62423	0.82718	1.2311	1.7991	2.3801	2.4701	2.5501	2.5101	2.3601	2.1601	2.07
0.019334	0.016729	0.016074	0.01587	0.016624	0.018519	0.017997	0.017634	0.018655	0.020258	0.024687	0.035673	0.043226	0.04517	0.04878	0.057595	0.062778	0.070232	0.090261	0.13572	0.22295	0.2649	0.27599	0.29208	0.31125	0.34045	0.41061	0.44015	0.46615	0.51642	0.62418	0.8271	1.2311	1.7991	2.38	2.47	2.55	2.51	2.36	2.16	2.07
0.023037	0.019625	0.018328	0.017876	0.018255	0.020033	0.019444	0.018928	0.019994	0.021485	0.025488	0.036274	0.043788	0.045673	0.049222	0.058016	0.063166	0.07055	0.09056	0.13598	0.22319	0.26512	0.27618	0.29225	0.31142	0.34056	0.4108	0.44021	0.46593	0.51639	0.62412	0.82711	1.2311	1.7991	2.38	2.47	2.55	2.51	2.36	2.16	2.07
0.022427	0.019202	0.017976	0.017534	0.018139	0.01973	0.019389	0.019171	0.020083	0.02148	0.025676	0.03666	0.044211	0.046084	0.049609	0.058317	0.063421	0.070798	0.090746	0.13621	0.22339	0.26529	0.2764	0.2925	0.3117	0.34085	0.41097	0.44061	0.46671	0.51671	0.62435	0.82722	1.2312	1.7991	2.3801	2.4701	2.5501	2.5101	2.3601	2.1601	2.0701
0.021741	0.01912	0.018282	0.018092	0.018928	0.020504	0.020171	0.019863	0.020933	0.022242	0.026413	0.037188	0.04468	0.046601	0.050072	0.058754	0.063775	0.071125	0.091078	0.13648	0.22366	0.26553	0.27661	0.29269	0.31182	0.34098	0.41128	0.44098	0.46694	0.51681	0.62428	0.82725	1.2312	1.7991	2.3801	2.4701	2.5501	2.5101	2.3601	2.1601	2.0701
0.024691	0.021245	0.019836	0.019215	0.019335	0.020725	0.020098	0.019627	0.020544	0.021777	0.025876	0.036832	0.044415	0.046311	0.049846	0.058563	0.063587	0.070918	0.090829	0.13621	0.22338	0.26529	0.27635	0.2924	0.31152	0.34065	0.41077	0.4401	0.46584	0.51636	0.62419	0.82714	1.2311	1.7991	2.3801	2.4701	2.5501	2.5101	2.36	2.16	2.07
0.026348	0.023062	0.021738	0.021145	0.021252	0.022597	0.021903	0.021349	0.022174	0.02331	0.027309	0.038166	0.045651	0.047452	0.050897	0.059529	0.064472	0.071728	0.091568	0.13688	0.224	0.26585	0.27686	0.29286	0.31194	0.34103	0.41111	0.44041	0.46612	0.51662	0.62442	0.82736	1.2313	1.7993	2.3802	2.4702	2.5502	2.5102	2.3602	2.1601	2.0701
0.027535	0.024111	0.022709	0.022088	0.022255	0.023795	0.022954	0.022182	0.022994	0.024237	0.028002	0.038564	0.045867	0.047555	0.050923	0.059549	0.064545	0.07179	0.091672	0.13698	0.22408	0.26592	0.27689	0.29289	0.31199	0.34107	0.41125	0.44061	0.46629	0.51671	0.62441	0.82736	1.2313	1.7993	2.3802	2.4702	2.5502	2.5102	2.3601	2.1601	2.0701
0.024203	0.021612	0.020851	0.020729	0.021341	0.023094	0.022544	0.02207	0.022938	0.024345	0.028546	0.039283	0.046537	0.048237	0.051612	0.060209	0.065196	0.072462	0.092307	0.13759	0.22466	0.26645	0.27743	0.29342	0.3125	0.34155	0.41164	0.44107	0.46698	0.51722	0.62481	0.82768	1.2316	1.7995	2.3805	2.4704	2.5504	2.5104	2.3603	2.1603	2.0703
0.0247	0.021319	0.019703	0.019106	0.019227	0.02078	0.019907	0.019321	0.020301	0.021621	0.025705	0.036538	0.044009	0.045873	0.049431	0.058176	0.063304	0.070681	0.090638	0.13603	0.22321	0.26519	0.2762	0.29221	0.31141	0.34053	0.41064	0.43989	0.46572	0.51632	0.62417	0.82711	1.2311	1.7991	2.3801	2.47	2.55	2.51	2.36	2.16	2.07
0.02263	0.019328	0.018055	0.017474	0.01783	0.019453	0.018768	0.018289	0.019357	0.020781	0.025033	0.036001	0.043585	0.04553	0.049143	0.057943	0.063122	0.070557	0.090551	0.13597	0.22318	0.26512	0.27619	0.29227	0.3114	0.34055	0.41068	0.43998	0.46582	0.51639	0.62422	0.82717	1.2311	1.7991	2.3801	2.4701	2.5501	2.5101	2.3601	2.1601	2.0701
0.024876	0.022099	0.021187	0.020923	0.02129	0.022839	0.0223	0.021863	0.022772	0.023966	0.028002	0.038878	0.046368	0.048165	0.051596	0.060208	0.065126	0.072354	0.092164	0.13745	0.22453	0.26635	0.27732	0.2933	0.31234	0.34141	0.41146	0.44073	0.46641	0.51689	0.62467	0.82759	1.2315	1.7995	2.3804	2.4704	2.5503	2.5103	2.3603	2.1602	2.0702
0.01764	0.015521	0.015051	0.01514	0.015844	0.01774	0.017361	0.017176	0.018497	0.020058	0.024322	0.035284	0.043007	0.044988	0.048641	0.057492	0.062649	0.070079	0.0901	0.13559	0.22282	0.26485	0.27588	0.29203	0.31114	0.34034	0.4105	0.43981	0.46564	0.51619	0.62384	0.82713	1.2311	1.7991	2.3801	2.4701	2.5501	2.5101	2.3601	2.1601	2.07
0.026882	0.023268	0.021662	0.020807	0.020852	0.022176	0.021175	0.020392	0.021238	0.02245	0.026477	0.037203	0.044594	0.046404	0.049917	0.058612	0.063666	0.071002	0.090905	0.13627	0.22345	0.26534	0.27639	0.29243	0.31154	0.34068	0.41082	0.44015	0.46593	0.51645	0.62425	0.82721	1.2312	1.7991	2.3801	2.4701	2.5501	2.5101	2.3601	2.1601	2.0701
0.025843	0.02309	0.022216	0.022099	0.022547	0.02418	0.023635	0.022849	0.023577	0.024907	0.02875	0.039162	0.046316	0.048025	0.051403	0.059979	0.06497	0.072231	0.092067	0.13734	0.22442	0.26626	0.27725	0.29323	0.31228	0.34138	0.41154	0.4409	0.46661	0.51699	0.62472	0.82763	1.2315	1.7995	2.3804	2.4704	2.5504	2.5103	2.3603	2.1603	2.0702
0.0181	0.015952	0.015812	0.016248	0.017262	0.019475	0.019082	0.018574	0.019626	0.021273	0.025705	0.036458	0.04386	0.045714	0.049294	0.058035	0.063214	0.070649	0.090632	0.13604	0.22325	0.2652	0.27626	0.29232	0.31148	0.34065	0.41079	0.44026	0.46624	0.51664	0.62427	0.82724	1.2312	1.7992	2.3801	2.4701	2.5501	2.5101	2.3601	2.1601	2.0701
0.023875	0.020528	0.01923	0.018678	0.019038	0.020654	0.019776	0.019116	0.020117	0.021462	0.025646	0.036512	0.043999	0.04587	0.049413	0.058164	0.063297	0.0707	0.090661	0.13605	0.22323	0.26517	0.27622	0.29227	0.3114	0.34057	0.4107	0.43997	0.46575	0.51635	0.62419	0.82715	1.2311	1.7991	2.3801	2.4701	2.5501	2.5101	2.3601	2.16	2.07
0.019283	0.017172	0.016852	0.017115	0.018285	0.020254	0.020159	0.020016	0.021011	0.022354	0.026717	0.037705	0.045235	0.047039	0.050498	0.059152	0.064205	0.07155	0.09149	0.13686	0.22396	0.26586	0.27685	0.29291	0.31206	0.34115	0.41129	0.44083	0.46692	0.51703	0.62456	0.82748	1.2314	1.7994	2.3803	2.4703	2.5503	2.5102	2.3602	2.1602	2.0702
0.025483	0.022403	0.021391	0.020924	0.021298	0.022813	0.021903	0.0212	0.022102	0.023361	0.027391	0.03811	0.045493	0.047285	0.050734	0.059387	0.064409	0.071707	0.091561	0.13687	0.22401	0.26586	0.27684	0.29286	0.31192	0.34101	0.41115	0.4404	0.46615	0.51668	0.62445	0.82739	1.2313	1.7993	2.3803	2.4702	2.5502	2.5102	2.3602	2.1601	2.0701
0.016043	0.01425	0.01425	0.014812	0.01612	0.018374	0.018337	0.01846	0.019568	0.020965	0.02529	0.03624	0.043739	0.045637	0.049133	0.057829	0.063013	0.070511	0.090574	0.13619	0.22336	0.26534	0.27648	0.29264	0.31183	0.34098	0.4112	0.44093	0.46716	0.51701	0.62457	0.82734	1.2312	1.7992	2.3801	2.4701	2.5501	2.5101	2.3601	2.1601	2.0701
0.024012	0.021264	0.020586	0.020537	0.021116	0.022938	0.022195	0.021372	0.02214	0.023532	0.027736	0.038283	0.0455	0.047188	0.050619	0.059226	0.064285	0.071612	0.091497	0.13681	0.22395	0.26583	0.27683	0.29283	0.31194	0.34106	0.41116	0.4406	0.46654	0.51691	0.62451	0.82745	1.2314	1.7993	2.3803	2.4703	2.5502	2.5102	2.3602	2.1602	2.0701
0.027255	0.023699	0.022186	0.021418	0.021567	0.022977	0.021904	0.021059	0.021886	0.023069	0.027103	0.03783	0.045189	0.046944	0.05038	0.059034	0.06408	0.071403	0.091292	0.13662	0.22374	0.26562	0.27663	0.29264	0.31173	0.34086	0.41096	0.44021	0.46595	0.51653	0.62436	0.8273	1.2313	1.7992	2.3802	2.4702	2.5502	2.5101	2.3601	2.1601	2.0701
0.025745	0.023356	0.023087	0.023382	0.024101	0.025919	0.02502	0.023876	0.024397	0.025668	0.029612	0.039739	0.046651	0.048154	0.051473	0.059984	0.064988	0.072276	0.092134	0.13743	0.22454	0.2664	0.27739	0.29337	0.31246	0.34156	0.41171	0.44132	0.46725	0.51739	0.62483	0.82776	1.2317	1.7996	2.3805	2.4705	2.5504	2.5104	2.3604	2.1603	2.0703
0.034624	0.030925	0.029303	0.028403	0.028152	0.029079	0.027511	0.026121	0.026453	0.027234	0.030654	0.040788	0.047688	0.049158	0.052354	0.060793	0.065616	0.072755	0.09251	0.13774	0.22477	0.26657	0.27747	0.29345	0.31245	0.34148	0.41164	0.44104	0.46669	0.51696	0.62471	0.82758	1.2315	1.7994	2.3804	2.4703	2.5503	2.5103	2.3602	2.1602	2.0702
0.041706	0.036051	0.032867	0.030665	0.029524	0.029696	0.027465	0.025603	0.025676	0.026211	0.029473	0.039528	0.046374	0.047819	0.051029	0.059512	0.064414	0.071635	0.091454	0.13672	0.22381	0.26565	0.27664	0.29264	0.31171	0.34082	0.41099	0.44036	0.46604	0.51648	0.62427	0.82722	1.2312	1.7991	2.3801	2.4701	2.5501	2.5101	2.3601	2.1601	2.07
0.037487	0.032932	0.030497	0.028936	0.028438	0.028704	0.027392	0.026288	0.026227	0.026634	0.029963	0.04025	0.047119	0.04851	0.051551	0.059906	0.064725	0.071918	0.091725	0.13704	0.22407	0.26585	0.27689	0.29297	0.31207	0.34121	0.41143	0.44132	0.46747	0.51699	0.62441	0.8273	1.2312	1.7992	2.3802	2.4701	2.5501	2.5101	2.3601	2.1601	2.0701
0.023055	0.02065	0.019998	0.020006	0.020833	0.022369	0.021894	0.021389	0.022106	0.023371	0.027392	0.03802	0.045233	0.046952	0.050308	0.058933	0.063961	0.071334	0.09126	0.13665	0.2238	0.26571	0.27676	0.29285	0.31205	0.34119	0.41141	0.44118	0.46742	0.51703	0.62446	0.82728	1.2312	1.7991	2.3801	2.4701	2.5501	2.5101	2.3601	2.1601	2.0701
0.027246	0.024656	0.023649	0.023449	0.023927	0.025441	0.024342	0.023453	0.024099	0.025063	0.02857	0.038895	0.046094	0.04771	0.051081	0.059668	0.064636	0.071916	0.091768	0.13706	0.22421	0.26595	0.27696	0.29302	0.31208	0.34112	0.41121	0.44055	0.46623	0.51673	0.62451	0.82747	1.2314	1.7994	2.3803	2.4703	2.5503	2.5102	2.3602	2.1602	2.0702
0.034057	0.029498	0.027237	0.025804	0.025313	0.026037	0.024369	0.022931	0.023321	0.02417	0.027747	0.038043	0.045135	0.046751	0.050134	0.058747	0.063767	0.071088	0.090989	0.13633	0.22349	0.26537	0.27641	0.29244	0.31156	0.3407	0.41091	0.4403	0.466	0.51644	0.62422	0.82717	1.2311	1.7991	2.3801	2.4701	2.5501	2.5101	2.36	2.16	2.07
