bbp_440,sig_bbp_440,aph_440,sig_aph_440,adg_440,sig_adg_440
0.0009208394937529,7.272147925704918e-05,0.0055682330857962,0.0007464423589408,0.0061519652443976,0.000385877007445
0.0012346253899585,6.923661742011273e-05,0.0051409807056188,0.0005592689849436,0.0046714052436496,0.0002732756362147
0.0005479202848233,8.049172131492925e-05,0.009238920174539,0.0012988624162971,0.0085856784175221,0.0007424305029485
0.000703326308915,7.589181160113723e-05,0.0062356479465961,0.0010004863142967,0.0081434818752763,0.000583490018503
0.0018059166399804,8.306694607579422e-05,0.0112541234120726,0.0010037397034466,0.0078634762729281,0.0005743711289047
0.000622194040631,9.689764301949148e-05,0.0137126855552196,0.0034550921991467,0.023353319393099,0.0029996086782848
0.0008875807826687,6.911909042734495e-05,0.006012256257236,0.0006160270515829,0.0036756858006887,0.0002598451790328
0.0012662836640382,7.686367590999739e-05,0.0082845613360404,0.0008333235792815,0.0059588943702527,0.0004232650785708
0.0023403511213073,8.692381294837402e-05,0.0123809715732932,0.0010908219404518,0.010558896650804,0.0007233549096432
0.0007773516162715,9.01739075449316e-05,0.0124080767855048,0.0021748700551688,0.016493753549669,0.0016803838698532
0.0032137395565901,0.0001049300149604,0.0421033985912799,0.0045975175499916,0.029578413855966,0.0043190761053809
0.0006976722193474,7.051028719646558e-05,0.0061341486871242,0.000717184273526,0.0042408937911017,0.0003196622849178
0.0012144315360859,7.544035060934253e-05,0.0067226076498627,0.0007735807448625,0.0064308697242941,0.0004106387535718
0.0016428246123603,8.407566371162155e-05,0.0084393084980547,0.0010755159892141,0.0112134130838862,0.0007203301366949
0.0012914171528055,8.375246528776609e-05,0.0087587391026318,0.0012631302699446,0.0123243717459347,0.0008909146488079
0.001632275342804,8.540712405265098e-05,0.0086526977829635,0.0013304338324815,0.0144050534559687,0.0010021444086016
0.0008834415639328,9.14626139215276e-05,0.0093337809666991,0.002382710147649,0.021263322794577,0.0020920419935413
0.0005717723185986,7.948968940711589e-05,0.004569475306198,0.0011954189976677,0.0111493308397966,0.0007940873168212
0.0007396710772952,7.497413299033685e-05,0.008400980848819,0.0009873029775917,0.0064912138639223,0.0005226062790079
0.0021687804792584,9.155422289256832e-05,0.0128645468503236,0.0016149664297699,0.0173577715622322,0.0013197823599036
0.0015542325927819,7.27462699513081e-05,0.0052725546993315,0.0005867076292634,0.0061968775767227,0.000313619702068
0.0013280356041553,0.0001127007202072,0.0461164936423301,0.0082797312736511,0.0306393972436961,0.0075551559481872
0.0013929293989181,9.01583076463588e-05,0.0121080367825925,0.0018631852790713,0.0171870889690761,0.0014983471946533
0.0012183543169184,8.66655124855105e-05,0.0112999621778726,0.0015587582252919,0.0127198981945106,0.0010830657298468
0.0014148668450504,8.514208326860563e-05,0.0090152025222778,0.001405875859782,0.0137736202485926,0.0010348263576205
0.0010376806478793,8.613066472222888e-05,0.0112953074276447,0.0015696365758776,0.012178337250738,0.001070929882595
0.0012125093708156,7.446940376575994e-05,0.0057771562132984,0.0007204844802618,0.0071314805303736,0.0004031570775693
0.0015326462677376,8.434396540301617e-05,0.0098262545652687,0.0010809921659529,0.0091560965666908,0.0006516839599049
0.0009337773935841,8.713732243766309e-05,0.0134097198024392,0.0017567686736583,0.0122255105333421,0.0011800271004858
0.0010723355586787,7.624806543715906e-05,0.0093094250187277,0.0009037917479872,0.0052254126337103,0.00044010717486
0.0018118909951756,8.680603461538264e-05,0.0112815187312662,0.0012813787907361,0.0129207004986322,0.0009116812107935
0.0020205225500818,8.47210753688269e-05,0.0090982960537076,0.0011620151810348,0.0139058945663918,0.0008988862495031
0.0062494386422489,0.0001396579604881,0.0475620068609714,0.0090707048028707,0.0786483397640401,0.0108841246858578
0.0008649875212207,8.458683169715688e-05,0.0056815864518284,0.0014537084847688,0.0149523933659884,0.0011125728740167
0.0012937594898325,7.384950565670159e-05,0.0053571148309856,0.0007026290800422,0.0065466448849291,0.0003800961463063
0.0005558982202457,7.770757932362726e-05,0.0085253431461751,0.0010760887525975,0.0058610014563661,0.0005207526216386
0.0007904562034178,6.920302821871111e-05,0.0056462069042027,0.0006349643506109,0.0040387632495229,0.0002791050754851
0.002089046165385,7.695943226126902e-05,0.0083907349035143,0.0006985825207084,0.0062795286257958,0.0003764145078032
0.0011424402562299,7.861129135502509e-05,0.0104344431310892,0.0010038926079869,0.0061139166811302,0.0005119052636691
0.001667743048715,8.126163389021398e-05,0.0078857531771063,0.0009903556201606,0.010304695120994,0.0006567848450637
0.0016663277814075,9.150585000826774e-05,0.0130444229580461,0.0018194406293332,0.0168063852878635,0.0014483744952117
0.0012508008517253,8.172987194084115e-05,0.0082004545256495,0.0011227016802877,0.0106830147746341,0.0007459099773641
0.0006822966976849,8.46484179635263e-05,0.0055429234635084,0.00148755999282,0.0143663478004848,0.0011201870745715
0.0034626520816889,0.0001422672321502,0.0866203978657722,0.0131734178960323,0.0423050665686035,0.01268951936391
0.0016567839324861,7.963100930389634e-05,0.0085285706445574,0.0008992490265518,0.0085503151152026,0.000545586128854
