0.03	0.013454298	0.010698643	0.006743265	0.004079295	0.001424978	0.00542	0.007165	0.00419	0.00245	0.00051	0.05691	0.044115	0.01987	0.00974	0.005555	0.06685	0.05824	0.03906	0.04469	0.065665
0.12	0.007429771	0.006972438	0.006067787	0.004440682	0.001999246	0.01472	0.02141	0.01205	0.00648	0.00133	0.08629	0.072845	0.03164	0.02309	0.01212	0.10553	0.101215	0.05869	0.06207	0.07305
0.42	0.005798727	0.005202383	0.004532298	0.003914096	0.002123413	0.03411	0.04527	0.0294	0.01638	0.00434	0.0454	0.030755	0.01271	0.00439	0.011015	0.08403	0.082985	0.05711	0.05327	0.074955
0.39	0.00608891	0.005648013	0.005013363	0.004199942	0.002251345	0.02655	0.03492	0.02229	0.01197	0.00362	0.0583	0.038525	0.02429	0.02004	0.00682	0.08937	0.080405	0.06158	0.06451	0.07004
0.2	0.006752052	0.006170653	0.004981641	0.003588677	0.001552537	0.01352	0.018555	0.01181	0.00625	0.001595	0.02614	0.02124	0.01163	0.00418	0.00625	0.04418	0.046755	0.03844	0.04293	0.067445
0.22	0.007602897	0.007228853	0.006376189	0.005074249	0.002552709	0.0206	0.02762	0.01798	0.00978	0.00297	0.0371	0.02917	0.01465	0.00978	0.003935	0.06222	0.06375	0.04763	0.05206	0.066505
0.22	0.006892831	0.006204129	0.005000663	0.003677652	0.001585464	0.01981	0.025205	0.01645	0.00907	0.002885	0.03399	0.028115	0.02202	0.01165	0.005975	0.05832	0.06028	0.05347	0.05322	0.06846
0.39	0.005215202	0.004775859	0.004027508	0.003206754	0.001612788	0.02176	0.027665	0.01874	0.01077	0.003315	0.03171	0.020765	0.01072	0.00378	0.005125	0.05799	0.05539	0.04446	0.04705	0.06804
0.46	0.005261949	0.005160896	0.004614423	0.003634355	0.001871487	0.01768	0.02074	0.01357	0.00821	0.00295	0.03518	0.02709	0.01176	0.00929	0.001955	0.05738	0.05479	0.04033	0.05	0.064505
0.61	0.004799537	0.004565606	0.004125085	0.003456785	0.001970208	0.02238	0.027425	0.01804	0.01105	0.00386	0.04967	0.039425	0.02003	0.01585	0.00539	0.07657	0.07381	0.05307	0.0594	0.06885
0.34	0.007803914	0.007239323	0.005941074	0.004516992	0.002163847	0.01823	0.023555	0.01555	0.00886	0.00282	0.02943	0.02695	0.01178	0.00483	0.00549	0.05218	0.057465	0.04233	0.04619	0.06791
0.23	0.005753887	0.005212664	0.004234448	0.003230536	0.001584705	0.0182	0.02297	0.01483	0.00827	0.00289	0.028	0.0216	0.01212	0.00673	0.00624	0.05072	0.05153	0.04195	0.0475	0.06873
1.21	0.00318105	0.003069573	0.003053997	0.002967914	0.002288579	0.04511	0.05137	0.03417	0.02307	0.008915	0.06722	0.04461	0.01604	0.00699	0.009235	0.11685	0.10294	0.06521	0.06256	0.07775
1.07	0.003667061	0.003522691	0.003509952	0.003306774	0.002469847	0.03762	0.042445	0.0281	0.0185	0.00638	0.06176	0.040155	0.017	0.00552	0.005075	0.1039	0.08956	0.0601	0.05652	0.071055
1.18	0.003950565	0.003794882	0.003712671	0.003468932	0.002526155	0.05014	0.055785	0.03532	0.02282	0.007885	0.06749	0.055295	0.02531	0.01187	0.00662	0.12215	0.11804	0.07563	0.06719	0.074105
0.88	0.004759423	0.004664105	0.004462994	0.00401455	0.002662648	0.0302	0.037165	0.02537	0.01536	0.00422	0.06737	0.04867	0.02219	0.00641	0.00923	0.10209	0.092795	0.06256	0.05427	0.07305
1.81	0.003107645	0.002987145	0.002970265	0.002896871	0.002213878	0.08808	0.105955	0.06457	0.04166	0.015535	0.09138	0.062885	0.03318	0.01935	0.010405	0.18398	0.1758	0.11275	0.09351	0.08554
1.44	0.0030943	0.00290416	0.002906251	0.002956125	0.002361777	0.06912	0.085035	0.05576	0.03577	0.0114	0.06996	0.04893	0.02574	0.01049	0.008665	0.1436	0.140925	0.0965	0.07876	0.079665
0.7	0.003054754	0.002884358	0.00280522	0.002718411	0.001871453	0.05062	0.06607	0.04468	0.0256	0.006365	0.07769	0.050275	0.01903	0.01178	0.002945	0.13283	0.123305	0.07871	0.06988	0.06891
1.52	0.002978818	0.002685414	0.002626527	0.002714675	0.002166473	0.06538	0.08358	0.05642	0.03257	0.008895	0.05097	0.038495	0.01705	0.00616	0.00604	0.12087	0.129035	0.08847	0.07123	0.074535
0.89	0.003203278	0.003093614	0.003186064	0.00332922	0.002787463	0.08325	0.10634	0.0678	0.04059	0.013535	0.07758	0.053965	0.02114	0.0143	0.007845	0.16535	0.167265	0.10394	0.08739	0.08098
1.25	0.003453324	0.003531537	0.003790098	0.003635682	0.002901833	0.04643	0.050775	0.03222	0.022	0.008915	0.09167	0.061425	0.02955	0.01822	0.010785	0.14262	0.11916	0.07677	0.07272	0.0793
1.11	0.003742153	0.003875447	0.004299855	0.004179623	0.003391673	0.0413	0.047705	0.03023	0.0201	0.00767	0.10122	0.07147	0.03295	0.01799	0.01811	0.14704	0.126135	0.07818	0.07059	0.08538
1.3	0.003064694	0.003189072	0.003378314	0.003149019	0.002207119	0.04012	0.04895	0.03319	0.02371	0.00982	0.08158	0.058535	0.02255	0.01591	0.006755	0.12622	0.114445	0.07074	0.07212	0.076175
1.3	0.003158595	0.003200515	0.00331634	0.00303109	0.002108149	0.04585	0.050985	0.03228	0.02396	0.010715	0.08424	0.05619	0.03196	0.02449	0.010905	0.13461	0.114135	0.07924	0.08095	0.08122
0.76	0.003892089	0.003832845	0.003682497	0.003194516	0.001904851	0.03521	0.044015	0.02907	0.01822	0.005825	0.06739	0.046125	0.02568	0.01652	0.013855	0.10712	0.0971	0.06975	0.06724	0.07928
0.8	0.003722497	0.003533687	0.0033635	0.002986585	0.001851908	0.04013	0.050165	0.03328	0.02062	0.00642	0.06847	0.049335	0.02335	0.01494	0.007145	0.11312	0.10646	0.07163	0.06806	0.073165
0.8	0.003844165	0.003684026	0.003467783	0.003027517	0.001836993	0.04013	0.050165	0.03328	0.02062	0.00642	0.06847	0.049335	0.02335	0.01494	0.007145	0.11312	0.10646	0.07163	0.06806	0.073165
0.47	0.004280668	0.004082911	0.0037047	0.003068556	0.001694153	0.02303	0.02778	0.01893	0.01191	0.003625	0.05526	0.03873	0.01798	0.01382	0.005845	0.08281	0.07347	0.05191	0.05823	0.06907
0.56	0.00401925	0.004506032	0.005074113	0.004986554	0.003663682	0.04157	0.054765	0.0355	0.01972	0.00548	0.09085	0.06471	0.03245	0.01238	0.008675	0.13694	0.126435	0.08295	0.0646	0.073755
0.43	0.004052561	0.004241807	0.004332906	0.003749293	0.002133677	0.0253	0.032465	0.02134	0.01223	0.003565	0.05777	0.045545	0.01702	0.01358	0.007765	0.08759	0.08497	0.05336	0.05831	0.07093
1.03	0.003967878	0.003796609	0.003750718	0.003546451	0.002480629	0.05639	0.07145	0.04537	0.0276	0.008535	0.05412	0.02953	0.01493	0.00818	0.00417	0.11503	0.10794	0.0753	0.06828	0.072305
2.53	0.004150027	0.003462962	0.003824883	0.003412124	0.002597501	0.05801	0.06579	0.04448	0.03282	0.01291	0.05318	0.04987	0.02889	0.03147	0.031975	0.11571	0.12262	0.08837	0.09679	0.104485
2.14	0.003940233	0.00311009	0.003249516	0.002850354	0.002153007	0.0867	0.10939	0.0663	0.04457	0.014855	0.04016	0.03656	0.01976	0.01027	0.005805	0.13138	0.15291	0.10106	0.08734	0.08026
3.65	0.002064294	0.001576636	0.001754735	0.00160135	0.001501917	0.10217	0.12066	0.08008	0.05986	0.023595	0.03836	0.03069	0.01609	0.00702	0.002905	0.14505	0.15831	0.11117	0.09938	0.0861
2.9	0.003585924	0.003002175	0.003405918	0.002917908	0.002354653	0.0662	0.07547	0.05257	0.0402	0.016965	0.05772	0.03325	0.0147	0.0166	0.007695	0.12844	0.11568	0.08227	0.0893	0.08426
1.22	0.003729897	0.003101939	0.003916124	0.002982914	0.002197085	0.04544	0.0526	0.03343	0.02298	0.007795	0.04584	0.03903	0.019	0.01324	0.01202	0.0958	0.09859	0.06743	0.06872	0.079415
2.13	0.004831247	0.004023283	0.004391546	0.003752505	0.002649517	0.04189	0.04989	0.03068	0.02025	0.0068	0.04762	0.035225	0.0219	0.00354	0.00969	0.09403	0.092075	0.06758	0.05629	0.07609
2.28	0.003864906	0.003546276	0.003974215	0.003368457	0.00263735	0.07148	0.08605	0.05038	0.0328	0.00923	0.05778	0.051745	0.02571	0.00601	0.010475	0.13378	0.144755	0.09109	0.07131	0.079305
1.84	0.003989965	0.003362899	0.003563719	0.00292544	0.001925749	0.04597	0.05408	0.03343	0.02176	0.00667	0.09561	0.08144	0.07593	0.07068	0.033935	0.1461	0.14248	0.12436	0.12494	0.100205
0.78	0.004502125	0.00409993	0.004018136	0.002953358	0.001690523	0.02329	0.02697	0.01792	0.01257	0.004765	0.04726	0.043785	0.01812	0.02276	0.01359	0.07507	0.077715	0.05104	0.06783	0.077955
1.07	0.004092941	0.004071691	0.004379487	0.00372679	0.002125601	0.03176	0.039255	0.02445	0.01594	0.005905	0.03944	0.02294	0.00945	0.00712	0.00475	0.07572	0.069155	0.0489	0.05556	0.070255
